,Name ,player_positions,overall,potential,age,value_eur,wage_eur,club_contract_valid_until,pace,passing,dribbling,defending,attacking_crossing,attacking_short_passing,skill_dribbling,skill_curve,skill_long_passing,movement_acceleration,movement_sprint_speed,defending_marking_awareness,defending_sliding_tackle,defending_standing_tackle,power_stamina,height_cm
10547,B. Williams,"LWB, LB",65,74,22,1500000.0,8000.0,2022.0,72,55,62,61,60,57,62,52,53,73,71,62,64,62,71,178
11268,M. Al Amri,"LB, LM",64,64,29,525000.0,4000.0,2024.0,72,60,67,57,66,64,68,61,51,74,71,57,62,59,73,178
11757,H. Paul,"RB, LB, CB",64,64,27,575000.0,3000.0,2022.0,72,53,58,61,58,61,55,52,48,69,74,61,59,63,68,186
10564,C. Bassey,LB,65,79,21,1700000.0,8000.0,2024.0,72,52,60,63,60,53,62,51,49,71,73,63,63,65,67,185
11259,D. Iapichino,LB,64,64,30,500000.0,5000.0,2023.0,72,56,62,59,60,60,62,64,59,68,76,58,61,63,60,184
7179,R. Frosler,"RB, LB",68,74,23,1800000.0,500.0,2022.0,72,61,66,65,70,63,68,51,61,74,70,66,72,70,67,173
9960,J. Carroll,LB,65,65,29,625000.0,2000.0,2023.0,72,62,59,59,65,65,58,62,63,73,72,59,60,61,73,183
9165,P. Ochs,"LB, CM, ST",66,73,24,1600000.0,6000.0,2022.0,72,64,69,61,69,68,69,60,60,80,66,65,60,60,67,175
8485,M. Sala,"LB, LM",67,77,22,2200000.0,4000.0,2024.0,72,55,66,63,64,56,67,37,55,73,72,61,65,66,69,182
10689,J. King,LB,65,77,20,1600000.0,2000.0,2022.0,72,53,60,62,52,65,61,26,62,74,71,62,63,64,80,180
8462,Francisco Moura,"LB, LM, CM",67,78,21,2200000.0,3000.0,2026.0,72,57,72,62,66,58,73,62,50,74,71,59,66,67,64,181
10677,W. Pérez,"LB, LM",65,72,22,1400000.0,3000.0,2023.0,72,58,68,59,67,59,68,62,53,76,68,60,59,61,78,175
7281,E. Wiemberg,"LB, CB",68,69,27,1300000.0,2000.0,2022.0,72,63,68,63,67,67,69,54,64,72,72,60,64,66,72,178
9397,M. Sipľak,"LB, LM",66,68,25,975000.0,3000.0,2023.0,72,55,64,61,65,64,62,26,54,74,71,62,61,63,73,184
9399,S. Sessegnon,"RB, LB",66,80,21,2000000.0,10000.0,2022.0,72,53,62,62,63,64,60,31,44,75,69,63,63,65,62,174
10793,H. Vandermersch,"RB, LB, CB",65,74,22,1500000.0,1000.0,2024.0,72,54,59,62,54,64,56,31,56,73,71,59,65,68,66,180
10304,Paulo Henrique,LB,65,72,24,1400000.0,1000.0,2024.0,72,55,60,61,67,53,61,63,42,71,72,61,63,65,71,182
9120,Víctor García,"LWB, LB, LM",66,67,27,900000.0,3000.0,2024.0,72,61,59,62,67,64,59,58,58,72,72,64,62,61,59,180
10120,S. Hertner,"LB, LM",65,65,30,625000.0,2000.0,2022.0,72,60,62,61,63,64,61,68,61,71,72,63,60,63,66,180
10759,C. Dinu,"LB, CB",65,65,32,500000.0,2000.0,2022.0,72,52,60,60,57,58,57,49,45,71,72,58,63,63,80,175
11419,D. Sambissa,"LB, LW",64,68,25,750000.0,2000.0,2022.0,72,53,65,60,63,55,66,45,41,70,74,64,63,62,58,177
10301,T. Edun,"LB, CDM",65,74,23,1500000.0,8000.0,2024.0,72,58,63,59,54,64,59,35,61,74,70,60,57,58,82,172
9868,E. Vera,LB,65,65,29,625000.0,3000.0,2022.0,72,60,64,61,65,64,63,47,62,73,71,65,61,63,76,170
7472,M. van de Ven,"CB, LB",68,84,20,3000000.0,13000.0,2025.0,72,56,60,67,58,62,60,31,65,67,76,65,70,68,63,193
10972,Y. Cumaná,"LM, LB, LW",65,67,25,900000.0,500.0,2022.0,72,62,65,59,70,61,70,55,55,70,73,60,55,59,70,170
8710,Zou Zheng,"LB, RB",66,66,33,450000.0,4000.0,2021.0,72,63,63,63,67,65,63,55,61,70,74,64,59,61,63,178
10970,A. Gutiérrez,"LB, CB",65,74,21,1500000.0,500.0,2021.0,72,53,58,61,63,61,53,33,55,75,70,55,61,64,68,170
7057,C. Karayel,"RB, LB",68,69,26,1300000.0,6000.0,2022.0,72,61,68,63,69,65,68,68,48,73,72,62,61,64,77,174
8087,J. Tymon,"LWB, LB, LM",67,76,22,2200000.0,8000.0,2022.0,72,56,64,63,61,65,62,47,54,71,73,64,59,64,72,180
10394,L. Montoya,"LB, LM",65,68,26,850000.0,3000.0,2023.0,72,63,68,59,58,68,69,56,64,72,72,55,64,62,63,170
9835,E. Castillo,"LB, LWB",65,65,34,250000.0,2000.0,2021.0,72,61,64,60,62,63,63,65,56,73,71,61,62,62,66,170
9688,T. Ortega,LB,66,76,20,1800000.0,3000.0,2023.0,72,54,67,63,59,61,67,35,41,74,71,64,63,65,69,185
7519,B. Urribarri,LB,67,67,34,375000.0,5000.0,2021.0,72,63,65,61,72,60,62,67,58,73,72,61,61,63,73,168
7994,K. Boto,"LB, LWB",67,72,25,1400000.0,2000.0,2022.0,72,56,62,63,62,63,61,51,63,73,71,62,64,65,81,183
8878,D. Andrade,"LB, LWB",66,66,27,825000.0,6000.0,2022.0,72,61,67,63,67,65,67,49,62,71,72,67,61,67,65,168
8778,A. Traoré,LB,66,66,31,625000.0,3000.0,2023.0,72,60,63,61,61,63,60,62,61,71,72,61,60,62,78,170
9744,Jesús Vázquez,"LB, LWB",66,79,18,1900000.0,2000.0,2025.0,72,58,57,61,68,62,57,62,63,72,72,59,66,65,61,182
9764,D. Štefulj,"LB, LWB, LM",66,74,21,1800000.0,500.0,2026.0,72,57,66,59,71,56,65,57,58,70,74,57,62,61,76,186
7956,I. Santillán,"LB, LWB, LM",67,67,30,875000.0,500.0,2021.0,72,65,66,62,67,67,66,52,65,73,72,61,66,65,70,172
9672,J. Doig,"LB, LWB",66,79,19,1900000.0,1000.0,2025.0,72,58,63,63,64,61,63,63,55,71,73,62,64,67,72,189
17714,J. Kleeberg,LB,56,69,19,325000.0,650.0,2023.0,73,45,50,52,48,50,44,28,47,72,73,47,54,55,58,174
4317,Juninho,"CB, LB",71,76,26,2400000.0,16000.0,2026.0,73,50,55,71,53,63,50,33,49,73,73,63,70,75,66,187
17861,V. Murthy,"LB, LM",55,63,23,275000.0,500.0,2025.0,73,47,53,49,44,53,49,42,38,74,73,48,44,51,60,181
4242,M. Pineida,"LB, RB",71,71,28,1700000.0,800.0,2023.0,73,64,63,68,70,70,54,48,56,71,74,70,64,69,79,170
9225,H. Fujiharu,"LB, LM",66,66,32,600000.0,4000.0,2022.0,73,66,64,61,68,70,59,57,63,70,75,65,57,59,62,175
2496,J. Dueñas,"LB, CM, RB",73,73,32,2100000.0,31000.0,2021.0,73,72,72,68,70,72,72,74,71,74,72,67,66,69,80,174
11393,A. Spörle,"LB, LM",64,66,25,675000.0,2000.0,2022.0,73,58,61,59,62,59,62,53,58,72,74,59,59,60,74,182
12980,K. Al Khathlan,"LB, LM",63,66,25,575000.0,4000.0,2023.0,73,52,55,57,56,56,54,53,48,73,73,54,57,56,79,178
5439,M. Hybš,LB,70,70,28,1400000.0,600.0,2023.0,73,65,69,66,72,67,69,60,65,74,73,65,70,66,70,180
6806,J. Medranda,"LB, CM",68,68,27,1200000.0,3000.0,2021.0,73,63,69,63,66,68,68,50,56,75,71,65,66,66,67,173
13758,S. Aw,LB,62,71,22,850000.0,2000.0,2023.0,73,49,59,57,64,51,58,49,47,74,73,52,62,64,66,175
16762,M. Tsoungui,"LB, CB",58,73,18,450000.0,650.0,2023.0,73,49,56,53,51,52,56,40,53,74,72,51,55,54,61,180
17691,G. Reyes,LB,56,71,18,325000.0,500.0,2025.0,73,48,54,50,44,60,52,35,45,72,73,49,50,52,57,170
14380,S. Ahmed,"LM, LB, RM",62,62,26,425000.0,500.0,2024.0,73,57,62,57,57,63,60,46,55,72,73,54,58,56,66,178
17680,D. Csontos,"LB, CB",56,77,18,450000.0,500.0,2022.0,73,40,47,53,56,37,46,30,34,72,73,51,56,55,51,185
17671,R. Fukushima,"LB, CB",56,70,19,325000.0,1000.0,2024.0,73,44,48,52,53,51,43,26,43,74,72,46,56,58,57,175
12612,T. Washington,LB,63,63,27,475000.0,2000.0,2021.0,73,41,38,63,51,55,20,28,29,72,73,64,58,67,54,178
14366,Lucas Esteves,"LB, LM",62,67,21,575000.0,1000.0,2025.0,73,59,64,58,62,64,65,58,61,72,73,61,58,61,58,170
5798,C. Elder,LB,69,71,26,1600000.0,7000.0,2022.0,73,61,63,64,67,62,63,65,59,72,74,61,66,67,80,180
7759,H. Kadish,LB,67,67,28,925000.0,8000.0,2023.0,73,59,61,63,65,60,60,51,57,74,72,65,63,64,78,179
12720,Wang Wei,"LB, LM, RM",63,63,32,325000.0,3000.0,2021.0,73,60,63,58,62,62,66,43,55,74,73,59,59,58,72,183
1146,Y. Zhirkov,"LB, LM",76,76,37,2850451.813201148,9017.989362811555,2031.0,73,75,77,73,78,77,78,79,72,72,73,75,76,74,66,180
18129,Guille Bueno,LB,55,69,19,275000.0,500.0,2025.0,73,49,59,45,61,54,56,49,42,74,73,52,43,43,62,178
1161,D. Criscito,"CB, LB, LM",76,76,34,2400000.0,16000.0,2022.0,73,75,72,78,79,75,72,72,76,73,73,80,78,79,69,183
8459,D. Schnegg,LB,67,75,22,2200000.0,6000.0,2024.0,73,60,65,63,63,62,66,57,57,70,75,64,68,64,78,185
18066,N. Gibs,LB,55,66,19,250000.0,500.0,2023.0,73,33,51,50,39,33,47,31,25,77,70,46,52,54,71,180
4176,L. Venuti,"RWB, RB, LB",71,74,26,2300000.0,27000.0,2024.0,73,59,66,68,70,66,63,45,60,74,73,67,70,70,71,176
7295,K. Miller,"CB, LB",68,73,24,1600000.0,3000.0,2023.0,73,51,59,66,45,60,60,35,54,70,76,64,69,68,67,183
7068,H. Pickering,LB,68,75,22,2300000.0,13000.0,2025.0,73,64,64,62,68,63,64,66,60,75,72,63,63,64,81,185
13726,J. Koutroumbis,"CB, RB, LB",62,65,23,475000.0,2000.0,2023.0,73,51,61,62,50,56,58,34,55,73,73,62,63,65,66,183
12794,Javi Vázquez,"LB, LM",63,73,20,1000000.0,1000.0,2023.0,73,53,57,60,63,60,53,38,45,75,72,60,60,60,58,178
1233,J. Bořil,"LB, RB",76,76,30,6500000.0,950.0,2023.0,73,71,71,74,78,71,70,65,72,74,72,75,73,75,87,175
9230,R. Hatsuse,"LB, RM, LM",66,71,23,1200000.0,2000.0,2022.0,73,56,60,62,61,61,57,36,53,70,76,61,65,63,69,175
4864,C. Cisneros,"LM, RM, LB",70,70,27,1700000.0,24000.0,2021.0,73,66,71,47,71,65,72,65,58,78,68,56,37,40,69,175
15832,M. Andric,"LB, RB, LM",60,65,23,350000.0,2000.0,2025.0,73,51,62,55,53,58,61,33,48,72,74,55,56,58,62,180
7107,O. Haddadi,"CB, LB",68,68,29,1000000.0,6000.0,2023.0,73,60,62,66,64,67,64,55,57,69,76,62,67,71,73,184
4897,A. Parot,LB,70,70,31,1200000.0,7000.0,2021.0,73,63,66,66,70,63,66,59,59,72,74,61,70,66,71,180
5781,F. Díaz,"LB, CB",69,69,37,300000.0,500.0,2021.0,73,68,65,67,69,72,64,55,70,70,76,72,61,68,72,170
5674,P. Steinhart,"LB, LM",69,69,28,1300000.0,2000.0,2023.0,73,68,62,62,72,66,59,73,70,74,72,56,69,66,87,181
5671,A. Escoboza,"LB, CM, LM",69,69,28,1300000.0,19000.0,2022.0,73,69,71,61,72,70,72,72,65,72,73,59,65,64,73,171
15793,J. Brown,"RB, LB",60,65,23,350000.0,500.0,2021.0,73,47,55,53,49,50,51,33,45,74,73,56,53,51,80,180
16002,A. Breslin,LB,59,66,24,425000.0,500.0,2021.0,73,49,55,54,58,52,55,32,51,75,72,55,56,61,64,173
1826,Leo Vimieiro,LB,75,75,25,5500000.0,29000.0,2024.0,73,66,70,74,68,70,68,70,64,68,77,75,74,76,78,168
1832,Joshuando Sá,"LB, LWB",75,75,25,5500000.0,22000.0,2024.0,73,64,65,75,74,72,63,51,61,70,75,75,74,76,72,182
5039,Brian Oliván,LB,70,71,27,1700000.0,13000.0,2022.0,73,59,68,65,67,62,68,71,59,70,75,65,62,64,92,177
14097,L. Horn,"LM, LB",62,70,22,900000.0,2000.0,2022.0,73,59,63,38,62,60,62,60,55,75,72,32,39,41,72,177
2093,F. Novák,"LB, CB",74,74,31,3100000.0,35000.0,2023.0,73,68,72,71,73,69,70,72,67,74,73,70,69,72,77,184
9591,J. Holúbek,LB,66,66,30,725000.0,3000.0,2022.0,73,51,61,62,62,55,62,47,52,73,73,61,63,66,73,180
4511,M. Havel,"RB, RM, LB",71,72,26,2000000.0,650.0,2022.0,73,65,70,66,72,68,68,51,61,74,72,66,66,66,75,183
13519,S. Amro,LB,62,62,31,300000.0,2000.0,2023.0,73,59,55,56,62,61,52,54,60,73,73,55,57,57,72,175
17272,A. Mishra,LB,57,68,19,325000.0,500.0,2023.0,73,47,53,52,48,51,51,46,50,72,74,51,50,53,76,179
14139,A. Wahab Ibrahim,LB,62,70,22,850000.0,1000.0,2023.0,73,54,59,57,60,59,58,37,52,69,76,55,61,60,61,176
2780,M. Benítez,"LB, CM",73,73,30,2600000.0,12000.0,2022.0,73,74,71,67,75,75,69,83,69,76,71,64,72,70,76,178
9549,O. Lebedenko,"LB, LWB",66,77,22,1800000.0,2000.0,2023.0,73,57,57,62,66,61,58,34,59,75,71,56,70,69,76,174
9598,J. Bay,"LB, LWB",66,66,28,775000.0,4000.0,2021.0,73,54,65,62,68,58,66,42,45,74,72,62,63,65,72,179
6951,J. Föhrenbach,LB,68,72,25,1600000.0,9000.0,2023.0,73,56,61,67,61,63,60,46,54,66,79,67,67,67,72,184
2638,Lucas Lima,LB,73,73,29,2700000.0,27000.0,2024.0,73,71,72,67,75,71,72,76,68,70,75,68,71,70,86,178
5149,L. Reyes,"LB, CB",70,70,30,1400000.0,21000.0,2021.0,73,65,68,66,70,65,67,52,60,71,74,66,67,66,80,185
17047,O. Al Saleem,"LB, CB",57,62,24,230000.0,3000.0,2023.0,73,51,55,51,57,52,55,45,51,72,73,52,52,51,55,183
17070,O. Gallacher,LB,57,67,22,350000.0,2000.0,2023.0,73,45,55,54,53,45,52,54,32,72,73,55,54,56,50,174
17104,J. Marsiglia,"LB, CB",57,67,22,350000.0,500.0,2022.0,73,37,48,56,44,35,50,33,39,70,75,55,59,60,72,183
16266,N. Bretschneider,LB,59,67,21,475000.0,1000.0,2022.0,73,48,54,56,51,53,57,36,48,78,68,54,58,60,65,181
14058,Seol Young Woo,"LB, LM",62,72,22,850000.0,2000.0,2022.0,73,55,63,55,60,58,62,45,56,74,73,52,59,62,72,180
10913,L. Blanco,"LB, LM",65,75,22,1500000.0,4000.0,2021.0,73,53,64,60,60,56,65,44,53,71,74,62,65,64,73,183
11357,E. Miller,"RB, LB, LWB",64,64,28,525000.0,2000.0,2021.0,73,52,58,59,57,60,57,33,52,70,75,60,60,60,74,183
4970,U. Çiftçi,LB,70,70,29,1400000.0,10000.0,2023.0,73,68,68,66,72,73,71,54,72,76,71,67,65,70,73,179
2866,Osvaldão Murilo,"CB, RB, LB",73,73,21,3100000.0,9000.0,2024.0,73,53,54,75,49,53,44,43,71,69,77,78,74,76,41,185
13085,B. Wdowik,"LWB, LB, LM",63,73,20,1000000.0,1000.0,2023.0,73,56,59,57,58,60,58,54,57,77,69,54,60,62,67,184
10837,J. Yégüez,"LB, LM",65,65,33,375000.0,500.0,2021.0,73,55,57,61,61,58,47,38,44,76,70,66,56,57,72,176
6839,J. Angulo,LB,68,73,25,1600000.0,900.0,2022.0,73,56,66,64,62,66,67,26,65,75,71,68,64,66,84,182
10839,N. Cabanillas,"RW, CAM, LB",65,72,20,1400000.0,500.0,2021.0,73,64,68,50,61,66,68,65,65,70,75,45,55,53,68,170
7008,M. Valenzuela,LB,68,75,22,2300000.0,3000.0,2022.0,73,63,68,64,66,66,67,67,54,72,73,62,67,68,73,168
6817,L. González,"CB, LB",68,70,27,1300000.0,4000.0,2021.0,73,56,63,66,51,60,62,47,70,74,72,65,71,70,75,179
2911,C. Bravo,LB,73,80,24,6000000.0,6000.0,2023.0,73,64,73,71,70,66,76,51,60,75,72,71,74,73,75,170
9733,K. Moreno,LB,66,72,24,1300000.0,500.0,2021.0,73,54,52,62,70,61,45,27,58,73,73,67,55,61,75,178
13879,E. Masciangelo,LB,62,67,24,550000.0,3000.0,2024.0,73,47,62,60,60,45,63,62,39,76,71,63,64,62,59,177
6943,M. Alphonse,"RB, LB",68,68,31,875000.0,3000.0,2022.0,73,58,61,66,67,64,62,31,60,72,73,65,65,65,72,182
11308,S. Tanser,"LWB, LB",64,66,26,675000.0,2000.0,2022.0,73,60,63,56,65,58,62,65,59,74,73,55,61,59,69,182
1713,Danilo,LB,75,75,29,4900000.0,22000.0,2024.0,73,66,75,73,70,70,74,62,68,77,69,74,75,76,70,170
3204,S. Malone,"LWB, LB",72,72,30,2000000.0,11000.0,2023.0,73,64,70,66,73,65,71,40,64,69,76,64,67,68,75,189
17360,O. Sonne,"LB, RB",57,65,20,350000.0,1000.0,2023.0,73,50,57,51,54,54,56,52,45,75,72,50,51,54,60,184
1726,S. Vegas,"CB, LB",75,82,24,10500000.0,33000.0,2026.0,73,63,68,74,64,69,67,54,66,70,75,75,74,75,78,180
11291,S. Galloway,"RB, LB",64,65,26,625000.0,3000.0,2022.0,73,54,62,58,61,62,62,42,52,75,72,56,59,61,71,172
13110,D. Pavlovic,"LB, RB",63,76,19,1100000.0,2000.0,2022.0,73,55,61,59,57,61,60,32,58,71,74,58,61,63,66,179
13114,M. Müller,"LB, LM, CM",63,63,29,425000.0,1000.0,2022.0,73,57,64,57,62,61,62,60,47,75,71,58,59,61,79,173
9477,J. Meier,"LB, LM",66,76,21,1800000.0,5000.0,2022.0,73,59,62,61,65,62,62,51,57,72,74,62,63,65,71,181
4989,A. Ciranni,"RB, RWB, LB",70,74,25,2100000.0,8000.0,2023.0,73,66,69,66,73,67,67,76,64,74,72,67,65,69,75,172
5340,Iván Martos,"LB, CB",70,76,24,2400000.0,5000.0,2024.0,73,55,64,68,64,64,64,38,43,72,74,66,69,71,61,182
12094,K. Çalhanoğlu,"LB, LM",64,81,18,1400000.0,800.0,2024.0,73,61,64,57,66,64,64,68,55,77,69,55,56,61,68,180
397,Marcelo,LB,80,80,33,11000000.0,135000.0,2022.0,73,80,87,75,84,80,89,84,77,74,73,71,78,77,67,174
12111,D. Udogie,"LB, LM",64,81,18,1400000.0,2000.0,2022.0,73,56,65,60,64,60,67,56,51,75,71,56,61,63,60,186
10542,J. Beste,"LB, LM",65,74,22,1500000.0,3000.0,2022.0,73,61,70,57,68,65,70,59,56,77,70,56,59,61,76,174
8958,Jeong Dong Ho,"RB, LB",66,66,31,625000.0,2000.0,2022.0,73,56,64,61,64,59,65,37,49,72,73,60,66,61,68,174
11651,M. Dombrowka,"LB, RB, CDM",64,64,29,525000.0,700.0,2023.0,73,50,62,58,60,58,60,29,39,71,74,60,62,60,80,180
3564,Alam Araújo,"LB, LM",72,72,29,2100000.0,19000.0,2024.0,73,64,67,72,71,71,71,61,71,71,75,77,73,73,70,178
3340,Quini,"LB, RB",72,72,31,1700000.0,15000.0,2023.0,73,65,71,69,74,71,71,70,57,72,73,65,73,75,64,178
15023,B. Valdez,LB,61,75,19,750000.0,1000.0,2023.0,73,48,58,59,53,52,64,48,40,77,70,56,62,65,71,175
10496,I. Jome,"LB, LM",65,65,26,700000.0,2000.0,2021.0,73,59,62,62,60,66,62,52,54,70,76,62,62,66,68,185
3567,Guto Milazar,LB,72,72,29,2100000.0,24000.0,2024.0,73,61,64,70,67,70,64,31,73,74,73,69,73,71,85,170
8928,D. Butler,"LWB, LB",66,67,26,925000.0,4000.0,2024.0,73,57,62,61,63,59,59,60,51,73,73,62,61,62,85,177
311,Danilo,"RB, LB, CB",81,81,29,22500000.0,83000.0,2024.0,73,73,74,82,76,77,73,73,74,67,77,82,82,84,77,184
15278,E. Iandolo,LB,60,67,23,475000.0,2000.0,2022.0,73,52,60,55,54,58,59,51,52,71,74,54,58,58,62,186
10577,S. Ntiya-Ntiya,"LB, LWB, LM",65,70,24,1000000.0,500.0,2023.0,73,51,62,63,63,52,62,41,58,74,72,69,65,67,70,166
6517,Zheng Zheng,"CB, LB",68,68,31,825000.0,7000.0,2021.0,73,67,65,68,64,70,64,67,64,74,73,70,67,70,69,186
12288,C. Telo,LB,63,63,31,350000.0,1000.0,2021.0,73,61,66,57,61,64,63,66,59,72,74,58,60,58,66,172
9046,S. Mikalsen,LB,66,66,28,775000.0,2000.0,2021.0,73,57,61,63,60,59,59,58,55,74,73,61,63,63,70,185
8566,Fali Candé,LB,67,76,23,2200000.0,2000.0,2024.0,73,58,62,64,68,58,63,60,54,71,75,64,64,66,70,184
612,R. Bensebaini,"LB, CB",79,82,26,21000000.0,31000.0,2023.0,73,72,75,77,80,77,77,67,68,67,77,74,80,77,79,186
3979,K. D'Haene,"LB, LWB, LM",71,71,31,1400000.0,9000.0,2024.0,73,67,74,64,78,67,74,54,68,79,68,65,68,68,85,168
3992,L. Carole,"LB, LWB",71,71,30,1600000.0,9000.0,2022.0,73,62,69,71,64,66,72,52,63,72,73,71,72,73,72,182
9055,J. Bager,"CB, RB, LB",66,71,24,1200000.0,4000.0,2022.0,73,45,55,66,46,53,44,32,43,76,71,63,66,69,72,182
18777,J. Greene,"LB, RB",52,73,18,240000.0,500.0,2022.0,73,35,46,45,46,32,44,33,30,71,75,40,46,46,59,170
708,Jaume Costa,"LB, RB",78,78,33,7500000.0,26000.0,2023.0,73,71,73,77,79,78,70,67,67,74,72,76,78,77,63,171
8982,L. Murillo,LB,66,66,30,725000.0,500.0,2021.0,73,61,64,63,62,62,63,65,57,76,71,62,64,66,71,174
12353,M. Harriman,"RB, RWB, LB",63,63,28,425000.0,4000.0,2022.0,73,57,62,58,60,59,59,54,56,75,72,58,59,60,72,167
12355,Kim Jun Yub,"RM, RB, LB",63,63,33,300000.0,1000.0,2021.0,73,57,63,57,66,62,63,43,51,75,71,53,56,57,74,178
6020,M. Muheim,"LB, LM",69,76,23,2700000.0,5000.0,2022.0,73,65,65,65,68,67,63,54,62,74,72,69,62,64,75,182
3406,E. Insúa,"LB, LWB, LM",72,72,30,2000000.0,900.0,2022.0,73,62,67,70,64,68,66,33,65,71,75,69,71,72,79,182
11691,T. Sainte-Luce,LB,64,72,22,1300000.0,1000.0,2022.0,73,56,63,58,61,62,60,55,53,72,74,59,60,58,61,181
477,O. Zinchenko,"LB, CDM",80,85,24,29500000.0,95000.0,2024.0,73,80,80,77,82,82,80,81,78,75,71,78,76,79,76,175
12539,A. Al Ammar,LB,63,64,27,500000.0,4000.0,2024.0,73,60,64,55,64,63,61,53,60,72,74,53,54,60,76,177
3279,K. Stafylidis,"LB, LWB",72,72,27,2300000.0,21000.0,2022.0,73,66,70,70,72,71,69,76,72,73,73,73,74,74,67,178
9155,S. Aytaç,"LB, LM",66,66,29,750000.0,4000.0,2023.0,73,61,63,63,59,67,65,63,60,71,74,60,62,63,72,187
11969,L. Mifflin,LB,64,70,21,875000.0,500.0,2021.0,73,52,56,59,62,52,48,34,51,83,65,52,54,68,68,182
6355,A. Theate,"CB, LB",69,80,21,2900000.0,4000.0,2022.0,73,52,53,67,53,62,48,26,53,70,75,65,70,71,70,184
18226,S. Rathi,"LB, LWB, CB",54,70,19,275000.0,500.0,2025.0,73,37,50,51,38,41,47,36,32,66,78,51,52,52,66,176
12564,O. Fisher,"RB, LB",63,63,29,425000.0,2000.0,2021.0,73,56,66,60,55,62,64,57,58,75,72,62,60,61,53,175
8741,T. Oar,"LM, CAM, LB",66,66,29,850000.0,2000.0,2022.0,73,65,67,39,67,68,65,65,61,74,72,50,34,31,65,170
8740,K. Getinger,"LWB, LM, LB",66,66,32,600000.0,1000.0,2022.0,73,61,58,61,63,59,55,58,57,75,71,62,62,61,84,188
18353,L. Vincent,LB,54,74,18,275000.0,550.0,2024.0,73,49,53,44,52,52,50,47,48,72,74,44,45,47,62,185
10417,M. Holzmann,LB,65,65,30,625000.0,2000.0,2022.0,73,60,60,58,68,59,58,64,52,74,73,54,63,63,70,174
19050,Z. Bello,"RB, LB",50,70,17,120000.0,500.0,2023.0,73,33,51,43,39,32,56,33,26,71,75,34,48,46,54,184
5024,G. Taylor,"LB, LWB",70,76,23,2400000.0,21000.0,2023.0,74,66,67,66,70,67,63,62,64,75,73,68,70,70,84,175
16233,N. Smith,LB,59,67,20,475000.0,500.0,2022.0,74,45,53,55,49,46,51,38,47,73,74,55,57,57,69,182
13294,Iñaki Recio,LB,63,73,21,1000000.0,1000.0,2023.0,74,45,59,61,59,46,62,34,37,77,72,60,65,65,69,178
5241,A. Matějů,"RB, LB",70,74,25,2850451.813201148,9017.989362811555,2031.0,74,64,68,67,68,65,67,63,63,76,73,69,66,68,73,185
9698,Luís Mata,LB,66,71,23,1200000.0,2000.0,2023.0,74,52,61,62,63,56,58,57,33,70,77,65,60,66,76,181
7185,B. Johnson,"RB, LB",68,78,21,2600000.0,15000.0,2022.0,74,55,64,65,66,60,63,58,49,72,75,63,66,68,73,180
10434,K. Pestka,LB,65,70,22,1000000.0,2000.0,2023.0,74,58,62,61,64,62,61,44,55,72,75,59,62,65,65,188
14112,D. Pike,"RB, LB",62,77,19,900000.0,4000.0,2023.0,74,52,60,56,60,57,61,37,48,75,73,54,60,60,68,175
10411,N. Landgraf,"LB, RB, LM",65,69,25,925000.0,1000.0,2022.0,74,56,62,60,64,60,59,56,49,76,72,63,58,60,76,180
569,B. Mendy,LB,79,80,26,19000000.0,105000.0,2022.0,74,76,76,75,83,79,77,80,69,71,76,74,79,78,71,185
13914,L. Corbu,LB,62,62,27,375000.0,2000.0,2022.0,74,50,56,57,59,58,50,35,48,76,72,59,55,59,72,174
3611,B. Pittón,"LB, LM",72,72,28,2100000.0,11000.0,2022.0,74,69,65,66,74,71,59,70,69,76,72,60,67,67,82,174
10340,M. Penney,"LB, LM",65,72,23,1400000.0,3000.0,2023.0,74,63,69,59,70,62,70,63,60,76,72,54,62,65,66,174
13744,B. Fleming,LB,62,71,21,850000.0,2000.0,2023.0,74,49,63,58,65,45,64,53,43,75,73,59,57,59,59,175
2751,Rafa Soares,LB,73,76,26,3700000.0,9000.0,2022.0,74,70,71,69,74,71,72,72,65,75,74,68,73,71,74,177
4529,G. González,"RB, RM, LB",71,74,26,2300000.0,750.0,2021.0,74,59,65,68,62,67,62,57,67,75,73,70,71,67,89,173
1961,A. Truffert,"LB, LW",75,83,19,11500000.0,19000.0,2025.0,74,70,73,71,74,72,73,66,70,74,74,71,73,74,77,173
14005,S. Abdullah,LB,62,72,22,850000.0,500.0,2024.0,74,50,57,57,55,52,58,51,45,72,75,56,57,58,73,189
2527,Dídac Vilà,LB,73,73,32,2100000.0,14000.0,2022.0,74,66,68,71,70,71,68,68,67,76,73,71,71,71,73,185
10376,L. Geminiani,"RB, LB",65,65,30,625000.0,4000.0,2021.0,74,51,63,58,65,56,64,37,48,76,73,55,61,60,72,172
8199,K. Matsubara,LB,67,72,24,1400000.0,4000.0,2022.0,74,58,66,60,70,65,65,45,57,72,75,62,64,66,74,182
10370,R. Takahashi,"LM, LWB, LB",65,65,27,750000.0,1000.0,2022.0,74,57,66,56,63,57,67,59,55,73,74,57,59,59,89,171
5103,L. Kelly,"LB, CB",70,80,22,3400000.0,15000.0,2024.0,74,59,67,69,64,64,67,44,56,72,75,70,69,70,70,191
11002,L. Campos,LB,65,75,20,1500000.0,500.0,2022.0,74,55,61,63,63,63,65,48,55,75,73,63,61,65,70,175
