,Name ,player_positions,overall,potential,age,value_eur,wage_eur,club_contract_valid_until,pace,passing,dribbling,defending,attacking_crossing,attacking_short_passing,skill_dribbling,skill_curve,skill_long_passing,movement_acceleration,movement_sprint_speed,defending_marking_awareness,defending_sliding_tackle,defending_standing_tackle,power_stamina,height_cm
16336,J. Rawlins,RB,59,71,17,500000.0,500.0,2022.0,72,45,54,55,44,55,51,32,50,73,71,53,56,59,77,181
12130,T. Tamukai,"LB, RB, CB",64,64,29,525000.0,1000.0,2022.0,72,62,62,59,65,67,62,66,64,74,71,61,58,62,72,175
12197,R. Baravykas,"RB, LB",64,66,25,675000.0,2000.0,2022.0,72,49,54,60,53,54,51,42,50,76,69,63,61,62,74,184
6147,O. Danchenko,"RB, RM",69,69,26,1400000.0,550.0,2024.0,72,68,66,64,70,70,65,70,68,71,72,65,66,66,67,176
2529,S. Corchia,RB,73,73,30,2600000.0,19000.0,2023.0,72,71,71,72,72,71,72,78,73,73,71,74,72,73,65,175
12209,M. Martins,"RB, RM",64,66,26,675000.0,4000.0,2023.0,72,54,54,57,63,59,52,50,50,69,75,50,67,62,73,185
16366,K. Kesler Hayden,"RB, RM",59,76,18,550000.0,2000.0,2022.0,72,55,60,55,58,57,64,29,57,74,70,56,57,59,53,175
17160,R. Roosken,RB,57,70,21,375000.0,950.0,2024.0,72,35,52,57,44,27,58,39,35,78,67,58,57,58,63,183
12103,W. Jooste,"RB, RW",64,64,29,525000.0,500.0,2023.0,72,64,67,57,72,63,68,59,61,75,70,58,55,53,63,178
5965,Ataúlfo Anjos,RB,69,69,29,1200000.0,8000.0,2024.0,72,59,67,69,66,65,69,62,52,68,76,73,62,70,71,186
12015,L. Soza,RB,64,71,23,1100000.0,900.0,2021.0,72,52,56,61,65,61,49,51,52,72,72,65,60,63,65,177
2849,William,"RB, RM",73,76,26,3700000.0,38000.0,2022.0,72,68,75,70,74,75,75,64,64,76,69,71,68,71,70,171
12424,J. Geria,"RB, CB",63,63,28,425000.0,2000.0,2022.0,72,52,59,59,53,56,57,38,57,73,72,56,62,60,66,184
12085,A. Barry,"CB, CDM, RB",64,72,21,1200000.0,4000.0,2022.0,72,31,45,65,30,31,31,26,30,65,78,59,68,70,64,185
16612,J. Clarke,"RB, CB",58,68,21,425000.0,2000.0,2022.0,72,48,53,53,53,52,48,34,48,73,71,54,53,54,64,183
6007,K. Hachisuka,"RB, RM, LB",69,69,30,1200000.0,3000.0,2022.0,72,63,62,65,71,62,61,36,64,66,76,62,64,66,83,180
16183,H. Ali,RB,59,67,19,475000.0,500.0,2022.0,72,48,55,54,48,57,50,38,45,75,70,52,56,59,59,180
2818,H. ter Avest,RB,73,79,24,4500000.0,11000.0,2024.0,72,67,71,68,74,74,71,59,67,69,74,69,72,70,80,182
4540,C. Richards,"CB, RB",71,84,21,4300000.0,24000.0,2022.0,72,57,55,71,49,70,47,35,63,73,72,65,71,75,71,188
13638,D. Duhaney,"RWB, RB",62,72,22,850000.0,4000.0,2021.0,72,49,60,58,57,52,59,47,44,73,71,59,61,59,67,180
14720,C. Elliot,"RB, CAM",61,71,21,700000.0,650.0,2023.0,72,56,62,54,55,58,58,49,55,73,72,54,55,54,64,175
13609,M. Romero,"CM, RM, RB",62,65,25,525000.0,2000.0,2022.0,72,57,65,58,58,64,65,36,56,72,72,55,58,60,68,179
13618,Lee Tae Hee,"RWB, RB, ST",62,62,29,350000.0,1000.0,2022.0,72,54,58,59,54,61,57,34,57,74,71,56,63,63,67,183
13688,F. Arkenberg,"CB, CDM, RB",62,65,25,475000.0,500.0,2022.0,72,50,56,61,58,55,57,39,51,75,69,62,64,65,70,185
14598,A. Davies,RB,61,69,22,700000.0,2000.0,2022.0,72,52,58,55,58,55,57,46,51,71,73,56,55,57,79,180
13587,R. Fallowfield,RB,62,67,25,550000.0,2000.0,2022.0,72,54,58,57,58,55,56,54,50,73,72,58,59,59,77,174
772,L. Dubois,RB,78,79,26,15000000.0,55000.0,2024.0,72,75,73,76,79,78,73,76,75,70,74,76,78,78,80,178
14770,S. Fernandes,RB,61,61,28,300000.0,500.0,2022.0,72,48,51,56,56,50,48,49,44,71,73,53,61,65,91,174
5067,Jaimosa Cavaco,RB,70,70,21,1700000.0,9000.0,2024.0,72,52,57,66,72,56,50,46,47,71,72,68,69,62,84,168
17847,S. Golui,"CB, RB",55,63,23,250000.0,500.0,2023.0,72,38,51,54,48,37,48,45,31,73,72,59,53,50,84,180
4395,Y. Valery,"RB, RWB",71,79,22,4000000.0,24000.0,2023.0,72,60,69,70,66,64,72,55,57,75,69,68,69,74,75,180
14104,D. Bansais,"RB, LB",62,63,27,425000.0,1000.0,2022.0,72,51,58,58,59,57,55,39,52,72,72,56,60,61,72,177
14124,S. Keogh,RB,62,79,19,1000000.0,500.0,2022.0,72,53,61,57,61,60,63,41,58,70,73,51,61,63,61,176
4265,M. Tirpan,"RB, CDM",71,72,27,2000000.0,8000.0,2024.0,72,65,65,71,66,66,63,65,65,73,71,70,71,70,72,177
13741,L. Banks,"RB, LB",62,67,24,550000.0,500.0,2021.0,72,54,60,59,56,55,62,45,56,71,73,57,62,61,67,183
4277,J. Van Cleemput,"RWB, RB",71,76,24,2600000.0,8000.0,2023.0,72,64,68,66,71,66,67,47,66,75,69,65,68,69,77,183
18002,B. Burman,RB,55,66,20,275000.0,500.0,2022.0,72,40,51,50,51,44,53,37,28,69,75,46,50,53,59,184
4301,Bernardo Motinho,"RB, RM",71,71,29,1600000.0,9000.0,2024.0,72,66,66,69,77,67,67,41,61,71,73,70,71,71,65,179
4742,M. Aguirregaray,"RB, LB",70,70,32,1100000.0,7000.0,2022.0,72,65,70,66,70,65,71,67,63,71,72,64,70,69,74,174
905,C. Trimmel,"RWB, RM, RB",77,77,34,3900000.0,29000.0,2024.0,72,73,68,74,87,70,69,73,72,64,79,74,69,75,82,189
14435,E. Hewitt,"CB, RB",61,62,27,325000.0,3000.0,2023.0,72,57,62,59,58,59,58,44,56,71,73,60,58,61,80,180
5205,B. Lennon,"RB, RM",70,73,23,2000000.0,4000.0,2023.0,72,69,65,64,72,69,63,69,68,71,72,63,64,65,87,177
15590,M. Pabai,"RB, CB",60,70,20,525000.0,1000.0,2023.0,72,44,55,56,57,46,52,40,36,69,74,54,60,61,54,189
17524,L. Renthlei,RB,56,64,22,300000.0,500.0,2023.0,72,41,50,53,47,42,46,48,31,73,71,53,48,53,74,175
15492,A. Bogusz,"LB, RB",60,60,28,220000.0,850.0,2022.0,72,45,54,56,54,54,53,31,39,73,71,57,57,58,62,181
15648,C. Alexander,"RB, RWB",60,63,26,300000.0,1000.0,2022.0,72,53,58,55,56,55,57,47,52,72,72,56,56,56,70,173
12806,J. Hernández,"LB, LM, RB",63,70,24,925000.0,500.0,2024.0,72,55,59,57,62,56,56,63,53,71,73,55,64,60,66,170
3212,T. Schick,"RM, RB, LM",72,72,31,1900000.0,21000.0,2022.0,72,71,69,65,75,73,67,70,72,69,75,65,68,66,76,180
5667,Mikel Iribas,RB,69,69,33,725000.0,4000.0,2022.0,72,62,62,62,72,64,62,69,54,70,73,63,67,64,81,184
3714,Bebeto,RB,72,72,31,1700000.0,6000.0,2022.0,72,62,70,69,70,68,69,64,55,72,72,70,71,70,80,174
5278,J. Beyer,"RB, CB",70,79,21,3400000.0,10000.0,2022.0,72,57,63,70,60,68,59,37,53,70,74,69,72,74,61,187
13312,M. Vukčević,"RB, LB, RM",63,63,28,425000.0,2000.0,2022.0,72,54,56,61,58,53,54,62,44,74,71,61,61,64,70,183
13271,R. Balker,"CB, RB",63,71,22,1000000.0,2000.0,2024.0,72,48,40,63,50,60,35,27,58,69,74,63,61,66,66,193
17566,A. Ranawade,RB,56,63,23,275000.0,500.0,2025.0,72,40,51,53,39,47,46,35,38,75,70,53,56,53,61,166
17555,E. Vanspaul,"CDM, RB",56,57,28,140000.0,500.0,2023.0,72,51,53,51,53,57,48,47,47,73,71,53,52,54,77,170
5404,J. Trindade,"CDM, RB, CM",70,71,27,1600000.0,650.0,2022.0,72,64,65,68,59,67,59,61,62,80,66,75,65,64,76,176
15401,C. Seaman,RB,60,71,21,525000.0,1000.0,2023.0,72,49,58,54,56,51,57,43,43,72,72,52,55,56,71,173
15429,M. Bakhit,RB,60,60,29,220000.0,3000.0,2022.0,72,49,55,56,53,52,53,45,46,73,72,54,58,58,70,167
13167,Zé Carlos,RB,63,72,22,1000000.0,2000.0,2022.0,72,40,63,61,55,37,63,37,28,74,71,57,64,66,58,177
7882,M. Cacutalua,"CB, RB, RM",67,72,26,1300000.0,3000.0,2022.0,72,47,48,68,33,63,44,35,51,70,73,70,65,69,59,188
7197,G. Soto,RB,68,69,27,1300000.0,2000.0,2022.0,72,55,65,64,66,67,64,27,63,70,74,64,66,66,74,177
7215,H. Türkmen,"CB, RB",68,71,23,1500000.0,8000.0,2023.0,72,50,57,69,48,56,53,52,53,71,73,68,67,70,66,183
7842,J. McCarthy,"RB, RM, CB",67,70,25,1200000.0,3000.0,2023.0,72,60,63,63,63,62,63,56,59,72,72,64,62,63,78,186
11355,H. Al Mansour,"LB, RB",64,64,28,525000.0,8000.0,2022.0,72,60,61,58,62,62,61,49,64,72,72,58,58,60,63,178
10017,M. Saldívar,"RB, CDM",65,65,30,625000.0,500.0,2025.0,72,50,62,62,62,49,61,36,47,71,72,59,66,69,75,176
7191,D. Hashioka,"RB, RM, RWB",68,75,22,2300000.0,4000.0,2022.0,72,64,61,63,66,66,61,63,61,71,73,66,62,66,84,182
7914,T. Ünlü,RB,67,67,31,750000.0,5000.0,2022.0,72,61,66,63,64,66,67,68,51,69,74,61,63,67,81,183
11792,V. Theocharis,"RB, CB, RM",64,71,22,1100000.0,500.0,2022.0,72,57,58,61,58,63,57,35,62,71,72,62,63,63,66,181
10924,P. Janasik,"RWB, RB, RM",65,69,23,950000.0,2000.0,2024.0,72,59,62,57,64,62,58,61,58,76,69,58,57,60,82,178
7532,Zhao Mingjian,RB,67,67,33,525000.0,5000.0,2021.0,72,62,64,63,63,66,64,66,63,72,72,61,61,64,74,181
8243,Areso,RB,67,77,21,2200000.0,6000.0,2026.0,72,62,66,61,67,68,65,70,55,75,69,56,64,65,69,182
11267,B. Adjei-Boateng,"CM, CDM, RB",64,64,27,625000.0,4000.0,2025.0,72,55,63,63,43,65,59,40,61,68,76,62,63,66,80,180
11757,H. Paul,"RB, LB, CB",64,64,27,575000.0,3000.0,2022.0,72,53,58,61,58,61,55,52,48,69,74,61,59,63,68,186
7179,R. Frosler,"RB, LB",68,74,23,1800000.0,500.0,2022.0,72,61,66,65,70,63,68,51,61,74,70,66,72,70,67,173
10191,Jin Taiyan,RB,65,65,31,525000.0,5000.0,2022.0,72,58,60,61,54,66,57,42,67,73,72,64,61,62,69,173
9266,Felipe Araruna,"RB, CDM",66,69,25,1000000.0,7000.0,2022.0,72,61,64,61,62,64,62,52,63,74,71,57,67,64,73,175
11549,S. Clare,"CDM, RB",64,69,24,800000.0,2000.0,2023.0,72,62,63,62,62,63,65,65,62,73,72,61,61,62,71,190
8447,Jorge Silva,RB,67,72,25,1400000.0,3000.0,2022.0,72,59,65,63,64,65,66,67,58,74,71,62,64,68,64,183
6666,E. Valentini,RB,68,68,32,825000.0,5000.0,2022.0,72,65,64,63,73,64,63,70,63,70,73,65,64,64,80,182
9399,S. Sessegnon,"RB, LB",66,80,21,2000000.0,10000.0,2022.0,72,53,62,62,63,64,60,31,44,75,69,63,63,65,62,174
10793,H. Vandermersch,"RB, LB, CB",65,74,22,1500000.0,1000.0,2024.0,72,54,59,62,54,64,56,31,56,73,71,59,65,68,66,180
10318,M. Fernández,"RM, RB",65,66,25,850000.0,1000.0,2021.0,72,60,67,58,66,65,68,43,63,73,72,55,62,65,68,173
7274,G. Biancone,"RB, RWB",68,78,21,2600000.0,5000.0,2026.0,72,59,66,61,72,62,69,66,53,68,75,56,69,69,77,187
10293,Camus,"RB, CB",65,72,24,1400000.0,9000.0,2022.0,72,56,60,62,56,62,59,49,55,74,71,64,63,58,67,176
8710,Zou Zheng,"LB, RB",66,66,33,450000.0,4000.0,2021.0,72,63,63,63,67,65,63,55,61,70,74,64,59,61,63,178
10467,R. Cooney,RB,65,72,21,1400000.0,2000.0,2023.0,72,56,61,61,63,58,59,43,58,74,71,62,61,62,76,176
7057,C. Karayel,"RB, LB",68,69,26,1300000.0,6000.0,2022.0,72,61,68,63,69,65,68,68,48,73,72,62,61,64,77,174
6962,R. Chávez,RB,68,70,26,1400000.0,6000.0,2021.0,72,60,68,64,64,67,66,33,65,71,73,65,64,65,75,173
11850,Apa,"RB, RM",64,74,21,1300000.0,2000.0,2023.0,72,55,61,61,60,67,60,34,42,71,73,61,60,65,61,170
11005,N. Kasanwirjo,"CB, RB",65,76,19,1400000.0,1000.0,2024.0,72,44,58,65,41,53,61,36,45,69,75,65,63,69,61,185
7002,K. Matsubara,RB,68,68,28,1100000.0,5000.0,2022.0,72,60,65,63,68,69,62,66,60,70,73,66,58,64,80,180
2246,Vinicius Cardenha,"RB, CB",74,74,29,3700000.0,20000.0,2024.0,73,60,68,71,74,68,71,54,52,65,79,67,71,75,79,179
15906,D. Magaña,RB,60,70,21,525000.0,5000.0,2022.0,73,49,57,56,56,52,57,44,45,74,73,58,54,58,65,172
4242,M. Pineida,"LB, RB",71,71,28,1700000.0,800.0,2023.0,73,64,63,68,70,70,54,48,56,71,74,70,64,69,79,170
11449,S. Abdul-Salaam,"RB, CB",64,64,29,525000.0,2000.0,2021.0,73,54,59,60,55,60,63,33,52,66,79,57,60,62,72,193
2496,J. Dueñas,"LB, CM, RB",73,73,32,2100000.0,31000.0,2021.0,73,72,72,68,70,72,72,74,71,74,72,67,66,69,80,174
2518,H. Dalsgaard,"RB, CB, RWB",73,73,31,2200000.0,20000.0,2024.0,73,62,66,72,70,64,66,48,60,70,75,73,70,72,73,192
2523,K. Théophile-Catherine,"CB, RB",73,73,31,2100000.0,700.0,2023.0,73,65,65,72,59,72,60,66,67,77,69,68,74,78,80,183
14357,Pedro Malheiro,"RB, RW",62,70,20,825000.0,2000.0,2023.0,73,54,65,55,61,57,67,54,44,74,73,52,59,57,63,179
4735,A. Najar,RB,70,70,28,1400000.0,5000.0,2021.0,73,67,72,70,70,67,72,68,66,71,74,72,70,70,47,170
2919,S. Alakouch,RB,73,78,22,4400000.0,12000.0,2025.0,73,67,72,70,71,71,71,63,66,75,72,72,72,71,80,175
11405,G. Jones,RB,64,67,25,725000.0,2000.0,2023.0,73,56,60,58,60,58,58,51,57,74,73,56,59,61,84,178
18196,J. Helliwell,"RWB, RB",54,72,19,275000.0,3000.0,2022.0,73,39,49,51,42,43,45,31,32,74,73,51,52,53,66,169
12960,Y. Osée,"CB, RB",63,68,24,650000.0,500.0,2023.0,73,42,45,64,35,53,42,26,43,72,74,63,65,65,74,194
16769,Rafael Bandeira,"RB, RM",58,70,20,475000.0,750.0,2025.0,73,47,56,54,66,43,54,41,38,74,73,50,59,65,45,182
2936,F. Stojković,"RB, CB, RWB",73,73,28,2800000.0,23000.0,2022.0,73,70,66,70,74,72,66,67,71,70,75,68,75,73,79,180
2237,Jorge Miramón,"RB, RWB",74,74,32,2900000.0,21000.0,2022.0,73,73,70,71,77,74,67,68,72,72,74,71,71,72,80,175
18128,K. Lloyd,RB,55,72,18,300000.0,500.0,2022.0,73,45,53,46,46,50,50,37,45,74,72,41,50,49,64,170
1157,L. De Silvestri,"RB, RM",76,76,33,3900000.0,28000.0,2022.0,73,71,73,73,77,74,74,65,71,70,75,72,73,73,74,186
4820,Rober Correa,RB,70,70,28,1400000.0,7000.0,2024.0,73,59,63,67,67,65,58,43,52,70,76,66,68,71,75,180
14582,Lee Ji Hoon,RB,61,61,27,325000.0,1000.0,2021.0,73,45,55,60,46,53,52,45,36,77,70,61,63,66,63,176
4176,L. Venuti,"RWB, RB, LB",71,74,26,2300000.0,27000.0,2024.0,73,59,66,68,70,66,63,45,60,74,73,67,70,70,71,176
13726,J. Koutroumbis,"CB, RB, LB",62,65,23,475000.0,2000.0,2023.0,73,51,61,62,50,56,58,34,55,73,73,62,63,65,66,183
13805,M. Okazaki,"CB, RB",62,69,22,750000.0,2000.0,2022.0,73,47,52,62,52,58,50,29,50,74,73,62,63,65,52,181
8045,O. Kakay,"RWB, RB",67,72,23,1400000.0,5000.0,2024.0,73,48,64,65,56,60,64,31,39,75,72,65,69,68,64,180
1233,J. Bořil,"LB, RB",76,76,30,6500000.0,950.0,2023.0,73,71,71,74,78,71,70,65,72,74,72,75,73,75,87,175
14500,T. Watson,"RWB, RB",61,67,24,475000.0,2000.0,2023.0,73,52,60,59,55,59,59,33,51,69,76,59,60,62,51,183
15832,M. Andric,"LB, RB, LM",60,65,23,350000.0,2000.0,2025.0,73,51,62,55,53,58,61,33,48,72,74,55,56,58,62,180
17935,J. Gutiérrez,RB,55,72,18,300000.0,500.0,2024.0,73,37,57,49,50,38,60,32,27,75,72,45,50,60,62,172
7291,R. Bellanova,RB,68,77,21,2600000.0,7000.0,2022.0,73,55,62,65,69,59,64,38,48,72,74,62,67,70,70,188
15793,J. Brown,"RB, LB",60,65,23,350000.0,500.0,2021.0,73,47,55,53,49,50,51,33,45,74,73,56,53,51,80,180
1016,M. Holgate,"CB, RB",77,81,24,13500000.0,56000.0,2025.0,73,69,69,78,69,77,67,53,76,70,75,78,77,80,76,184
2770,Vigaray,RB,73,74,26,3300000.0,9000.0,2023.0,73,61,68,70,69,67,67,58,52,73,73,68,70,74,85,182
2755,A. Mosquera,"CB, RB",73,73,31,2100000.0,18000.0,2023.0,73,57,54,74,55,66,44,50,56,74,72,75,73,75,74,182
5042,C. Arcus,RB,70,75,25,2200000.0,4000.0,2022.0,73,63,64,67,64,67,58,47,60,72,74,65,69,71,77,176
4654,D. Odoi,"RB, CB",70,70,33,825000.0,26000.0,2022.0,73,64,72,67,65,69,72,59,64,74,73,65,65,68,63,178
4511,M. Havel,"RB, RM, LB",71,72,26,2000000.0,650.0,2022.0,73,65,70,66,72,68,68,51,61,74,72,66,66,66,75,183
17240,S. Eriksen,RB,57,69,20,375000.0,550.0,2024.0,73,52,58,52,48,55,54,49,52,76,71,51,52,54,51,170
13227,N. Iino,"RM, RB, LM",63,67,24,700000.0,1000.0,2022.0,73,59,62,58,62,63,59,43,58,72,73,58,60,62,68,173
17317,L. Patris,"CB, RB",57,70,20,375000.0,2000.0,2024.0,73,46,52,55,42,52,47,37,42,67,77,52,52,57,57,185
17309,M. Gendera,RB,57,66,21,350000.0,1000.0,2023.0,73,43,52,50,48,49,52,30,40,75,72,45,59,54,60,178
4489,Mujaid,"CB, RB",71,82,21,3900000.0,7000.0,2025.0,73,49,55,71,57,64,48,23,42,75,72,70,77,72,75,183
8161,R. Benzar,RB,67,67,29,900000.0,2000.0,2022.0,73,63,61,65,62,62,59,66,59,75,72,66,64,67,64,180
9684,K. Fischer,"RB, CM, CDM",66,73,20,1600000.0,3000.0,2023.0,73,60,64,62,62,67,64,41,59,73,73,62,61,65,68,182
16292,H. Ashby,RB,59,73,19,500000.0,4000.0,2022.0,73,46,53,53,56,46,52,47,40,72,74,52,53,55,67,180
7927,B. Yardımcı,RB,67,67,28,925000.0,6000.0,2022.0,73,57,64,68,60,61,63,54,54,73,73,67,62,70,59,179
14014,A. Álvarez,RB,62,73,21,850000.0,1000.0,2022.0,73,50,63,57,52,57,63,49,49,74,72,55,61,60,68,175
17056,J. Hickman,"RWB, RB",57,65,22,350000.0,550.0,2021.0,73,49,55,51,56,50,53,52,46,74,73,52,52,53,63,173
10961,K. Alıcı,"RB, CB",65,72,24,1400000.0,3000.0,2023.0,73,59,63,63,64,62,63,63,60,71,75,64,61,65,63,183
17140,J. Larsen,"CB, RB",57,71,21,375000.0,650.0,2025.0,73,48,55,56,47,57,52,43,42,71,75,55,54,59,62,179
2053,Ximo Navarro,"RB, CB",74,74,31,3100000.0,19000.0,2022.0,73,65,68,70,70,71,65,61,64,71,75,70,71,70,87,176
13348,B. Nokoue,RB,63,76,19,1100000.0,3000.0,2024.0,73,50,58,58,56,51,56,46,46,72,74,56,60,60,72,180
5198,Eric Curbelo,"CB, RB",70,71,27,1600000.0,6000.0,2022.0,73,54,62,72,58,67,55,44,59,72,74,69,70,75,79,179
16271,D. Oancea,"RWB, RB",59,65,24,325000.0,850.0,2022.0,73,53,43,54,53,61,33,48,56,71,75,54,55,58,64,175
14054,J. Argüello,"RM, RB",62,62,29,400000.0,500.0,2021.0,73,59,56,34,58,66,53,32,60,70,75,29,35,40,67,178
16967,L. Everink,RB,58,70,20,475000.0,1000.0,2022.0,73,41,54,57,41,45,58,37,40,74,72,55,60,61,58,179
9948,C. Winchester,"CM, CDM, RB",65,65,28,725000.0,4000.0,2023.0,73,64,67,57,64,66,65,61,62,74,72,57,57,58,90,178
11357,E. Miller,"RB, LB, LWB",64,64,28,525000.0,2000.0,2021.0,73,52,58,59,57,60,57,33,52,70,75,60,60,60,74,183
16831,K. McDonald,"RB, RWB",58,70,19,475000.0,1000.0,2022.0,73,37,58,52,52,35,60,29,25,74,72,48,53,56,70,178
1620,B. Sarr,"RB, RM",75,75,29,4900000.0,53000.0,2024.0,73,73,75,68,76,77,76,70,71,77,70,67,69,68,88,177
2866,Osvaldão Murilo,"CB, RB, LB",73,73,21,3100000.0,9000.0,2024.0,73,53,54,75,49,53,44,43,71,69,77,78,74,76,41,185
7993,R. Ballivián,"RW, RB",67,67,29,1000000.0,500.0,2021.0,73,56,72,63,70,59,76,34,51,70,75,55,68,72,70,168
7821,F. Campos,"RB, CB",67,68,27,1100000.0,4000.0,2022.0,73,60,61,63,63,64,59,56,61,75,72,60,68,64,76,179
7837,R. Dimitrov,RB,67,67,32,700000.0,5000.0,2022.0,73,61,61,63,67,63,58,55,61,74,73,66,63,64,70,174
6943,M. Alphonse,"RB, LB",68,68,31,875000.0,3000.0,2022.0,73,58,61,66,67,64,62,31,60,72,73,65,65,65,72,182
5323,S. Svarnas,"CB, RB",70,77,23,3000000.0,600.0,2025.0,73,50,50,70,34,65,44,26,58,74,73,69,73,71,75,183
17360,O. Sonne,"LB, RB",57,65,20,350000.0,1000.0,2023.0,73,50,57,51,54,54,56,52,45,75,72,50,51,54,60,184
6879,L. Coyle,RB,68,71,25,1500000.0,5000.0,2023.0,73,60,64,63,67,63,62,51,56,74,72,63,63,65,75,173
16401,J. Barden,RB,59,59,28,200000.0,2000.0,2022.0,73,49,57,54,54,52,56,46,43,72,73,54,54,55,71,180
11291,S. Galloway,"RB, LB",64,65,26,625000.0,3000.0,2022.0,73,54,62,58,61,62,62,42,52,75,72,56,59,61,71,172
14181,S. Ottesen,RB,62,74,20,925000.0,600.0,2023.0,73,53,57,57,62,53,57,56,46,75,72,55,57,60,70,180
13110,D. Pavlovic,"LB, RB",63,76,19,1100000.0,2000.0,2022.0,73,55,61,59,57,61,60,32,58,71,74,58,61,63,66,179
13126,R. Lozano,RB,63,70,23,925000.0,2000.0,2023.0,73,52,61,58,59,55,62,57,51,72,74,58,66,63,74,179
10856,J. Indacoechea,"RB, CM",65,75,20,1500000.0,2000.0,2025.0,73,62,66,58,52,70,62,48,62,74,72,54,62,58,73,172
4989,A. Ciranni,"RB, RWB, LB",70,74,25,2100000.0,8000.0,2023.0,73,66,69,66,73,67,67,76,64,74,72,67,65,69,75,172
1695,J. Angulo,RB,75,75,32,3900000.0,3000.0,2021.0,73,69,68,73,73,75,66,65,71,70,75,74,73,77,82,180
6237,M. Busi,RB,69,75,21,2100000.0,9000.0,2025.0,73,59,71,63,67,64,73,51,62,72,73,57,68,69,74,182
18458,Y. Rosales,RB,53,67,20,220000.0,500.0,2024.0,73,35,46,48,36,41,48,34,33,70,75,43,47,54,68,183
18465,M. Rakip,RB,53,64,21,200000.0,500.0,2022.0,73,38,43,49,40,41,35,34,32,71,74,50,50,51,71,173
5987,E. Saavedra,"RB, CM, CAM",69,73,25,1800000.0,550.0,2022.0,73,56,63,64,65,64,60,53,38,75,71,67,66,65,89,173
8958,Jeong Dong Ho,"RB, LB",66,66,31,625000.0,2000.0,2022.0,73,56,64,61,64,59,65,37,49,72,73,60,66,61,68,174
11651,M. Dombrowka,"LB, RB, CDM",64,64,29,525000.0,700.0,2023.0,73,50,62,58,60,58,60,29,39,71,74,60,62,60,80,180
7387,B. Milovanov,RB,68,77,23,2600000.0,4000.0,2024.0,73,51,62,66,64,54,65,42,46,72,74,69,66,65,76,178
12440,D. Love,"RWB, RB",63,66,26,575000.0,4000.0,2022.0,73,55,61,58,60,58,61,43,57,72,74,59,59,59,70,178
15536,C. Ramsay,"RB, RWB",60,77,17,600000.0,500.0,2024.0,73,56,60,54,60,57,60,59,55,72,73,53,55,56,74,177
7630,M. Novak,"RB, RWB",67,67,30,875000.0,6000.0,2023.0,73,59,64,64,65,65,65,53,61,75,71,65,65,64,70,184
3340,Quini,"LB, RB",72,72,31,1700000.0,15000.0,2023.0,73,65,71,69,74,71,71,70,57,72,73,65,73,75,64,178
6273,J. Ngakia,"RB, RWB",69,81,20,3200000.0,15000.0,2024.0,73,50,65,67,59,63,67,34,48,74,73,67,67,73,66,178
731,D. Suárez,RB,78,78,33,7500000.0,28000.0,2022.0,73,73,74,76,80,75,74,74,72,72,73,76,78,77,78,173
311,Danilo,"RB, LB, CB",81,81,29,22500000.0,83000.0,2024.0,73,73,74,82,76,77,73,73,74,67,77,82,82,84,77,184
18405,I. Ogundere,RB,54,69,18,240000.0,500.0,2022.0,73,43,54,49,45,47,52,44,40,72,73,44,50,51,55,177
4063,J. Van Rankin,"RB, RWB",71,71,28,1700000.0,26000.0,2021.0,73,63,67,68,66,66,66,59,64,72,74,67,69,70,84,178
14979,David Rodríguez,"RB, CB",61,73,21,775000.0,1000.0,2023.0,73,52,60,58,56,59,60,34,46,70,76,58,56,62,62,175
3425,J. Abella,RB,72,73,27,2500000.0,10000.0,2022.0,73,63,62,67,67,69,57,55,61,74,72,65,70,70,82,176
6557,F. Koch,"RB, CB",68,68,32,825000.0,5000.0,2022.0,73,55,63,64,67,57,60,62,48,69,77,63,62,66,82,180
9001,K. Pallesen,"RWB, RM, RB",66,66,31,625000.0,4000.0,2024.0,73,58,65,59,67,60,65,61,54,73,73,60,58,61,77,175
11741,B. Danger,"CM, CDM, RB",64,71,23,1200000.0,1000.0,2024.0,73,61,65,60,57,67,63,28,63,75,72,56,61,64,74,182
3982,Zhang Linpeng,"RB, CB",71,71,32,1300000.0,14000.0,2022.0,73,64,68,68,65,68,67,50,64,72,74,69,68,67,79,185
11712,J. Marulanda,RB,64,67,25,725000.0,600.0,2021.0,73,52,57,61,56,58,56,38,46,71,75,66,63,60,72,178
10601,G. Tanner,RB,65,74,21,1500000.0,6000.0,2024.0,73,52,62,60,60,56,61,42,47,74,72,61,60,61,83,181
12214,I. Bronkhorst,RB,64,70,24,875000.0,2000.0,2023.0,73,51,62,60,59,60,61,49,43,71,74,59,62,63,68,185
7370,J. Espinoza,"RB, RM",68,75,22,2300000.0,3000.0,2023.0,73,57,62,65,59,60,59,45,55,74,73,65,72,67,68,175
9055,J. Bager,"CB, RB, LB",66,71,24,1200000.0,4000.0,2022.0,73,45,55,66,46,53,44,32,43,76,71,63,66,69,72,182
18777,J. Greene,"LB, RB",52,73,18,240000.0,500.0,2022.0,73,35,46,45,46,32,44,33,30,71,75,40,46,46,59,170
3396,M. Piedrahita,RB,72,72,36,525000.0,2000.0,2021.0,73,70,70,66,70,70,67,72,68,70,75,65,68,67,77,175
708,Jaume Costa,"LB, RB",78,78,33,7500000.0,26000.0,2023.0,73,71,73,77,79,78,70,67,67,74,72,76,78,77,63,171
10556,T. Eyoma,RB,65,73,21,1500000.0,2000.0,2024.0,73,53,55,61,57,59,55,49,54,70,75,61,62,63,74,183
