,Name ,player_positions,overall,potential,value_eur,wage_eur,age,club_contract_valid_until,mentality_vision,passing,dribbling,defending,attacking_crossing,attacking_volleys,attacking_short_passing,skill_long_passing,skill_dribbling,skill_ball_control,skill_curve,skill_fk_accuracy,movement_reactions,power_stamina,mentality_positioning,mentality_composure,mentality_penalties,height_cm
8861,J. Vela,CM,66,66,900000.0,4000.0,27,2022.0,66,64,65,62,59,56,66,65,62,65,58,61,64,91,63,67,46,185
3764,B. Gilmour,"CM, CDM",72,86,5500000.0,43000.0,20,2022.0,74,70,73,68,60,59,77,74,72,74,58,54,75,65,58,69,53,170
15040,D. Céspedes,"LB, CM",61,71,675000.0,500.0,19,2023.0,58,60,60,58,58,50,63,61,60,58,50,55,55,70,61,55,60,175
17259,N. Wojtuszek,"CM, ST",57,71,400000.0,800.0,19,2023.0,59,55,60,48,50,41,60,54,62,58,47,39,59,64,55,62,55,184
1815,R. Krunić,"CM, CAM",75,75,6000000.0,33000.0,27,2024.0,74,74,75,68,68,66,78,76,76,78,68,70,73,72,70,68,66,184
8837,T. Moulin,"CDM, CM, CAM",66,66,600000.0,2000.0,31,2023.0,62,63,66,63,62,53,63,65,63,66,64,65,66,83,62,67,66,174
3761,L. Barreiro Martins,"CM, CDM",72,80,5000000.0,13000.0,21,2024.0,68,66,77,69,54,54,74,70,76,77,59,46,72,90,60,64,47,174
1873,P. Rosario,"CDM, CM",75,79,7500000.0,23000.0,24,2025.0,73,68,72,72,54,57,75,75,71,74,47,54,72,80,61,75,58,188
11710,E. Watt,"CDM, CM",64,74,1200000.0,3000.0,21,2022.0,62,63,62,57,60,42,65,67,59,62,62,59,59,91,54,63,47,175
91,W. Ndidi,"CDM, CM",85,88,66500000.0,120000.0,24,2024.0,67,69,74,87,53,68,78,75,72,77,60,60,88,90,67,80,57,183
3681,Pedro Díaz,"CDM, CM, CAM",72,80,4900000.0,7000.0,23,2025.0,75,75,72,67,70,58,76,74,69,75,79,82,72,74,66,67,65,180
3824,D. Fomin,"CDM, CM",72,77,2850451.813201148,9017.989362811555,24,2031.0,74,71,69,68,63,50,74,75,73,72,66,67,74,75,60,67,75,187
19181,Huang Ruifeng,"CM, CDM",48,62,110000.0,1000.0,21,2021.0,53,48,53,46,42,34,52,47,50,54,38,46,48,54,38,42,43,180
6386,A. Varela,"CDM, CM",69,83,3100000.0,4000.0,19,2025.0,68,67,67,62,57,46,76,71,62,73,48,43,66,77,55,64,45,177
6391,I. Sissokho,"CDM, CM",69,78,2800000.0,6000.0,19,2024.0,64,61,65,66,53,39,67,66,64,65,42,42,66,90,59,66,49,170
8763,S. McConville,"LWB, CM",66,66,600000.0,2000.0,32,2022.0,66,66,65,58,66,59,66,64,65,65,66,66,65,72,64,65,55,180
4046,H. Canteros,"CAM, CM, CDM",71,71,1500000.0,10000.0,32,2021.0,77,73,70,64,68,57,72,71,70,72,79,77,68,73,71,68,69,176
8390,S. Rhein,"CDM, CM",67,72,1400000.0,3000.0,23,2022.0,67,67,65,63,67,31,69,64,63,66,66,59,65,74,41,67,41,180
18911,T. Campbell,CM,51,69,150000.0,2000.0,19,2022.0,43,50,51,45,42,34,61,55,49,51,37,34,49,62,52,37,46,180
15523,L. Nussbaumer,"CM, LM",60,69,550000.0,2000.0,20,2022.0,64,59,63,56,52,39,64,55,62,61,62,47,58,70,48,60,38,175
15880,W. Lgharbi,"CM, CDM",60,76,625000.0,1000.0,18,2023.0,62,63,65,46,57,53,69,66,63,66,54,55,61,51,54,65,56,173
6722,J. Cevallos,"CAM, CM",68,71,1600000.0,500.0,26,2023.0,70,68,64,46,64,70,70,67,65,64,72,67,59,73,70,66,70,186
6157,G. Bouzoukis,"CAM, RM, CM",69,76,2800000.0,500.0,23,2022.0,70,72,69,44,70,36,75,74,68,71,70,68,67,64,63,59,43,172
6153,B. Toma,"CM, CDM",69,78,3100000.0,7000.0,22,2024.0,71,66,72,63,55,55,70,68,72,69,56,62,67,72,65,64,54,173
4342,G. Acosta,"CM, RM, RB",71,71,1500000.0,8000.0,32,2022.0,69,68,72,61,60,59,72,70,71,70,73,52,74,86,70,73,54,185
14365,S. Babkin,CM,62,77,925000.0,3000.0,18,2025.0,57,59,61,52,47,40,71,62,60,62,45,44,62,70,60,50,45,176
17545,D. Meddah,CM,56,70,325000.0,550.0,18,2022.0,54,55,62,49,47,34,62,58,62,63,44,45,53,48,48,55,41,187
1586,N. Mendy,"CDM, CM",75,75,4800000.0,70000.0,29,2023.0,64,69,75,74,61,41,77,72,71,78,69,54,73,70,56,75,55,167
3317,Júnior Urso,"CDM, CM",72,72,1600000.0,6000.0,32,2021.0,65,64,70,69,51,31,74,70,70,73,42,37,70,81,60,72,48,180
14416,O. Malik,"CB, CDM, CM",61,61,275000.0,1000.0,30,2022.0,57,56,57,58,59,44,60,58,54,56,36,32,58,68,45,57,46,185
6146,Alfa Semedo,"CDM, CM, CAM",69,75,2000000.0,4000.0,23,2026.0,60,59,69,69,49,55,65,62,70,71,55,44,68,76,65,69,47,190
6745,M. Laba,"CDM, CM",68,68,1000000.0,2000.0,29,2021.0,64,61,64,65,49,43,66,63,61,66,57,54,70,76,55,59,57,175
9348,W. Smallbone,"CM, RM",66,77,1900000.0,10000.0,21,2024.0,66,64,72,57,52,59,68,65,72,71,62,66,66,55,64,67,63,173
357,K. Phillips,"CDM, CM, CB",81,85,32500000.0,82000.0,25,2024.0,74,76,75,78,70,55,80,82,73,79,62,71,76,85,66,78,58,178
8385,Sebastián Méndez,"CDM, CM",67,75,2100000.0,2000.0,24,2022.0,55,63,63,65,62,48,72,70,62,60,32,54,66,76,52,57,49,175
301,B. André,"CDM, CM",81,81,21500000.0,43000.0,30,2023.0,75,74,75,80,72,56,79,77,75,76,68,46,79,93,70,78,66,180
17428,J. Lozano,CM,57,69,375000.0,500.0,18,2022.0,58,56,57,52,55,45,58,51,55,58,55,48,60,65,58,50,38,170
8502,S. Ricci,"CM, CDM",67,84,2600000.0,8000.0,19,2024.0,69,67,68,62,57,52,73,69,66,72,56,59,65,74,51,69,50,178
6214,J. Garner,"CDM, CM",69,84,3200000.0,26000.0,20,2022.0,67,66,65,65,53,50,73,74,62,70,56,50,67,65,55,70,64,182
6221,Diogo Mendes,"CDM, CM",69,78,2900000.0,4000.0,23,2026.0,59,60,66,67,47,41,70,69,64,69,45,42,65,75,58,64,48,182
8523,N. Diliberto,"CM, CDM",67,79,2400000.0,1000.0,19,2023.0,68,66,71,52,57,42,73,70,70,71,45,58,68,72,62,60,41,175
15382,E. Cantú,"CM, RM",60,70,550000.0,6000.0,22,2022.0,55,57,63,59,50,40,65,62,64,61,38,35,60,67,57,49,40,178
15375,H. Finndell,CM,60,74,600000.0,1000.0,21,2024.0,58,58,64,52,48,43,65,58,64,66,50,47,56,74,50,52,50,177
12090,S. Lewkot,"CB, CDM, CM",64,74,1200000.0,2000.0,22,2025.0,53,55,59,63,52,43,57,58,61,60,53,48,63,66,44,56,50,187
8555,H. Martínez,"CDM, CM",67,78,2200000.0,500.0,21,2021.0,60,61,67,64,50,28,71,68,65,72,37,35,68,61,53,54,45,170
15354,M. Al Majhad,"CM, CDM, RB",60,63,325000.0,5000.0,24,2024.0,54,56,63,51,46,40,63,60,61,64,53,45,59,74,58,56,40,176
18981,D. Gallimore,"CM, CB",51,67,150000.0,850.0,18,2022.0,51,49,54,48,41,36,53,52,52,54,40,38,49,50,47,51,44,185
3461,P. Michorl,"CM, CF",72,74,2900000.0,19000.0,26,2024.0,75,75,72,65,78,64,75,73,70,73,79,74,71,85,62,75,63,176
4177,L. Palmiero,"CM, CDM",71,76,2700000.0,31000.0,25,2023.0,71,72,72,65,63,63,78,73,73,77,70,72,65,69,62,67,61,173
8455,Y. Ben Balla,"CDM, CM",67,71,1300000.0,6000.0,25,2025.0,52,53,60,67,34,38,68,58,58,61,37,31,63,80,52,49,39,181
12162,P. Vite,CM,64,80,1500000.0,1000.0,19,2025.0,57,56,63,52,33,31,70,65,60,66,33,39,66,65,59,55,39,168
4158,J. Fernández,"CDM, CM",71,76,2500000.0,9000.0,26,2022.0,62,61,68,69,51,36,72,62,64,72,41,43,70,83,60,68,52,180
18969,M. Björkqvist,CM,51,68,150000.0,500.0,17,2023.0,49,47,54,42,31,42,53,52,53,53,48,44,52,72,46,43,40,181
4154,O. Ntcham,"CM, CAM",71,76,2700000.0,18000.0,25,2024.0,75,72,75,63,68,66,74,72,75,77,73,70,59,73,68,77,72,180
3448,G. Poblete,"CDM, CM",72,72,2100000.0,11000.0,28,2021.0,67,65,68,67,52,41,74,72,65,69,55,40,65,84,45,58,54,173
1654,P. Capelle,"RM, CM, LB",75,75,2600000.0,22000.0,34,2022.0,72,75,74,69,76,78,75,74,73,77,75,76,75,77,76,65,63,181
4137,E. Fernandes,"CM, CDM",71,75,2600000.0,15000.0,25,2022.0,62,67,72,70,57,56,77,74,73,76,57,51,64,74,56,63,55,187
15455,T. Gulliksen,"CM, LW",60,77,600000.0,500.0,17,2022.0,58,57,64,49,51,41,64,62,61,63,37,41,57,70,59,45,45,177
17235,R. Cielemęcki,"CM, CAM",57,73,425000.0,500.0,18,2024.0,57,57,58,46,53,39,62,58,54,58,49,42,54,68,53,48,45,173
10143,P. Lipski,"CAM, CM",65,66,825000.0,3000.0,27,2022.0,66,64,65,45,59,45,66,65,63,65,58,65,62,77,60,62,62,186
5585,C. Erbes,"CDM, CM",69,69,975000.0,6000.0,31,2021.0,58,60,63,72,56,56,64,62,58,66,57,59,68,65,59,68,49,172
5578,D. Wotherspoon,"LW, CM",69,69,1200000.0,5000.0,31,2023.0,75,69,73,57,70,41,67,64,75,73,68,69,63,83,66,70,53,180
13533,B. Walker,"CM, CB, CDM",62,67,575000.0,2000.0,25,2023.0,61,58,64,59,43,48,63,62,61,63,50,59,59,71,55,62,52,186
13135,I. Șerban,"CM, CDM, CAM",63,63,475000.0,2000.0,29,2023.0,59,62,64,48,48,57,70,66,64,65,53,63,58,67,62,62,52,176
7775,D. Gape,"CDM, CM",67,70,1200000.0,4000.0,26,2022.0,63,63,66,64,63,44,66,65,61,65,61,43,65,79,57,64,56,175
10447,C. Herc,"CM, CAM",65,74,1600000.0,3000.0,22,2023.0,67,65,67,46,60,65,68,67,69,69,60,55,67,73,64,66,57,185
16152,P. Osterhage,"CM, CDM",59,73,550000.0,3000.0,21,2025.0,57,55,64,49,39,41,65,61,63,65,43,39,58,55,52,53,42,183
16160,M. De Wolf,"CM, LB",59,72,525000.0,1000.0,19,2023.0,57,59,60,48,56,45,64,62,62,62,54,43,58,56,50,59,50,187
13465,L. Young,"CDM, CM",62,62,350000.0,500.0,28,2022.0,62,62,63,57,59,53,63,63,60,63,62,64,59,83,59,62,62,173
16644,J. Tauriainen,"CM, LWB",58,70,500000.0,650.0,20,2022.0,55,57,61,48,53,36,64,61,58,63,40,42,49,73,48,39,38,173
2323,R. Marin,CM,74,78,6000000.0,26000.0,25,2025.0,76,78,73,61,76,73,79,80,73,76,78,76,69,75,68,71,76,178
11017,P. Greil,"CAM, CM, CDM",65,69,1000000.0,3000.0,24,2022.0,64,64,67,50,64,49,65,65,67,68,65,58,65,78,57,65,49,184
17855,Chen Kerui,"CM, CDM",55,60,180000.0,3000.0,25,2021.0,54,55,58,39,51,42,58,55,58,60,49,52,54,66,49,47,44,183
10162,L. Kelly,"CM, CDM",65,68,950000.0,3000.0,25,2023.0,66,68,67,56,68,55,69,68,60,69,70,68,65,65,60,63,66,163
5317,Bruno Lamas,"CAM, CM",70,71,1800000.0,5000.0,27,2024.0,72,69,72,48,60,41,73,70,73,76,63,67,67,72,70,61,60,176
5046,A. De Sart,"CM, CDM, CAM",70,75,2400000.0,10000.0,24,2022.0,71,70,70,68,65,67,73,71,69,70,73,66,68,68,68,69,58,180
2637,Filipe Augusto,"CM, CDM",73,73,3200000.0,18000.0,27,2025.0,69,70,74,66,65,54,73,74,73,76,70,61,76,86,67,78,73,183
2478,O. Akhmedov,"CM, CDM",73,73,1900000.0,9000.0,33,2021.0,76,72,71,71,68,59,74,71,69,71,58,67,75,76,70,72,64,181
2490,Castro,"CM, CDM",73,73,1900000.0,12000.0,33,2022.0,74,71,74,68,66,62,74,72,74,74,71,55,70,76,70,69,63,181
16684,A. Bakhat,"CM, CAM",58,69,450000.0,750.0,21,2022.0,60,60,63,44,52,44,66,63,62,60,50,45,55,53,49,56,49,180
7269,Miguel Luís,CM,68,76,2700000.0,4000.0,22,2025.0,70,68,70,60,64,65,70,68,69,71,73,51,66,65,65,68,62,180
13616,J. Flores,"CM, CDM",62,67,575000.0,4000.0,25,2022.0,65,63,64,57,61,67,64,60,62,63,68,63,61,61,63,64,60,180
7420,Pedro Ferreira,"CDM, CM",68,76,2500000.0,5000.0,23,2024.0,58,56,61,66,42,35,65,61,61,62,48,35,62,80,51,64,41,183
13630,C. Slattery,"CDM, CM",62,74,925000.0,1000.0,22,2024.0,63,59,63,57,42,43,66,63,63,65,43,62,54,70,57,54,40,175
13095,T. Tessmann,"CDM, CM",63,78,1100000.0,2000.0,19,2025.0,69,63,65,56,53,41,66,70,64,67,50,42,60,73,66,63,41,188
16468,K. Campos,CM,59,74,525000.0,2000.0,18,2025.0,57,61,65,44,49,45,69,68,65,65,57,54,58,45,51,62,56,172
7445,N. Fagioli,"CM, CAM",68,83,2900000.0,18000.0,20,2023.0,68,70,73,54,63,68,73,73,73,75,72,65,64,69,55,68,63,178
10105,F. Montero,"CM, CAM, CDM",65,65,550000.0,3000.0,32,2022.0,57,61,65,65,57,56,65,67,64,66,55,51,67,70,66,55,56,167
1086,Douglas Luiz,"CDM, CM",77,82,14500000.0,47000.0,23,2023.0,73,74,76,74,69,58,78,77,75,78,66,63,80,73,52,77,44,175
18413,A. Hrosu,CM,54,64,240000.0,950.0,20,2023.0,51,52,59,43,47,42,56,51,58,57,50,45,53,81,51,56,49,175
12871,M. Collao,"CM, CDM, CAM",63,65,625000.0,900.0,23,2021.0,68,67,67,37,57,49,72,66,66,68,57,72,46,67,65,68,57,173
13394,L. Kerry,CM,62,62,325000.0,2000.0,32,2022.0,61,59,64,56,52,45,63,62,59,62,44,48,62,76,58,56,46,168
18265,V. Borcea,"CM, CAM, CDM",54,71,275000.0,550.0,19,2025.0,55,53,55,49,42,33,60,57,53,54,39,32,52,54,55,47,44,175
5233,R. Kouamé,"CM, CDM",70,77,3200000.0,9000.0,24,2024.0,69,67,71,67,62,37,73,71,70,73,54,40,70,81,64,71,50,177
18270,N. Dosis,"CDM, CM",54,64,220000.0,550.0,20,2022.0,46,46,47,52,34,25,57,49,42,46,28,35,52,64,42,47,40,182
18264,O. Sørensen,CM,54,72,275000.0,2000.0,19,2025.0,50,53,58,45,44,34,61,55,58,58,52,38,49,67,52,51,39,187
5140,J. Sørensen,"LB, CM, CDM",70,76,2400000.0,15000.0,23,2024.0,61,61,66,68,56,64,66,62,63,68,63,42,68,83,63,66,42,184
919,J. Guilavogui,"CDM, CM, CB",77,77,9000000.0,50000.0,30,2023.0,65,65,65,80,52,49,75,73,63,70,42,53,77,74,61,75,50,188
10937,J. Sforza,"CM, CDM",65,82,1800000.0,2000.0,19,2023.0,61,61,65,59,49,43,70,68,66,65,42,37,64,73,53,60,43,180
10341,A. Cuadra,"CDM, CM",65,73,1500000.0,1000.0,23,2023.0,50,59,61,61,60,27,69,64,56,64,33,41,59,77,41,55,53,171
5647,M. Crooks,"CM, CAM, ST",69,70,1600000.0,14000.0,27,2024.0,68,61,65,65,40,55,69,68,65,68,54,52,68,84,67,62,58,192
10357,S. Cordero,"LB, CM",65,70,975000.0,1000.0,25,2021.0,38,54,60,62,60,51,59,58,56,61,53,49,60,72,21,51,42,177
10306,S. Sprangler,"CM, CDM",65,67,875000.0,5000.0,26,2022.0,67,61,65,63,57,42,66,64,65,66,37,42,60,75,65,70,40,182
18173,K. Ward,"CM, CAM",54,68,275000.0,2000.0,21,2022.0,57,55,55,42,47,47,58,58,52,55,55,55,49,64,52,51,55,182
7720,S. Tibbling,"CM, CDM",67,68,1200000.0,5000.0,26,2025.0,69,68,72,56,68,48,70,68,71,72,64,48,67,76,62,66,52,175
18320,A. Kozubal,CM,54,75,325000.0,500.0,16,2024.0,53,51,57,50,43,32,56,54,56,57,43,39,52,63,53,44,41,176
16634,J. Weir,CM,58,73,475000.0,900.0,19,2023.0,56,58,58,47,48,48,64,64,56,60,44,52,53,55,59,51,54,178
1041,Wagner Laranjo,"CDM, CM",77,77,2100000.0,25000.0,37,2024.0,77,75,73,74,61,48,82,79,70,82,66,70,71,82,60,79,75,177
10196,D. Rodríguez,"CM, CDM, RM",65,70,1000000.0,4000.0,25,2022.0,65,65,68,55,66,59,67,66,67,70,55,52,64,62,65,66,54,171
10999,F. Baldasarra,"CM, RM, LM",65,74,1600000.0,3000.0,22,2024.0,62,63,64,60,56,35,70,66,63,65,46,47,64,71,64,58,53,178
17938,L. Gibbs,CM,55,73,325000.0,2000.0,18,2025.0,56,53,56,48,49,40,57,56,53,55,41,37,55,53,53,50,38,178
2411,L. Krejčí,"CDM, CB, CM",74,81,8000000.0,800.0,22,2025.0,66,64,67,73,51,51,72,67,66,69,55,51,71,79,66,70,50,190
5265,K. Bistrović,"CDM, CM",70,80,3300000.0,17000.0,23,2022.0,75,69,67,69,63,74,74,71,72,66,47,47,68,67,40,60,49,183
10852,P. Goyoneche,"CDM, CM",65,66,725000.0,500.0,27,2021.0,67,61,59,64,59,46,59,61,56,64,65,60,66,70,64,54,48,179
7671,P. Ceppelini,"CAM, CM, LM",67,67,1000000.0,500.0,29,2022.0,70,72,68,42,71,67,75,67,67,70,74,69,60,79,59,69,64,179
5271,J. Cacciabue,"CDM, CM, RM",70,80,3300000.0,7000.0,23,2022.0,71,66,70,67,56,52,75,68,68,72,49,42,68,76,58,72,54,173
9857,F. Ojo,"CDM, CM",65,65,600000.0,2000.0,29,2022.0,65,64,67,60,64,55,66,65,64,66,45,56,65,75,58,65,58,177
10975,L. Cano,"LM, CM",65,74,1600000.0,500.0,21,2025.0,65,59,66,49,55,40,65,57,67,66,33,38,60,68,64,64,48,167
13439,C. Sosa,"CM, CDM",62,62,240000.0,500.0,33,2021.0,65,54,63,57,39,28,60,57,65,60,43,23,63,74,60,63,54,173
13443,C. Missilou,"CM, CDM",62,62,400000.0,3000.0,28,2022.0,59,55,62,61,42,48,62,61,60,63,40,39,62,76,58,54,47,180
13117,L. Ugochukwu,CM,63,80,1200000.0,1000.0,17,2024.0,57,60,65,58,46,43,71,64,64,69,59,41,56,69,57,59,52,188
12973,B. Mitchell,"CM, CAM",63,72,1000000.0,2000.0,20,2024.0,59,61,65,50,47,48,70,68,64,71,51,48,62,56,50,53,48,176
13791,A. Al Asmari,"CM, CDM",62,67,600000.0,6000.0,24,2023.0,60,58,63,58,48,55,64,58,62,65,50,53,60,72,56,57,53,185
12968,J. Passaglia,"CM, CDM",63,63,375000.0,2000.0,32,2022.0,66,60,60,55,48,56,66,67,54,66,39,47,56,72,58,61,46,181
5450,B. Kutlu,"CM, CDM",70,78,3500000.0,24000.0,23,2026.0,63,62,68,68,46,45,73,70,70,73,41,47,71,76,62,58,52,183
7369,J. Bell,"CM, CDM",68,75,2400000.0,2000.0,22,2022.0,70,68,68,60,66,48,70,68,66,70,66,63,68,82,65,71,48,182
10597,M. Breij,"CAM, CM, RW",65,69,1000000.0,2000.0,24,2022.0,68,63,65,38,60,60,66,55,65,65,61,58,63,71,63,62,58,181
13815,A. Ordagić,"CM, CDM",62,62,400000.0,1000.0,28,2021.0,54,59,63,59,58,44,65,63,59,67,48,37,62,69,65,58,42,181
5453,P. Sarr,"CM, CDM",70,82,3700000.0,14000.0,18,2022.0,65,68,71,65,58,54,78,72,73,74,54,46,64,63,68,68,50,184
15924,J. Rosales,"RM, CM",60,70,550000.0,1000.0,20,2022.0,53,56,64,47,54,32,60,58,65,65,58,36,58,66,53,53,48,180
1377,Gabrisco Aníbal,"CDM, CM",76,76,6500000.0,17000.0,29,2024.0,56,66,65,74,62,44,76,71,59,72,57,54,81,89,65,73,66,182
1366,P. Lees-Melou,CM,76,76,7500000.0,36000.0,28,2024.0,75,77,76,67,75,58,79,77,77,79,79,71,74,85,75,77,65,186
4852,L. Baker,"CDM, CAM, CM",70,74,2000000.0,41000.0,26,2022.0,70,71,71,64,70,71,72,71,70,73,74,73,68,76,63,69,74,182
2946,G. Til,"CAM, CM",73,79,4800000.0,35000.0,23,2022.0,73,69,73,59,53,59,77,72,72,75,58,63,75,87,77,69,66,186
5830,A. Barberis,"CDM, CM",69,72,1600000.0,2000.0,27,2026.0,65,67,65,61,67,46,71,68,59,70,47,65,70,81,70,61,51,177
9959,Javi Hernández,"CM, LM",65,65,550000.0,500.0,32,2022.0,67,66,67,47,64,62,67,62,67,69,68,69,61,71,62,59,58,184
13761,E. Banda,"CAM, CM",62,68,625000.0,1000.0,23,2022.0,64,63,64,47,64,68,63,62,62,64,65,65,63,58,52,59,48,178
16384,F. Valdés,CM,59,73,525000.0,500.0,19,2021.0,55,54,58,53,43,38,61,59,60,61,45,38,59,59,61,48,39,175
5850,D. Villalpando,"CM, CDM",69,69,1400000.0,5000.0,29,2026.0,75,71,71,51,59,63,74,73,71,72,71,70,60,70,66,71,64,172
9896,M. Lund,"CM, CDM",65,65,675000.0,5000.0,30,2022.0,65,62,63,64,54,50,66,65,62,64,61,54,64,80,65,65,53,183
2564,M. Autret,"CAM, CM, LM",73,73,2900000.0,7000.0,30,2023.0,73,75,73,42,75,64,77,76,74,72,63,70,70,53,75,64,62,179
15898,Gui,CM,60,77,625000.0,1000.0,19,2026.0,58,57,60,53,42,36,66,62,60,63,46,40,57,60,58,42,47,183
13857,S. High,CM,62,76,950000.0,2000.0,20,2022.0,62,62,65,54,57,49,66,64,63,65,61,50,60,71,55,63,56,177
12497,Shin Chang Moo,"LM, CM",63,63,475000.0,2000.0,28,2022.0,67,61,65,44,48,50,65,61,62,65,58,62,57,76,64,61,53,170
627,Everton Andrão,"CDM, CM",79,79,17000000.0,26000.0,25,2024.0,73,74,75,78,75,58,78,75,75,77,48,73,78,89,54,68,61,177
12496,Liao Lisheng,"CM, CDM",63,63,475000.0,5000.0,28,2021.0,63,62,63,63,60,54,63,61,61,62,62,60,62,73,62,61,43,178
12486,B. Gladwin,CM,63,63,475000.0,4000.0,29,2022.0,63,64,64,56,63,50,66,66,65,64,52,55,59,69,59,65,60,190
5506,Huang Bowen,"CDM, CM",69,69,700000.0,10000.0,33,2021.0,71,70,63,65,66,54,73,70,62,63,67,73,66,70,64,65,60,181
2238,M. Jensen,CM,74,77,5500000.0,37000.0,25,2023.0,78,75,73,65,72,50,76,76,69,74,70,68,74,80,69,79,69,180
5852,Lee Chang Min,CM,69,69,1500000.0,4000.0,27,2022.0,73,68,64,59,52,50,73,70,61,65,61,68,68,87,70,66,48,179
5854,Choi Kyoung Rok,"CAM, CM, RM",69,70,1600000.0,8000.0,26,2023.0,67,62,73,33,52,63,70,57,74,71,65,41,66,78,64,55,55,176
5857,J. Onomah,"CM, CAM",69,76,2800000.0,21000.0,24,2023.0,68,65,75,59,53,57,73,63,75,76,59,54,71,72,69,70,53,185
7951,S. Mallan,"CM, CDM",67,71,1400000.0,5000.0,25,2023.0,69,70,69,59,68,61,71,69,69,68,73,75,60,72,65,70,42,180
10690,A. Perea,"CDM, CM",65,82,1800000.0,1000.0,20,2022.0,52,56,60,64,42,36,68,66,58,59,38,34,61,75,54,57,60,183
18027,K. Patten,"CDM, CM",55,68,300000.0,3000.0,20,2022.0,47,51,52,53,46,42,56,55,48,53,44,37,58,62,48,48,43,186
12534,H. Charsley,"CM, RW",63,69,750000.0,4000.0,24,2022.0,64,62,66,56,58,49,65,63,63,63,63,51,58,73,60,62,56,175
17705,M. Gragger,"LB, CM",56,67,300000.0,950.0,19,2025.0,43,46,54,52,49,36,50,44,51,56,35,33,46,56,42,39,33,194
1189,M. Rits,"CDM, CM",76,77,7500000.0,22000.0,27,2024.0,73,72,73,72,67,61,77,72,71,76,67,67,73,90,73,74,57,178
10743,N. Roșu,"CM, CDM",65,65,750000.0,2000.0,27,2023.0,70,67,67,50,61,66,70,65,66,66,66,65,58,74,64,68,58,175
16381,A. Carrera,"CM, RM, LM",59,70,500000.0,500.0,20,2025.0,65,58,60,54,60,33,60,55,60,62,35,32,60,57,55,43,39,175
5421,N. Rovella,"CM, CDM",70,87,4100000.0,19000.0,19,2022.0,72,68,73,62,52,40,75,70,72,74,65,64,69,81,60,70,56,179
5793,F. Cerro,"CM, CDM",69,69,850000.0,6000.0,33,2022.0,64,65,70,65,55,57,71,71,69,73,71,47,71,81,56,57,49,179
18456,R. Griffiths,CM,53,65,230000.0,1000.0,21,2023.0,54,52,57,42,46,41,57,55,55,56,40,36,50,54,47,48,45,181
4921,F. Mussis,"CDM, CM",70,70,1400000.0,7000.0,29,2021.0,69,67,66,68,62,55,71,66,62,67,63,65,65,72,61,72,51,174
15991,Zheng Kaimu,"CM, CDM",59,59,220000.0,2000.0,29,2021.0,59,52,54,60,31,34,60,59,49,58,40,38,64,78,51,51,33,186
739,Roberto Torres,"RM, LM, CM",78,78,11000000.0,30000.0,32,2023.0,80,79,76,65,80,63,77,78,76,79,79,84,80,78,78,78,77,178
18470,M. Rahman,"CM, CDM",53,62,210000.0,500.0,23,2022.0,53,49,55,47,43,50,53,49,52,53,43,35,55,66,49,47,38,172
2626,D. Garmash,"CAM, CM",73,73,2500000.0,850.0,31,2025.0,80,73,70,69,68,35,80,76,69,70,41,43,75,73,62,75,51,186
7283,J. Ramsey,"CAM, CM",68,83,2900000.0,16000.0,20,2023.0,70,62,71,44,42,44,72,66,73,70,47,45,61,69,65,68,45,180
13052,F. Ibarra,CM,63,75,1200000.0,1000.0,20,2021.0,60,58,62,61,48,39,66,61,62,63,43,41,64,72,62,48,42,175
10500,H. Vetlesen,"CM, RW",65,75,1600000.0,1000.0,21,2023.0,65,63,68,58,59,53,66,64,67,66,60,55,61,73,63,64,54,174
16004,A. McDonnell,CM,59,64,350000.0,500.0,24,2021.0,59,60,60,52,59,34,62,60,56,62,53,58,58,64,56,54,43,174
16009,C. Harkin,"CDM, CM",59,64,300000.0,500.0,25,2021.0,65,60,58,53,54,39,62,59,59,55,58,59,55,74,55,63,43,180
13695,M. Kaalund,CM,62,64,525000.0,2000.0,24,2022.0,60,59,63,52,52,58,66,60,62,65,49,45,60,78,58,60,42,183
9998,S. Maier,"CAM, CM, LM",65,65,750000.0,2000.0,27,2022.0,64,65,68,34,66,62,67,55,67,65,69,69,64,62,61,59,59,179
5783,J. Karlström,"CDM, CM",69,72,1600000.0,5000.0,26,2024.0,61,64,66,66,62,58,67,66,66,65,63,59,66,85,56,64,48,182
4876,João Pedro,"CM, CDM",70,70,1600000.0,5000.0,28,2022.0,70,66,69,66,54,59,71,70,68,70,57,60,66,75,65,64,71,177
4937,U. Matić,CM,70,70,1300000.0,8000.0,31,2023.0,70,67,71,61,60,55,72,68,70,72,59,60,70,84,71,69,66,184
720,D. Praet,"CM, RM",78,78,15000000.0,87000.0,27,2022.0,79,78,79,63,74,70,82,78,81,80,75,67,77,74,77,79,56,181
7394,Y. Ndayishimiye,"CDM, CM, CB",68,77,2600000.0,11000.0,22,2025.0,59,62,67,68,55,49,68,66,67,70,57,60,54,70,53,70,57,183
15214,D. Orellana,"CM, CDM, RB",60,60,250000.0,850.0,28,2021.0,60,60,61,57,60,38,62,62,60,62,59,38,46,74,53,53,49,173
15047,M. García,"CM, CDM",61,71,725000.0,500.0,21,2022.0,67,59,63,51,47,38,65,62,65,59,44,45,64,66,54,49,45,174
11581,P. Kammerbauer,"CDM, CM, RM",64,68,775000.0,1000.0,24,2022.0,61,62,67,56,62,40,67,59,63,68,62,43,63,72,62,55,40,174
