,Name ,overall,potential,passing,skill_long_passing,value_eur,wage_eur,age,height_cm,club_contract_valid_until,goalkeeping_diving,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes
6215,K. Scherpen,69,81,60,25,3000000.0,12000.0,21,202,2025.0,69,66,69,70
6216,M. Hiller,69,76,60,20,2400000.0,1000.0,24,189,2022.0,69,60,70,72
6232,Y. Takaoka,69,72,60,22,1400000.0,5000.0,25,181,2022.0,69,63,66,72
6254,Iñaki Peña,69,80,60,24,2700000.0,29000.0,22,184,2023.0,68,69,67,71
6263,Álvaro Valles,69,76,60,28,2400000.0,3000.0,23,191,2022.0,71,65,69,67
6360,M. Trmal,69,79,60,20,2700000.0,3000.0,22,192,2025.0,70,56,66,71
6377,Y. Irrazábal,69,69,60,38,450000.0,500.0,33,181,2021.0,66,63,75,65
6394,J. Gorter,69,80,60,42,2700000.0,4000.0,21,190,2025.0,70,64,71,68
6397,Daniel Figueira,69,77,60,22,2700000.0,2000.0,22,189,2023.0,70,66,68,69
6406,C. Gordon,68,68,60,27,130000.0,2000.0,38,193,2022.0,69,64,68,69
6408,A. Walke,68,68,60,19,130000.0,5000.0,38,189,2022.0,66,72,73,64
6409,Kim Young Kwang,68,68,60,36,130000.0,1000.0,38,183,2021.0,63,62,71,66
6420,J. Young,68,68,60,34,130000.0,750.0,35,180,2023.0,66,63,64,70
6422,F. Öztürk,68,68,59,25,210000.0,15000.0,34,191,2022.0,70,63,68,72
6426,R. Riou,68,68,59,34,400000.0,2000.0,33,189,2022.0,68,65,69,66
6427,K. Vermeer,68,68,60,33,130000.0,2000.0,35,181,2022.0,67,65,67,73
6429,J. Fejzić,68,68,60,16,130000.0,2000.0,35,198,2023.0,68,54,69,74
6438,D. Button,68,68,59,33,600000.0,12000.0,32,191,2022.0,70,65,65,68
6444,P. Tytoń,68,68,59,32,210000.0,3000.0,34,195,2021.0,67,70,66,68
6463,Wu Yan,68,68,59,44,600000.0,5000.0,32,191,2022.0,71,61,66,69
6465,T. Kirschbaum,68,68,59,39,210000.0,4000.0,34,195,2023.0,71,68,65,69
6474,Ricardo Ferreira,68,68,59,24,650000.0,3000.0,31,189,2024.0,70,62,65,67
6476,L. Daniels,68,68,59,31,400000.0,9000.0,33,195,2023.0,69,67,64,75
6483,J. Carvallo,68,68,60,24,130000.0,500.0,35,180,2022.0,68,69,69,65
6484,R. Wolf,68,68,59,18,400000.0,7000.0,33,190,2022.0,70,65,66,68
6486,W. Yarbrough,68,68,59,35,600000.0,3000.0,32,188,2023.0,67,70,68,68
6487,A. Saldívar,68,68,59,30,650000.0,7000.0,31,183,2022.0,67,67,69,67
6490,M. Birighitti,68,68,59,17,800000.0,1000.0,30,189,2023.0,69,64,66,70
6493,D. Rudd,68,68,59,36,800000.0,10000.0,30,191,2023.0,70,62,65,71
6501,D. Hernández,68,68,60,39,130000.0,2000.0,35,196,2022.0,70,59,67,68
6520,P. Abrahamsson,68,68,59,22,600000.0,2000.0,32,190,2023.0,69,68,68,66
6527,R. Romo,68,68,59,33,650000.0,5000.0,31,197,2022.0,69,64,68,72
6532,S. Moore,68,68,59,11,650000.0,7000.0,31,191,2024.0,69,70,64,68
6534,J. Delle,68,68,59,21,650000.0,5000.0,31,190,2023.0,68,64,67,68
6542,J. Bond,68,70,59,45,1000000.0,3000.0,28,193,2022.0,69,61,67,69
6558,B. Megyeri,68,68,59,18,650000.0,5000.0,31,188,2022.0,65,67,71,72
6563,M. Gorgelin,68,68,59,14,800000.0,3000.0,30,187,2022.0,69,70,67,70
6565,R. Allsop,68,68,59,34,825000.0,5000.0,29,189,2022.0,68,66,66,69
6567,C. Coosemans,68,69,59,37,950000.0,7000.0,28,186,2023.0,68,70,68,70
6584,Ivo Gonçalves,68,68,60,28,130000.0,1000.0,37,184,2022.0,65,64,70,65
6590,L. Bostyn,68,70,59,19,1100000.0,5000.0,27,196,2025.0,70,61,70,69
6601,J. Maurer,68,68,59,36,600000.0,3000.0,32,189,2021.0,68,66,72,69
6627,J. Alnwick,68,69,59,28,950000.0,3000.0,28,187,2022.0,69,66,67,67
6628,A. Leitner,68,70,59,23,1100000.0,4000.0,27,184,2022.0,69,62,65,70
6632,D. Léon,68,70,59,34,1000000.0,3000.0,28,187,2023.0,66,64,66,71
6644,I. Kelava,68,68,59,31,400000.0,3000.0,33,196,2022.0,65,60,68,70
6679,A. Al Mayoof,68,68,59,60,210000.0,11000.0,34,189,2023.0,57,75,67,72
6690,P. Bråtveit,68,72,59,28,1300000.0,3000.0,25,187,2022.0,67,72,68,67
6738,J. Martínez,68,70,59,24,1100000.0,800.0,27,187,2026.0,69,66,67,71
6744,C. Bonilla,68,71,59,17,1100000.0,700.0,28,189,2022.0,70,65,64,71
6759,A. Maraval,68,71,59,28,1200000.0,2000.0,27,184,2023.0,71,65,69,70
6763,C. Rigamonti,68,68,59,21,210000.0,4000.0,34,188,2022.0,68,63,69,68
6768,A. Mehring,68,71,59,26,1200000.0,4000.0,27,191,2021.0,67,66,69,67
6790,S. Makani,68,68,59,23,210000.0,2000.0,34,192,2022.0,69,60,68,73
6807,N. Körber,68,73,59,24,1500000.0,10000.0,24,187,2022.0,70,59,67,74
6808,G. Castellón,68,70,59,43,1100000.0,3000.0,27,190,2021.0,66,58,68,72
6811,A. Vasyutin,68,73,59,17,1400000.0,3000.0,26,190,2022.0,70,65,66,72
6819,Óscar Whalley,68,71,59,30,1200000.0,3000.0,27,190,2023.0,68,69,65,70
6832,S. Román,68,73,59,23,1400000.0,650.0,26,190,2026.0,69,59,70,74
6841,N. Haikin,68,73,59,31,1400000.0,2000.0,25,185,2022.0,70,65,65,70
6856,L. Mpasi,68,72,59,37,1300000.0,2000.0,26,182,2022.0,68,65,66,69
6864,F. Bredlow,68,71,59,20,1200000.0,8000.0,26,190,2024.0,70,62,63,71
6867,C. MacGillivray,68,70,59,34,1000000.0,3000.0,28,188,2023.0,69,67,66,71
6868,P. Leeuwenburgh,68,70,59,45,1100000.0,3000.0,27,196,2023.0,72,65,64,69
6889,Liu Dianzuo,68,68,59,41,650000.0,7000.0,31,190,2021.0,66,64,69,70
6903,B. Collins,68,73,59,26,1500000.0,10000.0,24,184,2023.0,68,67,65,69
6907,David Gil,68,70,59,20,1100000.0,8000.0,27,186,2023.0,68,67,65,67
6919,M. Zetterer,68,73,59,18,1400000.0,4000.0,25,187,2022.0,67,70,64,71
6957,Victor Braga,68,70,59,18,1000000.0,3000.0,29,193,2022.0,68,69,65,70
6961,R. Swete,68,68,59,25,650000.0,3000.0,31,186,2022.0,68,65,67,72
6982,M. Svilar,68,80,59,32,2600000.0,3000.0,21,189,2022.0,70,63,65,70
6985,S. Marinović,68,69,59,35,2850451.813201148,9017.989362811555,29,191,2031.0,71,58,63,71
6986,B. Radunović,68,70,59,25,1200000.0,9000.0,25,194,2025.0,69,64,69,71
6994,T. Miller,68,71,59,28,1100000.0,3000.0,28,193,2022.0,69,66,67,68
7000,K. Nakamura,68,72,59,23,1300000.0,3000.0,26,185,2023.0,71,69,64,71
7011,A. Murić,68,78,59,39,2300000.0,22000.0,22,197,2022.0,70,75,67,71
7013,Yoon Bo Sang,68,70,59,30,1100000.0,2000.0,27,184,2022.0,67,63,65,72
7037,R. Descamps,68,72,59,16,1300000.0,7000.0,25,196,2024.0,73,61,67,69
7046,F. Buntić,68,73,59,22,1500000.0,5000.0,24,194,2022.0,69,66,68,69
7050,S. Jurado,68,76,59,40,2300000.0,13000.0,23,188,2022.0,72,65,68,72
7072,I. Zlobin,68,76,59,18,2300000.0,3000.0,24,191,2025.0,66,61,67,68
7085,G. Guruceaga,68,73,59,19,1400000.0,500.0,26,194,2024.0,68,64,68,68
7087,M. Paes,68,77,59,29,2300000.0,4000.0,23,191,2023.0,68,66,67,69
7137,B. Özer,68,80,59,34,2600000.0,8000.0,21,190,2022.0,66,69,64,73
7166,A. Jakubech,68,72,59,20,1400000.0,8000.0,24,188,2022.0,71,64,67,69
7194,T. Rönning,68,76,59,47,2300000.0,2000.0,22,201,2024.0,66,65,69,71
7213,Álex Domínguez,68,78,59,31,2300000.0,3000.0,22,186,2022.0,67,67,66,68
7217,Josep Martínez,68,76,59,22,2300000.0,14000.0,23,191,2024.0,70,64,67,69
7231,M. Asselah,68,68,59,30,210000.0,7000.0,34,193,2022.0,70,62,65,70
7241,Daniel Fuzato,68,74,59,28,1500000.0,11000.0,23,190,2022.0,65,62,70,68
7261,D. Alemdar,68,83,59,24,2400000.0,1000.0,18,189,2026.0,66,65,69,69
7278,Park Il Gyu,68,68,59,35,650000.0,2000.0,31,180,2022.0,71,61,71,73
7290,D. St. Clair,68,76,59,26,2300000.0,2000.0,24,190,2022.0,68,53,66,76
7314,A. M'hamdi,68,68,59,22,825000.0,5000.0,29,192,2022.0,70,65,68,69
7322,L. Requena,68,68,59,26,400000.0,1000.0,33,186,2021.0,68,67,69,68
7323,Joan Femenías,68,74,59,25,1500000.0,3000.0,24,183,2022.0,69,51,63,73
7327,E. Kardeşler,68,70,59,28,1100000.0,8000.0,27,184,2022.0,69,62,68,72
7361,W. Aguerre,68,70,59,13,1000000.0,4000.0,28,187,2025.0,72,65,66,63
7419,D. Holec,68,71,59,24,1200000.0,500.0,26,191,2023.0,69,68,71,71
7460,V. Kovacević,68,75,59,40,2100000.0,2000.0,23,192,2024.0,72,68,69,72
7462,S. Niazmand,68,73,59,20,1400000.0,3000.0,26,194,2024.0,69,65,69,68
7464,M. Tvrdon,68,70,59,15,1100000.0,500.0,26,194,2024.0,69,69,70,71
7477,N. Mäenpää,67,67,59,20,110000.0,3000.0,36,190,2023.0,68,62,66,65
7480,T. Acar,67,67,58,56,110000.0,2000.0,35,187,2022.0,68,67,62,70
7482,I. Austbø,67,67,59,36,110000.0,1000.0,36,190,2021.0,66,65,67,68
7487,S. Carson,67,67,58,17,110000.0,15000.0,35,190,2022.0,66,65,70,64
7489,E. Galudio,67,67,58,20,700000.0,700.0,29,184,2026.0,65,61,64,77
7491,M. McGovern,67,67,59,26,110000.0,6000.0,36,191,2023.0,68,64,67,69
7500,B. Hamer,67,67,58,32,325000.0,7000.0,33,192,2022.0,68,66,66,68
7503,S. Aresti,67,67,58,37,110000.0,5000.0,35,188,2022.0,66,61,69,65
7505,N. Ravaglia,67,67,58,42,500000.0,5000.0,32,184,2022.0,64,60,66,69
7508,K. Steppe,67,67,58,33,500000.0,4000.0,32,185,2023.0,67,62,66,69
7518,E. Birniçan,67,67,58,26,500000.0,5000.0,32,188,2022.0,67,53,73,72
7528,D. Stockdale,67,67,58,45,110000.0,2000.0,35,191,2022.0,66,69,66,69
7535,S. Bruzzese,67,67,58,36,500000.0,3000.0,32,185,2022.0,67,65,70,68
7537,A. Redmayne,67,67,58,20,500000.0,3000.0,32,194,2022.0,67,63,67,67
7553,K. Kronholm,67,67,58,36,110000.0,1000.0,35,188,2021.0,70,63,62,69
7559,Y. Thoelen,67,67,58,33,675000.0,4000.0,30,188,2025.0,65,64,69,66
7566,M. Banguera,67,67,58,12,110000.0,500.0,35,186,2021.0,67,70,65,66
7570,T. Vaiho,67,67,58,21,500000.0,2000.0,32,188,2022.0,71,63,67,65
7589,M. Sandberg,67,68,58,38,775000.0,1000.0,30,191,2022.0,67,65,66,67
7600,S. Şahin-Radlinger,67,69,58,25,875000.0,3000.0,28,196,2023.0,68,59,66,70
7602,K. Fickentscher,67,67,58,22,500000.0,6000.0,32,181,2023.0,67,63,68,70
7608,E. Taşkıran,67,67,58,14,550000.0,4000.0,31,191,2023.0,67,61,65,67
7634,D. Batz,67,67,58,22,675000.0,2000.0,30,190,2024.0,67,63,64,69
7637,L. Henkinet,67,69,58,35,875000.0,5000.0,28,188,2023.0,68,62,65,66
7640,V. Eicher,67,67,58,19,675000.0,6000.0,30,191,2023.0,67,61,67,69
7643,H. Verhulst,67,70,58,40,950000.0,3000.0,28,191,2023.0,66,70,64,69
7657,J. Attinella,67,67,58,35,500000.0,2000.0,32,188,2021.0,69,66,65,69
7691,Z. Clark,67,69,58,19,850000.0,2000.0,29,193,2022.0,66,70,69,73
7693,B. van Leer,67,68,58,33,775000.0,3000.0,29,187,2022.0,65,61,64,68
7694,J. Brinkies,67,70,58,31,950000.0,1000.0,28,188,2022.0,67,64,67,74
7697,M. Ingram,67,71,58,32,1100000.0,4000.0,27,190,2022.0,72,67,65,70
7704,Cristiano,67,67,58,19,675000.0,5000.0,30,191,2024.0,67,60,67,69
7710,F. Kaplan,67,67,58,23,500000.0,5000.0,32,190,2023.0,62,68,71,64
7730,R. Himmelmann,67,67,58,21,500000.0,3000.0,32,187,2022.0,68,59,65,71
7731,Z. Alomerović,67,68,58,22,775000.0,2000.0,30,187,2023.0,68,62,63,68
7732,M. van der Hart,67,68,58,26,875000.0,3000.0,27,188,2022.0,68,70,65,68
7745,J. Busk,67,68,58,22,875000.0,7000.0,27,189,2022.0,69,65,65,70
7746,T. Dähne,67,68,58,18,875000.0,6000.0,27,193,2023.0,70,66,63,72
7751,M. Kuster,67,69,58,19,925000.0,4000.0,27,194,2022.0,66,62,66,67
7752,M. Kuttin,67,68,58,18,875000.0,5000.0,27,194,2022.0,68,68,65,67
7757,P. Drewes,67,69,58,26,875000.0,2000.0,28,193,2025.0,69,61,66,66
7760,Lee Chang Geun,67,67,58,24,775000.0,2000.0,27,186,2021.0,67,63,65,68
7772,P. Klewin,67,71,58,19,1100000.0,3000.0,27,192,2023.0,67,60,69,66
7788,Germán Parreño,67,69,58,40,875000.0,2000.0,28,189,2023.0,64,63,65,68
7793,M. Marić,67,72,58,20,1200000.0,2000.0,25,191,2021.0,67,65,68,69
7820,D. Novoa,67,67,58,22,500000.0,1000.0,32,186,2022.0,64,73,68,64
7824,N. Veloso,67,67,58,38,170000.0,1000.0,34,181,2021.0,68,60,65,68
7835,S. Stevens,67,69,58,18,850000.0,2000.0,29,194,2022.0,67,59,68,66
7851,J. Lumley,67,72,58,18,1200000.0,7000.0,26,190,2023.0,68,69,64,67
7853,A. Kofler,67,67,58,23,170000.0,5000.0,34,194,2022.0,65,62,69,67
7875,L. Acosta,67,72,58,22,1200000.0,5000.0,26,187,2023.0,66,67,64,71
7881,M. O'Leary,67,75,58,17,2000000.0,7000.0,24,185,2023.0,71,63,64,72
7887,M. Maroši,67,70,58,40,1000000.0,3000.0,27,190,2024.0,69,66,66,69
7890,No Dong Geon,67,67,58,43,700000.0,2000.0,29,190,2022.0,67,65,66,68
7909,J. Smith,67,69,58,22,950000.0,12000.0,26,183,2022.0,65,55,64,73
7954,O. Sail,67,71,58,31,1100000.0,1000.0,25,194,2023.0,67,54,64,69
7967,A. Bono,67,67,58,35,775000.0,2000.0,27,191,2021.0,66,66,66,70
7984,D. Azcona,67,67,59,24,110000.0,500.0,37,184,2021.0,67,67,69,68
7997,B. Allain,67,67,58,24,700000.0,2000.0,29,185,2022.0,70,65,65,65
8002,J. Teunckens,67,74,58,26,1700000.0,2000.0,23,189,2022.0,72,61,60,72
8026,Fepe Limão,67,67,58,15,325000.0,4000.0,33,184,2024.0,65,61,64,77
8027,Traeira Lopes,67,69,58,22,850000.0,6000.0,29,192,2024.0,61,40,77,67
8034,Rafael de Aseiro,67,67,58,28,700000.0,4000.0,29,190,2024.0,67,58,68,71
8050,A. Olliero,67,72,58,23,1200000.0,1000.0,25,193,2024.0,68,66,65,70
8069,M. Travers,67,78,58,30,2000000.0,7000.0,22,191,2023.0,68,64,65,67
8105,P. Dahlberg,67,75,58,28,2000000.0,10000.0,22,194,2022.0,67,65,65,68
8129,Thiago Rodrigues,67,72,58,21,1200000.0,2000.0,25,185,2023.0,66,63,67,67
8138,G. Coucke,67,74,58,38,1800000.0,3000.0,22,187,2023.0,68,66,63,68
8141,Ratón,67,68,58,34,800000.0,3000.0,28,192,2023.0,67,64,63,68
8148,Alfonso Herrero,67,71,58,38,1100000.0,2000.0,27,183,2022.0,66,60,63,73
8220,K. Tani,67,76,58,23,1900000.0,2000.0,20,187,2022.0,65,67,65,70
8222,Song Bum Keun,67,76,58,26,2000000.0,3000.0,23,194,2022.0,68,65,67,68
8238,P. Köhn,67,73,58,25,1300000.0,6000.0,23,190,2025.0,69,62,65,68
8262,G. Poussin,67,75,58,22,2000000.0,5000.0,22,184,2023.0,68,64,67,66
8263,J. Bursik,67,79,58,42,2100000.0,5000.0,20,187,2023.0,67,66,64,68
8269,C. Kelleher,67,79,58,36,2200000.0,17000.0,22,188,2022.0,67,67,64,70
8274,Cristian Rivero,67,76,58,23,2000000.0,7000.0,23,188,2024.0,71,62,62,73
8308,Y. Oki,67,75,58,16,2000000.0,2000.0,21,184,2022.0,68,63,64,71
8309,San Román,67,75,58,17,2000000.0,3000.0,23,189,2023.0,66,68,65,66
8323,Zubiaurre,67,75,58,14,2000000.0,2000.0,24,190,2022.0,65,67,63,68
8339,M. Behrens,67,70,58,26,1100000.0,3000.0,24,193,2024.0,69,66,68,68
8349,D. Zagorac,67,67,58,29,170000.0,500.0,34,186,2024.0,71,62,61,70
8359,K. Osako,67,74,58,19,1800000.0,2000.0,21,187,2022.0,68,65,62,70
8364,A. Duarte,67,69,58,24,925000.0,500.0,27,185,2022.0,68,62,64,67
8420,A. Vlad,67,73,58,22,1300000.0,4000.0,22,190,2023.0,67,70,62,71
8435,F. Oswald,67,67,58,21,675000.0,3000.0,30,184,2022.0,69,62,68,65
8442,O. Vâlceanu,67,71,58,17,1200000.0,2000.0,24,187,2022.0,68,60,67,67
8450,V. Müller,67,78,58,18,1900000.0,3000.0,20,190,2023.0,67,66,66,70
8457,J. Rojas,67,73,58,25,1300000.0,500.0,25,185,2021.0,65,68,65,67
8483,K. Tzolakis,67,83,58,23,2300000.0,500.0,18,193,2024.0,68,61,65,69
8505,J. Gutíerrez,67,68,58,38,950000.0,500.0,24,177,2021.0,65,64,66,66
8513,Belman,67,72,58,30,1300000.0,2000.0,22,184,2022.0,67,71,64,68
8528,G. Olveira,67,70,58,19,950000.0,500.0,28,191,2021.0,67,53,68,63
8540,S. Ngapandouetnbu,67,77,58,26,1800000.0,1000.0,18,180,2022.0,72,65,66,72
8556,W. Ramírez,67,79,58,16,2100000.0,500.0,20,188,2023.0,67,63,65,68
8593,M. Ilic,67,74,58,24,1700000.0,3000.0,23,191,2024.0,71,59,61,69
8597,Arnau Tenas,67,81,58,21,2100000.0,16000.0,20,185,2023.0,65,68,66,64
8603,Ayesa,67,81,58,18,2100000.0,1000.0,20,182,2024.0,70,62,69,66
8605,Joan García,67,83,58,25,2400000.0,3000.0,20,192,2025.0,66,66,65,67
8614,M. Santilli,67,67,59,33,110000.0,500.0,37,187,2021.0,64,67,67,69
8625,J. Pucheta,67,69,58,27,850000.0,500.0,29,184,2021.0,67,64,66,68
8652,N. Vasilj,67,71,58,38,1100000.0,5000.0,25,193,2023.0,62,64,68,69
8668,M. Langer,66,66,57,25,90000.0,2000.0,36,195,2022.0,64,60,67,66
8670,W. Biebauw,66,66,58,12,90000.0,2000.0,37,188,2022.0,63,65,73,60
8673,I. Vázquez,66,66,58,35,90000.0,3000.0,38,182,2025.0,65,70,65,67
8674,Q. Westberg,66,66,57,36,90000.0,1000.0,35,185,2022.0,66,66,66,66
8680,T. Carson,66,66,57,23,275000.0,2000.0,33,182,2023.0,66,64,67,65
8695,B. Amos,66,66,57,21,450000.0,1000.0,31,193,2023.0,66,69,65,67
8700,J. Placide,66,66,57,33,275000.0,1000.0,33,181,2023.0,62,63,65,70
8711,J. Jones,66,66,57,22,425000.0,1000.0,32,191,2023.0,67,66,65,66
8715,J. Grahl,66,66,57,20,425000.0,6000.0,32,193,2024.0,70,58,63,70
8717,M. Kobras,66,66,57,18,90000.0,2000.0,35,182,2022.0,67,56,66,70
8718,M. Hansen,66,66,57,11,450000.0,6000.0,31,188,2023.0,65,64,65,66
8720,J. Ayala,66,66,57,22,275000.0,4000.0,33,184,2022.0,67,65,63,68
8732,M. Jiménez,66,66,57,17,450000.0,9000.0,31,182,2022.0,63,64,64,69
8744,J. Steele,66,66,57,45,575000.0,11000.0,30,188,2023.0,64,70,67,64
8755,R. Ruiter,66,66,57,34,150000.0,2000.0,34,196,2022.0,67,65,69,64
8777,J. Shea,66,66,57,29,575000.0,3000.0,30,181,2022.0,65,58,67,67
8780,B. Shuttleworth,66,66,57,38,150000.0,2000.0,34,188,2021.0,65,64,67,65
8781,S. Mielitz,66,66,57,25,450000.0,1000.0,31,190,2022.0,66,64,64,68
8789,K. Thamsatchanan,66,66,57,9,450000.0,3000.0,31,183,2023.0,68,61,68,68
8791,M. Vidal,66,66,57,27,575000.0,1000.0,30,183,2022.0,68,65,67,66
8804,Y. Al Mosailem,66,66,58,21,90000.0,5000.0,37,184,2023.0,64,57,69,62
8813,L. Nicholls,66,68,57,32,725000.0,3000.0,28,191,2023.0,66,63,65,66
8823,N. Larsen,66,67,57,44,650000.0,3000.0,30,187,2023.0,64,65,66,68
8832,M. Szromnik,66,67,57,37,675000.0,2000.0,28,190,2024.0,69,65,65,64
8835,J. Słowik,66,67,57,21,650000.0,1000.0,29,190,2022.0,68,54,71,69
8844,Z. MacMath,66,66,57,38,575000.0,2000.0,29,188,2021.0,66,54,67,67
8849,G. Long,66,69,57,25,850000.0,3000.0,27,193,2023.0,67,66,66,68
8850,J. Willis,66,66,57,38,425000.0,2000.0,32,196,2021.0,68,60,68,65
8856,V. Hladký,66,66,57,31,575000.0,3000.0,30,189,2023.0,66,63,65,66
8863,L. Burge,66,68,57,21,725000.0,3000.0,28,185,2022.0,67,61,66,68
8876,S. Libman,66,66,58,25,90000.0,500.0,37,183,2021.0,64,63,63,65
8889,J. Archer,66,68,57,26,725000.0,4000.0,28,191,2023.0,67,66,66,67
8894,P. Iliev,66,67,57,19,650000.0,2000.0,29,182,2022.0,66,64,66,71
8901,M. Putnocký,66,66,57,49,90000.0,1000.0,36,195,2022.0,65,64,69,65
8902,E. Bush,66,66,57,36,90000.0,1000.0,35,186,2021.0,68,63,64,68
8903,C. Pym,66,71,57,34,975000.0,3000.0,26,182,2024.0,67,65,65,69
8905,R. Meara,66,66,57,33,575000.0,2000.0,30,193,2025.0,65,61,66,70
8907,J. Haugaard,66,67,57,55,650000.0,2000.0,29,199,2022.0,65,77,66,66
8910,Volpi,66,68,57,20,725000.0,500.0,28,189,2021.0,65,69,65,67
8918,N. Manfredini,66,66,57,24,275000.0,4000.0,33,190,2022.0,69,63,63,68
8919,F. Bednarek,66,66,57,22,600000.0,3000.0,28,188,2022.0,65,65,65,68
8923,M. Malaeka,66,66,57,17,90000.0,2000.0,35,185,2022.0,65,66,65,67
8940,N. Lomb,66,66,57,32,650000.0,9000.0,27,186,2022.0,68,66,62,70
8942,M. Branderhorst,66,69,57,27,850000.0,3000.0,27,192,2023.0,68,61,63,70
8947,M. Vicentini,66,66,57,22,575000.0,3000.0,30,187,2022.0,67,66,64,66
8964,Joel Pereira,66,72,57,20,1100000.0,2000.0,25,188,2022.0,66,65,64,67
8967,B. Stuver,66,66,57,18,575000.0,2000.0,30,191,2021.0,68,65,65,66
8971,M. Macey,66,69,57,24,850000.0,2000.0,26,198,2023.0,67,64,66,66
8976,A. Kann,66,66,57,32,575000.0,2000.0,30,193,2021.0,66,62,68,64
8981,C. Dawson,66,70,57,28,925000.0,2000.0,25,193,2022.0,65,67,63,68
8991,A. Giménez,66,66,57,27,150000.0,500.0,34,195,2022.0,62,67,62,69
9005,H. Bonmann,66,68,57,16,775000.0,2000.0,27,194,2022.0,66,58,66,68
9017,C. Servín,66,66,57,22,150000.0,500.0,34,187,2021.0,64,69,67,71
9026,D. Hładun,66,71,57,23,1000000.0,2000.0,25,190,2022.0,66,65,64,67
9031,V. Myhra,66,72,57,23,1100000.0,1000.0,24,194,2023.0,67,62,65,69
9032,J. Brondeel,66,69,57,16,850000.0,2000.0,27,188,2023.0,67,60,65,69
9037,J. Wildsmith,66,72,57,30,1100000.0,2000.0,25,189,2022.0,68,60,66,67
9058,J. Storevik,66,72,57,27,1100000.0,900.0,24,188,2022.0,68,59,65,67
9067,M. Yıldırım,66,66,57,17,575000.0,4000.0,30,190,2024.0,68,60,66,66
9074,A. Damen,66,66,57,45,450000.0,2000.0,31,188,2022.0,68,65,68,65
9075,X. Mous,66,70,57,22,925000.0,2000.0,25,188,2023.0,63,65,63,67
9080,A. Palmer,66,72,57,22,1100000.0,7000.0,24,191,2023.0,68,65,65,67
9081,A. Brunst,66,69,57,21,875000.0,3000.0,25,195,2022.0,68,61,64,67
9082,L. Pirard,66,69,57,14,850000.0,4000.0,26,191,2022.0,66,62,62,69
9084,José Suárez,66,72,57,26,1100000.0,2000.0,25,187,2023.0,67,69,66,68
9103,André Moreira,66,72,57,25,1100000.0,3000.0,25,195,2023.0,66,66,63,67
9107,Ezkieta,66,71,57,27,1000000.0,5000.0,24,193,2023.0,65,65,67,66
9108,J. Talbot,66,73,57,25,1500000.0,700.0,24,180,2022.0,68,60,62,69
9124,D. Martínez,66,66,57,17,450000.0,550.0,31,180,2026.0,64,69,67,68
9126,F. Lanzillotta,66,69,57,21,800000.0,3000.0,28,185,2023.0,66,59,64,71
9133,F. Altamirano,66,72,57,27,1100000.0,3000.0,25,186,2022.0,67,66,63,67
9144,N. Lemaître,66,73,57,19,1500000.0,1000.0,24,185,2023.0,67,64,66,67
9148,J. Walton,66,74,57,19,1600000.0,8000.0,23,184,2023.0,66,63,67,65
9162,R. Wulle,66,69,57,20,850000.0,2000.0,27,188,2022.0,64,61,64,67
9185,J. Lund,66,75,57,25,1700000.0,2000.0,22,186,2022.0,65,62,65,68
9208,M. Lis,66,73,57,16,1500000.0,3000.0,24,192,2024.0,68,61,66,70
9210,T. Glover,66,74,57,31,1600000.0,2000.0,23,190,2023.0,65,63,65,67
9223,Y. Kajikawa,66,66,57,25,575000.0,3000.0,29,185,2022.0,66,61,67,65
9231,F. Cambeses,66,74,57,21,1600000.0,3000.0,24,184,2022.0,66,63,64,67
9241,S. Takagi,66,66,57,48,425000.0,1000.0,32,181,2022.0,64,70,66,68
9263,B. Niasse,66,73,57,22,1500000.0,2000.0,24,195,2023.0,74,60,56,69
9271,J. Gamonal,66,66,57,45,450000.0,900.0,31,180,2021.0,67,64,65,67
9277,L. Southwood,66,74,57,42,1600000.0,5000.0,23,185,2023.0,70,68,62,71
9284,Alex Craninx,66,69,57,40,875000.0,2000.0,25,194,2023.0,67,62,65,68
9290,C. Früchtl,66,76,57,25,1700000.0,8000.0,21,193,2022.0,69,67,65,68
9291,A. Quintana,66,69,57,23,850000.0,650.0,26,195,2023.0,67,63,61,70
9297,U. Yuvakuran,66,74,57,34,1600000.0,7000.0,23,192,2022.0,67,60,63,68
9311,A. Plizzari,66,79,57,26,1800000.0,5000.0,21,187,2023.0,68,59,62,72
9324,R. Niczuly,66,71,57,14,1000000.0,3000.0,25,181,2022.0,65,70,67,68
9328,R. Schofield,66,75,57,23,1700000.0,2000.0,21,190,2023.0,67,64,64,67
9340,João Virgínia,66,78,57,29,1800000.0,9000.0,21,191,2022.0,67,65,63,70
9357,T. Boss,66,69,57,28,800000.0,2000.0,28,186,2022.0,70,60,63,67
9408,K. Niemczycki,66,78,57,18,1800000.0,2000.0,21,189,2023.0,68,64,66,68
9430,Y. Clementia,66,71,57,31,1000000.0,1000.0,23,188,2023.0,67,63,66,67
9431,G. Hatano,66,72,57,28,1100000.0,2000.0,23,198,2022.0,67,60,63,68
9441,V. Johansson,66,75,57,29,1700000.0,2000.0,22,186,2022.0,67,65,67,68
9448,R. Hoffmann,66,76,57,31,1700000.0,10000.0,22,192,2022.0,64,66,66,71
9454,S. Cibois,66,72,57,23,1100000.0,3000.0,23,192,2022.0,67,66,61,71
9466,J. Marcinkowski,66,71,57,36,1000000.0,2000.0,24,188,2021.0,67,68,66,66
