,Name ,player_positions,overall,potential,age,physic,preferred_foot,height_cm,club_contract_valid_until,value_eur,power_jumping,power_strength,defending,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,mentality_interceptions,mentality_aggression,mentality_composure,passing,skill_long_passing,attacking_heading_accuracy,power_long_shots
16919,Miguel Muñoz,CB,58,63,24,58,Right,182,2023.0,275000.0,74,60,60,57,67,66,55,42,53,48,55,53,28
11778,J. David,"CB, CDM",64,72,21,70,Right,190,2024.0,1200000.0,60,80,62,65,65,59,59,62,45,53,59,57,32
13337,Rodrigo Guth,CB,63,72,20,65,Right,191,2022.0,975000.0,74,72,63,62,64,65,63,53,62,41,37,63,29
12367,J. Baldwin,CB,63,65,28,71,Right,185,2023.0,475000.0,75,75,62,62,63,62,61,61,67,51,57,61,33
13270,M. Estève,CB,63,76,19,68,Left,193,2022.0,1100000.0,63,80,62,58,68,63,59,58,54,45,37,59,24
13133,C. Pastina,"CB, LB",63,75,20,64,Left,185,2025.0,1100000.0,61,73,63,64,63,62,65,63,47,50,49,57,34
10770,M. Jarjué,CB,65,71,23,77,Right,188,2021.0,1000000.0,73,88,63,62,67,65,54,67,52,46,58,66,41
7080,A. Poungouras,"CB, RB",68,72,25,69,Right,187,2023.0,1500000.0,73,70,70,70,72,68,70,68,54,47,56,67,48
2488,J. Molina,"CDM, CM, CB",73,73,33,84,Right,186,2021.0,1500000.0,79,87,70,67,69,67,71,84,70,66,71,83,62
5790,D. Rosero,CB,69,71,27,79,Right,183,2023.0,1500000.0,89,82,68,65,70,66,70,60,55,52,55,73,36
17991,M. Lazo,CB,55,77,17,54,Right,178,2022.0,375000.0,68,50,56,55,55,54,58,50,36,36,45,63,33
17113,N. Almas,CB,57,71,21,68,Right,177,2024.0,375000.0,80,74,55,57,57,54,52,63,37,34,32,53,25
5583,T. Makino,CB,69,69,34,76,Right,182,2022.0,450000.0,81,77,69,70,68,66,67,69,68,60,67,72,43
17109,M. Wørts,"CB, CDM",57,69,22,58,Right,185,2024.0,375000.0,64,58,58,59,58,56,59,56,41,39,42,51,25
5591,J. Velázquez,CB,69,69,30,69,Right,184,2023.0,1100000.0,72,70,68,65,71,65,66,82,65,54,57,71,22
2345,A. Franco,CB,74,81,24,79,Right,183,2025.0,8000000.0,72,79,75,73,79,71,75,79,72,51,46,75,28
12036,A. Gomis,CB,64,64,28,76,Left,185,2025.0,500000.0,74,86,63,57,70,66,59,63,49,40,42,68,23
12788,C. Moros Gracia,CB,63,65,28,67,Right,183,2021.0,475000.0,88,67,60,60,60,57,64,81,51,48,58,53,24
7098,Paulo Vinícius,CB,68,68,31,69,Right,184,2022.0,825000.0,57,74,70,70,72,70,64,67,64,39,35,71,21
16648,C. Ndaba,CB,58,72,21,66,Left,188,2022.0,475000.0,69,71,57,57,58,56,56,57,52,46,48,56,24
16647,H. Fujii,CB,58,69,20,68,Right,187,2022.0,425000.0,66,81,55,52,56,54,54,57,39,48,52,59,39
7111,R. Shindo,CB,68,71,25,75,Right,183,2022.0,1400000.0,82,73,67,67,66,65,67,71,61,51,60,73,42
17939,O. Tomlinson,CB,55,69,19,66,Right,186,2022.0,275000.0,66,74,54,54,57,54,53,52,43,32,30,50,17
5712,M. Fox,"LWB, LB, CB",69,70,27,70,Left,185,2023.0,1500000.0,75,71,68,68,70,68,66,59,59,58,57,62,38
16957,K. van der Kaap,CB,58,66,22,66,Right,190,2024.0,425000.0,58,73,59,60,61,54,57,65,48,31,31,58,15
11677,L. Maloney,CB,64,74,21,74,Right,187,2022.0,1200000.0,80,84,60,58,64,62,56,63,58,54,57,62,45
16361,N. Lonwijk,CB,59,78,18,57,Right,188,2024.0,550000.0,70,56,61,52,66,71,61,53,51,33,28,59,24
13059,T. Yamakawa,"RB, CB",63,68,23,74,Right,185,2022.0,675000.0,61,80,61,59,64,60,60,65,45,50,59,63,21
12544,L. Garnier,"RB, CB",63,63,38,67,Right,172,2021.0,110000.0,70,63,60,59,62,61,63,73,63,51,55,48,40
6555,B. Wright,CB,68,69,28,74,Right,184,2022.0,1100000.0,84,77,67,67,67,66,67,72,64,51,49,68,36
13034,R. Juárez,"CB, RB",63,77,20,72,Right,182,2025.0,1100000.0,79,77,64,62,70,64,59,55,51,42,46,62,33
6375,S. Sow,CB,69,81,18,66,Right,185,2026.0,3000000.0,72,75,69,68,70,69,69,64,67,54,59,70,40
2236,B. Valdez,"CB, RB",74,75,28,80,Right,180,2023.0,4000000.0,92,82,74,71,74,72,75,70,65,57,63,83,30
10471,K. Ford,"CB, RB",65,72,25,81,Right,188,2021.0,1300000.0,86,88,62,62,65,61,60,77,48,35,27,60,16
7435,Robson,"RB, CB",68,68,28,75,Right,180,2021.0,1100000.0,70,80,70,70,68,65,75,67,49,53,58,70,35
11493,Mateus Couteira,CB,64,64,25,61,Right,177,2024.0,575000.0,72,68,66,70,61,68,65,61,41,55,58,65,42
7432,M. Vitík,"CB, CDM",68,80,18,67,Right,190,2024.0,2600000.0,58,70,69,68,71,71,68,71,61,51,56,62,34
7399,Morato,CB,68,84,20,78,Left,190,2024.0,3000000.0,63,87,66,65,69,63,64,74,52,51,62,68,28
17464,Wu Wei,"CDM, CB, CM",56,60,24,67,Right,182,2022.0,190000.0,73,70,53,55,55,51,55,53,48,49,45,42,52
17120,Wu Shaocong,"CB, LB",57,70,21,65,Left,192,2023.0,375000.0,64,70,55,55,53,55,53,55,44,54,56,62,41
1142,J. Pinola,CB,76,76,38,76,Left,180,2021.0,1300000.0,80,77,75,75,77,75,74,87,75,70,69,73,60
6334,Won Du Jae,"CDM, CB",69,76,23,77,Right,187,2022.0,2600000.0,74,75,68,66,70,65,70,68,56,58,67,65,51
7330,Pedro Augusto,"CDM, CM, CB",68,75,24,69,Left,181,2023.0,2300000.0,74,65,66,62,72,71,63,69,61,61,74,56,40
2544,S. Caulker,CB,73,73,29,79,Right,191,2022.0,2500000.0,76,88,74,78,74,70,69,62,75,56,65,73,23
10658,S. Bauer,"CB, RB",65,66,28,71,Right,183,2022.0,675000.0,70,77,66,65,69,66,63,65,57,41,42,61,18
6330,A. Fuentes,"CDM, CM, CB",69,74,23,76,Right,195,2025.0,1900000.0,68,76,67,75,70,62,59,59,59,55,63,59,29
12122,K. Silva,"CB, CDM",64,67,27,67,Right,179,2022.0,675000.0,75,70,65,65,63,65,70,55,45,57,55,62,55
5801,G. Rea,"CDM, CB",69,72,26,76,Right,184,2022.0,1600000.0,81,78,71,70,71,67,73,73,64,54,60,70,30
12915,Lim Jin Woo,CB,63,63,28,70,Right,188,2021.0,425000.0,66,75,62,61,63,61,62,65,48,50,55,66,54
1349,Vitor Hugo,CB,76,76,30,78,Left,187,2024.0,6000000.0,86,80,78,77,79,78,78,80,76,38,40,82,22
10536,I. Paro,CB,65,69,26,71,Right,184,2024.0,875000.0,54,75,65,65,67,61,64,65,63,56,62,66,38
17745,I. Altuntas,"RB, CB",56,69,18,58,Right,182,2023.0,325000.0,63,63,55,55,57,54,51,46,43,43,37,53,23
17331,J. Baptiste,"CB, RB",57,78,17,60,Right,183,2023.0,500000.0,69,67,56,55,59,56,55,55,50,44,48,54,30
11119,R. Vikstøl,"LB, CB",64,64,32,72,Left,185,2021.0,400000.0,33,72,60,58,59,59,64,77,66,53,46,62,47
16746,Y. Sato,"CB, RB",58,64,22,67,Right,183,2022.0,300000.0,64,74,57,57,58,56,58,62,46,41,45,54,18
15432,H. Clarke,CB,60,76,20,70,Right,188,2022.0,600000.0,51,73,60,61,61,59,59,61,51,48,48,60,41
9226,K. Yoshino,"CB, CDM, CM",66,70,26,71,Right,182,2023.0,1100000.0,79,74,65,68,67,61,65,64,59,45,59,57,15
4454,D. Vavro,CB,71,78,25,77,Right,189,2024.0,3400000.0,71,85,70,70,70,69,68,75,67,51,65,74,60
691,A. Kolarov,"LB, CB",78,78,35,74,Left,187,2022.0,4300000.0,79,73,79,76,80,79,81,84,83,79,77,79,86
14507,T. Beadling,"CM, CB",61,66,25,69,Right,186,2022.0,475000.0,68,73,60,60,62,59,62,57,58,57,62,55,54
13880,D. Bumberger,CB,62,69,22,66,Left,185,2022.0,750000.0,67,69,62,61,63,61,62,62,54,42,44,60,24
3383,P. McNair,"CB, CDM, CM",72,77,26,76,Right,183,2022.0,3100000.0,78,74,73,74,74,71,72,74,66,65,66,70,68
302,N. Otamendi,CB,81,81,33,81,Right,183,2023.0,12500000.0,88,80,83,84,83,80,84,90,79,62,70,79,56
14550,M. Al Mufarrij,CB,61,68,24,61,Left,182,2024.0,600000.0,71,67,62,65,63,59,60,55,52,40,48,61,18
15899,G. Altare,CB,60,67,22,63,Right,190,2025.0,475000.0,73,67,64,64,70,70,57,50,49,37,34,54,23
15888,Diogo Izata,"CDM, CB, CM",60,65,24,62,Right,178,2025.0,350000.0,62,61,58,57,64,61,58,62,48,52,55,42,34
15351,J. Stenmark,CB,60,73,22,74,Right,194,2021.0,575000.0,70,81,56,55,59,55,52,71,43,47,49,56,28
7861,C. Mafla,"LB, CB",67,67,28,71,Left,175,2021.0,925000.0,78,71,67,64,68,70,69,65,60,51,40,61,28
9028,K. Bryan,CB,66,73,24,71,Left,185,2023.0,1600000.0,72,74,66,71,67,70,58,71,51,57,62,57,44
13692,M. Platt,CB,62,69,23,72,Right,188,2022.0,750000.0,76,81,61,61,62,61,60,58,51,42,49,61,23
14761,C. Achim,CB,61,66,25,68,Right,188,2022.0,425000.0,74,73,62,62,63,60,61,46,44,32,30,65,22
18478,A. Procter,CB,53,70,19,63,Left,181,2023.0,230000.0,68,67,51,53,50,49,54,55,38,39,44,48,27
13683,M. Doucouré,"CB, CDM",62,71,23,59,Left,183,2024.0,825000.0,74,69,62,63,65,62,58,63,45,49,50,56,28
10030,A. Asiri,CB,65,65,29,75,Right,185,2022.0,600000.0,86,70,64,61,65,62,65,75,49,45,49,66,31
750,M. Halstenberg,"CB, LB",78,78,29,80,Left,188,2022.0,12000000.0,85,79,76,76,78,73,73,77,74,73,62,80,69
13671,T. Imai,"CB, RB",62,62,30,70,Right,178,2024.0,325000.0,81,78,60,59,62,61,61,64,48,43,29,56,22
3522,M. Martínez,"CB, CDM",72,72,28,78,Right,183,2022.0,2000000.0,71,80,71,70,72,68,72,80,58,64,73,69,69
15959,Yang Yun,CB,59,59,32,69,Right,185,2021.0,150000.0,66,72,57,52,61,59,63,66,55,48,52,43,53
7893,C. Halkett,CB,67,69,26,73,Right,183,2022.0,1100000.0,91,77,66,66,66,65,64,68,60,53,60,68,43
18516,F. Holmé,"CB, RB",53,70,19,65,Right,190,2023.0,230000.0,72,76,54,51,58,51,55,48,44,28,28,49,26
3486,T. Baumgartl,CB,72,76,25,75,Right,190,2022.0,2900000.0,72,83,72,72,73,72,71,70,62,55,67,72,27
9083,C. Humphreys-Grant,CB,66,74,22,72,Right,185,2022.0,1800000.0,79,77,66,65,68,66,66,64,58,48,51,65,33
4068,Q. Bernard,"LB, CB",71,71,31,79,Left,184,2023.0,1400000.0,85,76,66,62,68,69,66,67,65,68,69,68,53
15732,J. Rugel,"CB, RB",60,70,20,57,Right,188,2022.0,500000.0,73,60,62,60,65,63,60,40,55,40,27,58,24
15621,P. Krätschmer,"CB, CDM",60,66,24,67,Left,187,2023.0,350000.0,75,74,57,57,60,61,53,58,49,52,53,56,38
399,M. Benatia,CB,80,80,34,82,Right,189,2023.0,7000000.0,80,88,81,84,81,79,80,85,82,52,61,77,24
9679,M. Tamás,CB,66,67,27,71,Left,192,2022.0,850000.0,70,72,65,65,66,67,64,70,48,49,53,63,27
4533,M. Fall,CB,71,71,33,83,Right,192,2022.0,900000.0,87,91,70,70,70,69,66,71,63,48,56,74,31
14083,J. Birkfeldt,CB,62,67,25,68,Right,183,2023.0,525000.0,70,72,61,60,62,61,61,63,54,41,48,62,26
15735,G. Granath,CB,60,67,24,64,Right,191,2023.0,450000.0,66,73,60,59,63,56,56,47,42,51,55,64,25
14302,M. Jovicic,CB,62,65,26,73,Right,187,2023.0,450000.0,69,84,62,60,66,63,62,59,50,41,48,55,42
8139,K. Pierie,CB,67,77,20,67,Left,183,2022.0,2100000.0,75,69,68,68,69,67,67,62,65,66,69,66,39
9717,A. Çankaya,"CDM, CB, RB",66,75,23,73,Right,180,2022.0,1800000.0,70,74,66,62,68,67,66,77,50,59,62,69,38
9713,Quintana,"CDM, CB",66,79,19,64,Right,186,2022.0,1900000.0,59,69,65,65,65,64,65,65,61,61,68,61,51
14176,Diogo Silva,CB,62,66,26,61,Right,188,2023.0,500000.0,70,74,64,65,63,62,66,58,52,38,42,59,24
15698,S. Hasukawa,"CB, RB",60,65,23,68,Right,182,2022.0,325000.0,67,75,60,60,60,58,61,57,43,50,57,57,25
9601,T. Huk,CB,66,69,26,67,Right,184,2022.0,1000000.0,81,74,66,66,67,65,66,59,62,47,55,63,22
8212,A. Erlingmark,"CDM, CM, CB",67,72,23,74,Right,189,2021.0,1400000.0,60,73,66,68,66,59,66,79,59,57,57,68,57
9563,J. Branthwaite,CB,66,84,19,64,Right,195,2023.0,2100000.0,73,67,66,62,70,66,65,64,51,45,52,68,25
463,V. Lindelöf,CB,80,82,26,78,Right,187,2024.0,23000000.0,77,76,81,82,81,78,82,83,83,73,80,76,52
4501,F. Benković,CB,71,77,23,80,Right,194,2023.0,2700000.0,66,90,70,70,70,70,71,74,74,55,65,72,38
3240,J. Mensah,CB,72,72,30,81,Right,188,2025.0,1900000.0,84,86,71,74,69,63,73,75,73,56,70,71,56
4294,Marcelinho Moraisco,CB,71,71,33,78,Left,190,2024.0,900000.0,78,84,71,71,67,70,76,64,55,62,72,71,59
3038,I. Diveev,CB,73,82,21,70,Right,193,2024.0,6500000.0,71,77,75,75,76,74,75,62,69,58,73,72,29
9316,D. Lavalée,CB,66,72,24,68,Left,188,2022.0,1200000.0,69,69,65,61,69,70,63,73,64,62,63,65,29
15531,J. Jiménez,"LB, CB",60,63,26,70,Left,173,2022.0,300000.0,66,72,60,58,63,58,58,75,42,46,38,60,20
3032,D. Popov,CB,73,84,22,73,Right,187,2025.0,6500000.0,77,75,74,74,75,74,70,80,62,46,56,80,40
15606,B. Çetin,"LB, CB",60,70,21,58,Left,183,2023.0,525000.0,62,57,58,54,63,62,57,60,46,47,37,53,28
3126,Varela,CB,72,72,33,81,Right,183,2022.0,1100000.0,80,87,71,71,69,71,70,78,68,54,51,74,42
9424,Genaro,"CDM, CB",66,76,23,59,Right,184,2022.0,1800000.0,65,58,64,64,68,65,61,67,48,64,70,55,49
13986,T. Taylor,"CDM, CB",62,76,20,64,Left,185,2023.0,900000.0,62,62,60,62,61,57,59,66,55,57,59,55,46
8104,S. Camara,CB,67,69,28,78,Left,190,2022.0,1000000.0,83,89,65,68,63,62,61,60,58,51,61,72,23
9398,N. Casale,CB,66,76,23,71,Right,191,2022.0,1800000.0,67,76,65,65,66,64,65,69,54,57,51,61,40
9428,Kike Hermoso,CB,66,77,21,63,Right,190,2022.0,1800000.0,79,71,68,68,68,69,67,56,50,45,49,64,30
15332,C. Tovar,"CB, RB",60,67,23,64,Right,185,2021.0,450000.0,73,65,60,59,60,62,60,60,50,38,43,60,15
8228,J. Jugas,CB,67,67,29,75,Right,186,2024.0,850000.0,66,82,67,67,67,66,64,72,60,51,50,71,48
16204,Nacho Pastor,CB,59,77,18,50,Right,186,2022.0,550000.0,67,46,62,59,68,69,57,51,46,38,30,59,29
5116,Kim Min Tae,CB,70,71,27,75,Right,187,2021.0,1600000.0,61,81,71,73,70,65,69,61,65,53,62,73,39
18387,H. Beadle,CB,54,69,18,57,Right,185,2022.0,230000.0,71,57,55,54,57,52,56,50,49,40,41,49,21
5002,Jorge Sáenz,CB,70,77,24,77,Right,192,2022.0,3000000.0,80,75,70,73,69,66,68,70,72,61,60,72,41
15229,Jin Pengxiang,"CB, RB",60,60,31,70,Right,187,2022.0,170000.0,74,73,59,54,64,60,59,62,60,53,54,57,34
10273,T. Salquist,CB,65,68,26,74,Right,190,2023.0,825000.0,69,83,63,63,63,61,62,65,62,50,60,64,38
15099,J. Sumiyoshi,CB,61,68,23,66,Right,181,2025.0,600000.0,71,73,59,53,64,60,58,62,46,45,38,62,28
160,F. Acerbi,CB,83,83,33,83,Left,192,2023.0,17500000.0,70,85,86,87,87,85,86,77,85,62,79,82,60
15025,C. Verfurth,CB,61,68,25,69,Right,193,2021.0,600000.0,76,81,61,60,67,58,56,43,59,50,62,57,59
18289,B. Roco,CB,54,69,17,52,Right,170,2023.0,230000.0,67,46,55,50,58,55,60,50,43,35,34,51,23
8977,R. González,"CB, LB",66,66,32,74,Left,185,2021.0,550000.0,75,77,64,65,61,60,67,72,62,58,58,65,36
63,A. Laporte,CB,86,89,27,80,Left,191,2024.0,77000000.0,80,84,86,86,87,86,87,81,84,72,80,84,47
3845,Juanma,"CB, LB",71,71,38,79,Left,186,2022.0,325000.0,89,89,70,70,69,70,67,76,63,58,65,83,60
3672,M. Munetsi,"CDM, CM, CB",72,78,25,75,Right,188,2024.0,3300000.0,65,80,70,68,73,71,69,65,60,65,71,68,45
14949,B. Popovic,CB,61,71,21,60,Right,189,2022.0,700000.0,61,72,62,62,65,65,57,47,42,42,41,63,24
18350,R. Austin,CB,54,69,18,66,Right,192,2022.0,230000.0,66,78,52,52,54,53,50,53,38,34,38,50,22
15158,B. Meïté,"CB, CDM",61,70,20,61,Right,183,2025.0,675000.0,68,63,64,58,73,68,57,52,43,35,33,63,26
3811,S. Diomande,CB,72,81,20,74,Right,184,2025.0,4800000.0,91,78,71,72,70,65,73,70,72,60,62,75,47
7703,N. Röseler,CB,67,68,29,71,Right,190,2025.0,950000.0,71,75,67,67,69,65,65,67,69,53,63,67,38
10209,T. Rieder,"CDM, CB",65,66,27,75,Right,186,2026.0,725000.0,79,75,64,64,67,65,65,70,59,52,53,56,30
15162,M. Soulas,CB,61,69,22,64,Right,191,2025.0,700000.0,69,71,59,58,61,59,58,60,49,49,54,60,36
873,Sokratis,CB,77,77,33,80,Right,186,2023.0,5000000.0,80,85,78,77,78,78,76,87,74,53,59,80,48
16201,M. Trías,CB,59,67,22,64,Right,178,2022.0,475000.0,62,66,60,60,62,55,58,57,49,48,55,60,38
18358,Y. Ozaki,"CB, LB, RB",54,72,17,58,Left,185,2023.0,250000.0,68,60,55,55,58,53,54,52,44,36,30,50,18
8810,A. Calisir,CB,66,66,31,71,Right,187,2023.0,575000.0,80,72,66,67,68,68,62,70,66,55,60,58,32
8990,T. Asta-Buruaga,CB,66,75,24,70,Right,187,2024.0,1800000.0,75,72,68,71,70,68,62,63,52,48,43,63,45
14865,J. Ojeda,"RB, CB",61,68,23,55,Right,173,2021.0,625000.0,61,53,58,52,66,62,54,49,42,48,48,52,27
17165,A. Senior,CB,57,70,19,63,Right,183,2022.0,375000.0,74,70,55,53,56,55,55,55,57,36,39,60,18
4341,F. Formiliano,"CB, CDM",71,73,28,78,Right,185,2024.0,1900000.0,71,86,69,71,72,66,60,81,52,50,49,70,19
17633,P. Martinez,"CM, CB",56,64,20,68,Right,186,2022.0,300000.0,76,74,54,51,57,58,53,58,52,53,57,51,49
15592,S. Reyes,"CB, LB",60,65,24,62,Left,189,2021.0,325000.0,74,61,62,65,61,55,59,55,42,46,34,68,24
11293,A. Conte,"RB, CB",64,65,27,72,Right,179,2022.0,625000.0,82,71,62,57,68,65,57,70,54,58,66,68,27
3734,M. Sagnan,CB,72,81,22,70,Left,187,2022.0,4900000.0,74,76,73,72,76,69,70,77,58,56,70,72,32
16748,N. Gordon,"CB, RB",58,71,19,66,Right,183,2022.0,450000.0,66,70,59,58,62,57,59,60,45,35,32,58,23
17621,R. Edwards,CB,56,73,18,61,Left,180,2025.0,350000.0,74,68,55,54,56,56,55,50,45,42,43,53,24
76,L. Bonucci,CB,85,85,34,80,Right,190,2024.0,17500000.0,90,86,86,88,85,81,86,82,86,69,81,83,65
17619,J. Brown,"CDM, CB, RB",56,68,20,61,Right,181,2022.0,325000.0,66,58,56,53,59,61,54,65,38,44,46,52,28
18866,E. Mitchell,"CDM, CB",52,70,18,60,Right,190,2022.0,190000.0,51,67,50,50,52,48,48,60,44,46,47,45,33
9434,M. Jenz,CB,66,74,22,76,Right,190,2026.0,1800000.0,73,84,66,65,70,67,62,63,57,45,60,65,27
9519,G. Henriksson,CB,66,74,23,68,Right,188,2023.0,1800000.0,77,75,65,63,65,63,66,68,63,56,64,67,50
4375,Jair Amador,CB,71,71,31,81,Left,191,2022.0,1300000.0,77,90,70,59,75,72,72,65,60,48,55,79,27
5879,Gabriel,CB,69,72,26,73,Right,181,2024.0,1600000.0,68,81,70,72,69,71,66,66,63,49,71,70,25
1418,Bremer,CB,76,82,24,74,Right,188,2023.0,11000000.0,77,81,77,75,80,74,78,78,64,51,64,76,21
8327,M. Hosseini,"CB, CDM",67,71,25,68,Right,183,2022.0,1300000.0,75,73,70,67,72,70,69,50,66,46,58,70,30
8874,N. Bakker,CB,66,66,28,73,Left,189,2022.0,725000.0,74,80,65,61,68,65,63,67,52,52,60,68,32
9445,Y. Bisseck,CB,66,81,20,72,Right,196,2022.0,1900000.0,70,80,66,65,73,65,58,60,49,44,39,66,28
1835,Davi Parrela,"CB, CDM",75,75,21,78,Right,191,2024.0,6000000.0,57,89,76,81,77,71,71,88,74,54,62,75,44
9437,N. Díaz,"CB, RB",66,77,22,72,Left,180,2024.0,1800000.0,74,71,67,65,70,67,65,62,52,49,59,68,23
14342,D. O'Connor,CB,62,70,21,66,Right,189,2022.0,825000.0,70,74,64,60,66,65,62,51,49,45,53,68,23
11156,S. Neville,"CB, RB",64,64,32,73,Right,184,2022.0,375000.0,82,76,63,62,64,63,64,58,57,58,55,60,54
1382,P. Lienhart,CB,76,79,24,73,Right,189,2022.0,9000000.0,69,76,78,76,81,79,74,73,69,56,62,81,34
3804,B. Šutalo,CB,72,79,21,67,Right,188,2022.0,4400000.0,65,69,75,78,75,68,81,68,57,51,57,65,31
11149,C. Menz,"CDM, CB",64,64,32,69,Right,185,2022.0,400000.0,77,71,63,64,64,61,62,60,70,59,61,60,42
9447,C. Akas,"CB, LWB",66,69,27,78,Left,188,2023.0,975000.0,59,82,64,68,66,60,63,74,51,52,47,53,45
1624,J. Egan,CB,75,77,28,77,Right,185,2024.0,5500000.0,77,80,76,75,76,75,76,78,64,54,69,76,41
14676,A. Angulo,"CB, LB",61,67,25,67,Right,187,2024.0,450000.0,67,73,63,70,62,60,59,52,48,37,29,56,22
1644,K. Ayhan,CB,75,78,26,75,Right,184,2024.0,6500000.0,83,77,76,75,76,73,79,77,75,71,70,72,71
11937,V. Karpov,CB,64,79,18,62,Right,190,2025.0,1300000.0,72,63,65,64,67,64,66,51,52,54,64,62,23
11454,H. Castegren,"CB, RB",64,70,25,70,Right,183,2021.0,825000.0,81,74,62,61,65,63,61,70,52,52,56,60,28
17451,Wang Yaopeng,CB,56,60,26,67,Right,187,2021.0,180000.0,64,73,56,55,57,52,59,50,43,33,38,51,18
6154,D. Kolovetsios,CB,69,70,29,73,Left,183,2022.0,1300000.0,60,73,71,71,73,69,70,69,74,51,58,70,33
17445,J. Gorman,"LB, CB",56,57,26,58,Left,184,2021.0,150000.0,62,58,53,50,56,56,53,52,39,41,36,49,26
6692,T. Peyre,CB,68,69,28,71,Right,184,2024.0,1100000.0,65,69,70,70,70,69,68,75,64,52,62,72,28
3520,J. Laso,"CB, RB",72,72,30,83,Right,185,2022.0,1900000.0,78,85,69,65,64,74,77,89,62,51,52,73,40
17406,D. Devrani,"CB, RB",57,57,28,73,Right,180,2022.0,140000.0,71,76,54,54,59,60,46,72,43,40,50,51,28
1694,W. Tesillo,"CB, LB",75,75,31,73,Left,184,2022.0,3800000.0,53,76,77,72,80,79,82,69,67,61,68,72,26
12050,L. Pirola,CB,64,82,19,70,Left,185,2025.0,1400000.0,69,76,64,58,72,68,61,61,54,46,51,62,36
9004,Hugo Sousa,"CB, RB",66,66,29,71,Right,183,2023.0,725000.0,64,73,65,64,67,65,63,71,65,56,57,68,37
12062,I. Burnea,"CB, LB",64,65,28,64,Left,181,2022.0,550000.0,71,70,66,66,66,62,67,53,57,54,54,63,47
3566,Ailton Valpaços,"CB, CDM",72,72,29,76,Right,186,2024.0,2000000.0,81,75,71,70,75,77,65,80,72,60,67,72,76
17088,S. Sherring,CB,57,72,21,66,Right,180,2022.0,375000.0,70,71,57,57,58,57,55,55,45,37,36,58,26
8542,A. Doldán,CB,67,73,24,65,Right,178,2021.0,1500000.0,72,72,67,68,67,67,66,65,52,45,49,67,21
14848,G. Vallecilla,CB,61,74,22,70,Right,190,2022.0,750000.0,65,81,60,63,61,59,58,50,64,34,35,54,21
17029,Kim Gyeong Jae,"CDM, CB, RM",57,58,27,63,Right,183,2022.0,170000.0,77,64,58,56,63,58,57,58,50,50,44,55,32
14717,M. Fagan-Walcott,CB,61,80,19,69,Right,185,2022.0,800000.0,71,76,59,58,62,57,57,67,42,44,46,58,27
1668,I. Amadou,"CDM, CB, CM",75,76,28,80,Right,183,2022.0,5500000.0,82,80,73,71,76,70,75,80,67,65,70,65,62
9059,D. Granli,CB,66,69,27,70,Right,188,2024.0,975000.0,61,74,67,67,68,67,66,61,63,58,60,63,48
8551,R. Veselinović,CB,67,74,22,75,Right,188,2023.0,1900000.0,75,76,67,68,68,64,66,75,55,43,50,62,22
6552,Carlos Ruiz,CB,68,68,37,80,Right,183,2022.0,220000.0,84,83,66,66,67,62,63,68,66,57,61,75,57
12317,J. Granados,"LB, LM, CB",63,63,34,73,Left,181,2021.0,180000.0,72,75,61,66,59,56,65,75,54,50,35,46,17
3375,Kwon Kyung Won,"CB, CDM",72,72,29,78,Left,188,2021.0,2000000.0,77,85,72,73,75,72,69,71,58,61,71,68,30
14480,H. Lennon,CB,61,63,26,69,Left,190,2022.0,350000.0,74,75,60,60,61,60,59,64,56,42,45,56,26
1529,L. Fer,"CDM, CB",75,75,31,81,Right,188,2023.0,3900000.0,80,83,70,68,72,71,68,78,71,72,76,75,68
11371,Jo Sung Jin,CB,64,64,30,69,Right,188,2021.0,475000.0,63,74,63,65,62,60,61,65,67,51,53,70,25
2085,P. Dummett,"CB, LB",74,74,29,70,Left,183,2022.0,3500000.0,75,70,76,77,76,80,76,72,65,63,68,72,35
11704,L. Offord,"CB, RB",64,71,21,70,Right,180,2023.0,1100000.0,82,73,64,64,64,63,63,66,55,50,52,62,30
12061,G. Turda,CB,64,67,23,67,Right,188,2024.0,725000.0,77,67,64,66,64,62,62,63,57,45,52,66,22
19170,K. Kundaikar,CB,49,58,22,62,Right,182,2024.0,100000.0,74,67,47,50,50,52,41,42,44,39,44,40,25
16908,R. Thorkelsson,"CB, LB",58,72,19,68,Left,188,2023.0,450000.0,68,73,57,55,59,56,58,60,43,40,52,59,16
11718,B. Šerbečić,CB,64,75,23,69,Right,194,2021.0,1200000.0,70,79,64,64,65,63,63,58,50,41,52,62,23
14444,T. Dieng,"CM, CB",61,61,29,76,Right,189,2022.0,325000.0,65,80,60,60,60,59,59,67,61,55,58,61,54
6816,F. Kent,CB,68,72,25,75,Right,188,2024.0,1500000.0,80,76,67,68,68,66,66,66,55,48,55,65,16
8430,J. Greaves,CB,67,76,20,73,Left,191,2023.0,2100000.0,72,76,66,66,67,66,65,68,58,50,60,64,31
6099,Cris Salvador,"CDM, CM, CB",69,74,26,77,Right,184,2024.0,1800000.0,74,81,67,69,66,70,67,70,65,61,65,58,55
14560,T. Odusina,CB,61,68,21,72,Right,186,2022.0,625000.0,74,80,59,61,60,58,58,61,50,44,47,57,32
3414,Marlon,CB,72,77,25,71,Right,182,2026.0,3100000.0,61,75,73,74,72,74,73,75,66,59,68,71,36
4183,G. Silva,"CB, LB",71,74,27,76,Left,185,2022.0,2100000.0,63,80,72,71,73,71,74,70,68,68,67,69,60
