,Name ,player_positions,overall,potential,value_eur,wage_eur,age,club_contract_valid_until,defending,passing,physic,attacking_volleys,skill_long_passing,movement_agility,power_shot_power,power_jumping,power_strength,mentality_aggression,mentality_interceptions,defending_standing_tackle,defending_sliding_tackle,height_cm
10422,Y. Demoncy,"CDM, CM",65,72,1300000.0,2000.0,25,2024.0,60,60,67,34,61,63,61,33,62,65,60,61,66,180
13591,He Chao,"CM, CDM",62,64,500000.0,4000.0,26,2023.0,61,61,75,37,63,78,56,74,76,83,59,62,59,178
5370,N. Umyarov,"CDM, CM",70,79,3400000.0,18000.0,21,2023.0,67,65,64,34,68,61,56,56,59,70,66,68,63,182
12821,N. Stierlin,"CDM, CM, CB",63,77,1100000.0,1000.0,21,2024.0,61,57,69,41,57,64,65,77,71,66,58,68,59,182
10108,T. Lumanza Lembi,"CM, CDM",65,66,825000.0,1000.0,27,2023.0,62,63,71,45,65,58,67,69,76,63,65,63,62,178
18130,Ł. Szramowski,"CDM, CAM",55,66,250000.0,500.0,19,2024.0,51,52,55,48,53,70,56,59,56,52,51,58,51,174
2835,H. Choudhury,"CDM, CM",73,77,4000000.0,48000.0,23,2023.0,74,62,74,49,66,74,67,69,70,88,76,74,78,178
13199,F. Caicedo,CDM,63,63,240000.0,500.0,33,2021.0,63,54,62,34,57,55,46,63,63,58,64,66,58,175
693,C. Kouyaté,"CB, CDM",78,78,9500000.0,51000.0,31,2022.0,78,62,85,50,65,62,74,77,85,85,77,79,76,189
9754,E. Rivera,"CM, CDM",66,66,700000.0,500.0,31,2021.0,62,63,62,44,61,59,55,65,59,61,65,68,55,180
5775,G. Celis,CDM,69,69,1200000.0,1000.0,28,2022.0,68,60,68,27,69,68,65,72,68,82,71,71,65,178
9780,Olasagasti,"CDM, CM, CB",66,76,1800000.0,2000.0,20,2023.0,61,64,68,37,69,64,62,57,65,65,56,64,62,176
9639,M. Villarroel,"CM, CDM",66,75,1900000.0,500.0,22,2021.0,56,63,67,17,70,62,59,72,60,68,60,63,51,177
9633,J. Trasante,"CM, CDM",66,74,1900000.0,500.0,22,2021.0,62,57,72,38,58,61,70,64,66,71,70,71,65,175
14135,M. Brescianini,"CDM, CM",62,73,850000.0,700.0,21,2024.0,56,58,67,39,64,51,59,62,68,65,54,60,62,188
8172,J. Molumby,"CM, CDM",67,77,2300000.0,13000.0,21,2022.0,61,62,63,45,70,62,54,44,56,74,65,65,58,176
12661,M. Christensen,"CDM, CM",63,68,675000.0,3000.0,23,2022.0,64,55,68,43,56,63,56,73,68,59,63,64,61,190
5730,A. Rømer,"CDM, CM",69,70,1400000.0,3000.0,27,2024.0,65,63,76,58,64,67,68,60,74,72,65,67,65,186
12701,T. Oakley-Boothe,"CM, CAM, CDM",63,76,1200000.0,5000.0,21,2023.0,59,63,60,34,68,56,44,59,58,59,61,62,55,182
5722,M. Agu,CDM,69,70,1300000.0,5000.0,28,2022.0,70,56,74,38,66,69,56,82,76,74,70,71,70,185
8116,E. Ojeda,"CM, CDM",67,76,2300000.0,5000.0,23,2023.0,62,65,69,36,71,67,59,60,68,63,65,63,58,180
16657,B. Monshi,"CDM, CM",58,68,425000.0,3000.0,22,2025.0,56,53,61,26,58,57,46,76,63,59,55,62,60,178
10988,M. Gómez,CDM,65,65,350000.0,500.0,33,2021.0,60,65,65,38,65,59,50,63,65,65,60,62,58,178
7128,J. Nikolaou,"CDM, CB",68,69,1200000.0,3000.0,27,2023.0,67,62,77,35,66,61,47,83,79,77,66,69,66,183
10980,L. González,"CM, CDM",65,65,725000.0,500.0,28,2021.0,52,62,53,44,67,55,70,66,44,40,61,61,44,169
9711,A. Cabrera,"CDM, CM",66,67,825000.0,5000.0,28,2021.0,61,63,71,45,67,61,63,62,75,64,61,62,58,185
10871,L. Ríos,"CM, CDM",65,77,1700000.0,3000.0,20,2022.0,62,61,58,48,67,62,48,52,56,55,65,60,59,180
14166,S. Damiani,"CDM, CM",62,73,825000.0,6000.0,23,2024.0,57,61,57,55,68,58,58,58,52,60,53,63,62,178
4709,F. Ulvestad,"CM, CDM",70,70,1600000.0,11000.0,29,2023.0,69,67,79,62,70,73,61,70,82,69,69,71,69,183
14205,Félix Alonso,"CM, CDM",62,74,950000.0,1000.0,20,2023.0,55,60,67,48,67,64,65,60,65,64,53,58,64,185
3217,J. Greguš,"CDM, CM",72,72,2000000.0,6000.0,30,2022.0,67,73,74,64,72,66,77,65,73,74,68,69,67,189
1354,G. Giménez,"CDM, CM",76,76,6500000.0,9000.0,29,2021.0,69,73,84,54,78,66,75,62,88,77,71,73,70,188
10831,G. Barreto,"CAM, CDM, CM",65,68,950000.0,500.0,25,2022.0,44,63,67,59,62,60,77,63,74,46,23,54,52,175
18406,K. Frimpong,CDM,54,72,250000.0,500.0,18,2022.0,52,45,61,34,51,58,46,62,60,63,53,53,50,174
6954,L. de la Torre,"CM, CDM, LM",68,75,2400000.0,3000.0,23,2022.0,57,65,55,52,70,76,51,56,46,52,57,57,59,177
422,C. Aránguiz,"CDM, CM",80,80,14000000.0,53000.0,32,2023.0,76,80,72,68,83,79,78,61,64,84,83,74,74,171
7030,Flavio,"CDM, CM, CAM",68,71,1400000.0,9000.0,25,2022.0,66,62,69,38,65,64,64,78,68,74,65,69,64,177
8621,Á. Quiroga,"CM, CDM",67,68,1200000.0,500.0,26,2021.0,58,70,62,55,70,61,45,62,55,55,60,65,61,175
14,Casemiro,CDM,89,89,88000000.0,310000.0,29,2025.0,86,76,90,62,84,61,88,87,90,91,87,88,87,185
10454,A. Jones,"CB, CDM",65,74,1500000.0,3000.0,23,2023.0,65,54,71,37,61,48,49,67,75,65,64,66,64,188
1292,D. Amartey,"CB, RB, CDM",76,79,8500000.0,70000.0,26,2022.0,76,65,75,68,66,64,71,77,78,80,75,78,75,186
18426,Jin Qiang,"CM, CDM",53,53,90000.0,2000.0,28,2021.0,49,51,67,33,57,68,50,56,68,59,48,50,48,185
1818,T. Davies,"CM, CDM",75,79,8000000.0,55000.0,23,2023.0,69,73,71,42,74,68,70,56,65,84,69,73,69,180
9719,Meseguer,"CM, CDM",66,75,1900000.0,2000.0,22,2023.0,63,67,67,37,67,58,61,64,66,65,63,67,64,184
8643,L. Brouwers,"CDM, CM",67,72,1400000.0,3000.0,23,2023.0,64,62,66,52,69,59,61,59,63,66,66,70,70,183
6574,A. Merkel,"CM, CDM",68,68,1200000.0,7000.0,29,2023.0,57,72,64,69,72,77,66,55,60,67,55,64,55,179
8272,A. Vetrih,"CM, CDM",67,67,975000.0,5000.0,30,2023.0,61,64,71,46,67,66,65,65,70,72,65,63,60,181
7668,T. Carroll,"CM, CDM",67,67,1000000.0,5000.0,29,2022.0,57,70,50,58,70,81,59,45,42,47,59,59,47,177
6988,E. Rolón,"CDM, CM",68,72,1500000.0,6000.0,26,2025.0,65,63,66,57,67,66,70,71,63,70,70,60,62,178
18356,I. Ștefan,"CDM, CM, CAM",54,65,220000.0,750.0,20,2023.0,52,49,56,47,54,61,49,50,57,49,54,55,52,183
9559,H. Dotson,"CDM, CM, LB",66,72,1200000.0,2000.0,23,2024.0,65,58,67,36,64,62,69,73,66,58,65,68,64,180
7719,K. Stewart,"CDM, CM",67,67,950000.0,5000.0,27,2023.0,66,60,69,25,65,67,64,71,70,69,66,68,67,181
78,İ. Gündoğan,"CM, CDM",85,85,51500000.0,185000.0,30,2023.0,73,85,72,75,85,77,79,61,73,70,78,75,67,180
1783,Hernani,"CDM, CM",75,78,6500000.0,27000.0,27,2022.0,74,69,70,59,76,64,78,61,68,79,77,76,70,188
18354,J. Pek,CDM,54,65,220000.0,900.0,20,2024.0,50,47,65,31,50,66,45,62,68,60,48,53,55,184
8686,U. Emanuelson,"CM, CDM",66,66,350000.0,4000.0,35,2023.0,63,68,61,65,67,74,66,69,59,70,67,65,65,176
1376,David Seijalbo,CDM,76,76,7500000.0,29000.0,25,2024.0,74,63,83,53,76,77,65,81,80,83,70,77,68,176
8190,P. Sontheimer,"CM, CDM",67,74,2100000.0,2000.0,22,2023.0,59,64,63,46,67,83,55,61,45,75,64,61,63,168
10134,M. Kupczak,CDM,65,65,600000.0,1000.0,29,2023.0,61,55,74,36,62,68,68,83,72,62,59,64,64,187
7507,B. Bjarnason,"CM, CDM, CAM",67,67,625000.0,6000.0,33,2023.0,63,64,74,62,63,72,68,78,71,70,63,64,53,183
1044,Rodrigo Vuarte,CDM,77,77,9000000.0,34000.0,29,2024.0,76,70,77,53,76,62,71,54,75,80,76,76,75,179
9509,C. Benavídez,"CDM, CM",66,72,1200000.0,3000.0,23,2022.0,69,57,64,36,55,56,64,68,64,74,68,72,68,180
8908,D. Wydra,"CB, CDM",66,66,800000.0,3000.0,27,2022.0,62,62,77,48,67,70,65,75,79,75,64,66,67,186
7442,G. Abrego,"CM, CDM",68,74,1900000.0,3000.0,21,2023.0,58,66,76,37,72,72,65,75,75,80,59,58,59,184
18003,B. Craig,"CDM, CB",55,72,300000.0,500.0,17,2022.0,54,49,61,36,51,57,57,63,69,50,51,55,54,185
652,T. Koopmeiners,"CDM, CM, CB",79,84,24500000.0,41000.0,23,2026.0,76,79,77,66,83,66,78,78,75,71,79,75,75,183
535,Ander Herrera,"CM, CDM",79,79,14500000.0,78000.0,31,2024.0,78,77,75,64,77,76,78,62,70,81,82,80,76,182
7968,R. Kerschbaum,"CM, CDM, CAM",67,67,1100000.0,5000.0,27,2022.0,65,64,73,46,66,65,69,70,70,66,69,66,62,180
10900,Y. Keitel,CDM,65,76,1500000.0,5000.0,21,2024.0,62,62,66,41,67,60,58,82,69,63,59,70,66,186
10928,P. Pokorný,"CDM, CM",65,79,1600000.0,1000.0,19,2024.0,61,60,71,36,65,62,57,63,70,74,58,65,65,183
10643,P. Haring,"CM, CDM",65,65,725000.0,2000.0,28,2022.0,63,64,74,30,65,65,66,73,74,68,62,63,62,187
7167,F. Wadja,"CDM, CM",68,71,1400000.0,3000.0,26,2023.0,65,61,82,41,64,64,51,73,85,74,65,65,64,185
6752,C. Sepúlveda,"CDM, CM",68,68,1000000.0,3000.0,29,2021.0,61,62,75,32,64,59,73,49,73,72,70,65,54,174
10921,J. Schwermann,"CDM, CM",65,74,1500000.0,550.0,21,2022.0,60,59,78,35,62,67,72,79,75,72,59,63,59,183
11439,Clavería,"CM, CDM",64,69,850000.0,2000.0,25,2022.0,63,58,72,58,60,67,68,75,68,73,70,66,58,180
9362,J. Lorch,"CDM, CM, RB",66,68,975000.0,2000.0,25,2023.0,65,58,76,44,58,58,54,57,75,70,63,68,64,188
9256,T. Bakinson,"CM, CDM",66,75,1900000.0,9000.0,22,2022.0,66,61,73,48,65,63,69,60,80,63,69,66,65,191
9272,N. Jambor,"CM, CDM",66,71,1200000.0,4000.0,25,2024.0,63,65,69,52,73,62,67,62,71,66,65,63,58,188
1513,F. Delph,"CDM, CM, LB",75,75,3900000.0,58000.0,31,2022.0,72,73,66,56,74,77,81,67,60,81,75,76,75,174
10809,M. Kikonda,"CDM, CM",65,72,1300000.0,2000.0,25,2022.0,61,61,67,43,64,76,53,47,68,66,62,63,59,175
330,M. Arnold,"CDM, CM",81,82,26500000.0,66000.0,27,2026.0,76,79,74,84,83,68,88,61,73,77,79,79,74,184
8024,J. Piotrowski,"CM, CDM",67,72,1500000.0,7000.0,23,2024.0,64,66,71,39,66,66,71,65,72,69,65,67,61,188
9268,A. El Mahdioui,"CDM, CM",66,70,1100000.0,2000.0,25,2024.0,62,66,60,53,64,75,66,55,53,70,64,64,59,182
11315,M. Fedele,"CM, CDM",64,64,575000.0,4000.0,28,2024.0,59,63,79,48,60,68,73,72,82,65,63,64,63,185
10756,L. Duarte,"CM, CDM",65,70,1100000.0,3000.0,24,2025.0,59,66,66,54,60,74,73,52,67,61,67,61,57,180
17568,M. Lixandru,"CDM, CM, LM",56,71,325000.0,2000.0,20,2022.0,55,49,59,33,53,60,44,44,61,58,52,58,56,184
9259,G. Fechner,"CB, CDM",66,73,1600000.0,2000.0,23,2023.0,64,56,75,27,64,64,51,71,77,72,62,66,63,188
9349,J. Wehrmann,"CDM, CM",66,76,1800000.0,4000.0,22,2024.0,61,64,61,45,68,67,59,65,56,62,61,64,62,180
10768,T. Keller,"CB, CDM",65,75,1500000.0,3000.0,21,2022.0,64,48,72,25,49,57,57,72,74,71,62,67,64,186
18668,J. Dyer,"CB, CDM",52,65,180000.0,1000.0,20,2022.0,52,33,62,20,33,52,30,79,65,42,52,54,52,183
571,T. Stepanenko,CDM,79,79,12500000.0,1000.0,31,2022.0,79,71,79,56,76,63,75,71,76,84,82,79,77,181
9829,Oh Beom Seok,"CDM, CM",65,65,140000.0,2000.0,36,2021.0,64,64,67,53,63,67,65,77,69,66,61,69,64,181
8013,F. Bambock,"CDM, CM",67,69,1100000.0,2000.0,26,2023.0,64,60,78,58,65,68,66,74,82,71,62,63,68,181
8492,Y. Kayan,"CDM, CM",67,78,2200000.0,4000.0,22,2023.0,65,63,67,46,66,67,59,55,65,65,71,66,62,180
1132,J. Veerman,"CM, CDM, CAM",77,83,17000000.0,10000.0,22,2024.0,62,81,73,58,81,74,75,41,75,68,65,67,62,185
10506,B. Rother,"CDM, CM",65,69,925000.0,2000.0,24,2022.0,62,53,75,36,62,65,54,84,78,65,62,63,59,184
6654,Ju Se Jong,"CM, CDM",68,68,1200000.0,6000.0,30,2022.0,60,70,70,45,74,80,71,61,66,67,63,63,58,176
11223,C. Vincent,"CM, CDM, RM",64,64,575000.0,2000.0,28,2023.0,54,63,62,33,64,69,53,52,57,61,57,58,55,178
19032,Song Yue,"CB, CM, CDM",50,50,40000.0,2000.0,29,2022.0,47,49,60,35,56,60,49,59,63,58,43,46,45,185
10494,D. Cancola,"CDM, CM",65,71,1000000.0,2000.0,24,2022.0,63,58,67,31,64,57,49,62,66,66,66,61,58,183
18735,P. Johansen,"CM, CDM",52,73,250000.0,500.0,17,2023.0,46,50,40,31,48,75,41,59,32,55,51,49,45,167
9738,F. La Mantía,"CB, CDM",66,70,1100000.0,500.0,25,2022.0,67,56,69,34,34,39,61,69,71,63,64,64,71,182
7424,E. Agbadou,"CB, CDM",68,75,2200000.0,4000.0,24,2025.0,66,50,79,22,58,53,53,62,86,78,64,67,63,192
7417,N. Seiwald,"CM, CDM",68,79,2600000.0,8000.0,20,2024.0,64,67,66,51,69,67,67,73,61,71,61,69,64,179
778,M. Vecino,"CM, CDM",78,78,13500000.0,88000.0,29,2022.0,76,75,73,62,77,69,78,75,72,72,77,77,69,187
8342,E. Lomotey,"CDM, CB, CM",67,75,2100000.0,2000.0,23,2024.0,67,55,81,41,60,59,64,68,84,75,68,67,60,190
9099,G. Byers,"CM, CDM, CAM",66,69,1100000.0,2000.0,25,2023.0,56,62,62,45,67,60,59,56,64,45,58,63,59,180
9406,R. Kerrouche,"CM, CDM",66,67,975000.0,2000.0,27,2024.0,65,62,68,42,64,69,67,61,68,63,65,68,64,184
8347,P. Sokołowski,CDM,67,69,1100000.0,3000.0,26,2021.0,63,61,71,29,63,72,58,59,71,58,66,66,62,182
8099,I. Sapała,"CDM, CM",67,70,1200000.0,3000.0,25,2023.0,64,65,78,52,64,64,69,79,79,71,64,65,63,187
18720,A. Basit,"CM, CDM",52,62,180000.0,2000.0,21,2022.0,44,52,58,42,64,52,58,55,60,57,45,50,47,180
523,Y. M'Vila,"CDM, CM, CB",79,79,12500000.0,2000.0,31,2023.0,75,74,78,56,80,71,68,70,74,83,81,76,72,182
9420,S. Baptiste,"CM, CDM, CAM",66,75,1900000.0,11000.0,23,2024.0,64,62,65,38,64,70,53,63,68,61,65,65,61,175
1669,J. Swift,"CAM, CM, CDM",75,78,7500000.0,28000.0,26,2022.0,60,75,65,69,77,83,84,50,67,55,63,63,58,182
7388,Juande,"CB, CDM",68,79,2500000.0,3000.0,21,2024.0,70,52,66,31,62,54,44,77,73,63,71,72,70,185
17449,H. Fallatah,CDM,56,56,130000.0,3000.0,28,2022.0,55,50,65,33,51,62,58,75,65,65,56,55,55,179
9087,J. Salas,"CM, CDM",66,66,900000.0,3000.0,27,2022.0,58,66,71,54,72,68,64,40,73,73,64,61,58,183
5172,I. Gómez,"CDM, CM",70,76,2300000.0,6000.0,24,2022.0,68,61,69,45,72,69,61,67,68,70,64,71,69,167
4240,T. Valls,"CM, CDM",71,75,2600000.0,12000.0,25,2023.0,64,73,69,65,71,66,70,72,70,57,65,67,66,178
2895,G. Cimirot,"CDM, CM",73,73,2700000.0,13000.0,28,2023.0,69,69,73,56,74,72,72,64,70,68,69,72,68,178
15488,O. Pendlebury,"CM, CDM",60,75,575000.0,1000.0,19,2022.0,53,55,65,37,62,61,54,66,65,60,55,53,53,180
4216,E. Cecchini,"CDM, CM",71,78,3500000.0,9000.0,24,2021.0,71,68,71,40,65,69,74,62,67,82,68,74,68,180
13379,J. Ortiz,"CM, CDM",62,62,130000.0,2000.0,37,2021.0,59,62,71,55,63,67,61,71,70,73,63,55,51,180
12185,H. Zagbayou,CDM,64,64,400000.0,1000.0,31,2022.0,61,61,56,44,66,54,62,55,37,73,57,65,61,170
16988,J. Micolta,"CM, CDM",58,68,450000.0,500.0,19,2023.0,56,57,56,52,55,65,55,65,55,53,55,58,50,171
12205,Vinicius Souza,"CDM, CB, CM",64,71,1100000.0,3000.0,22,2025.0,58,57,75,27,63,54,55,68,79,75,58,61,57,187
3350,José Mari,"CDM, CM",72,72,1200000.0,19000.0,33,2022.0,68,67,73,66,67,63,75,79,73,76,73,74,66,180
15535,H. Kyprianou,"CDM, CM",60,71,500000.0,2000.0,20,2023.0,56,52,67,31,58,64,48,61,73,56,57,58,57,189
4270,B. van den Boomen,"CM, CDM",71,74,2500000.0,5000.0,25,2023.0,66,74,76,68,73,66,79,68,79,75,58,68,61,190
12777,S. Lusiusz,"CDM, CM",63,70,925000.0,1000.0,21,2024.0,59,56,68,43,58,75,57,67,63,71,60,61,57,180
6162,J. Mbom,"RB, CDM, CM",69,79,3000000.0,4000.0,21,2023.0,64,67,74,44,68,69,65,61,73,76,66,69,61,183
16232,S. Mørk,"CM, CDM",59,70,500000.0,600.0,20,2022.0,49,58,59,39,62,57,56,52,61,46,48,50,47,185
3446,A. El Messaoudi,"CM, CAM, CDM",72,75,3100000.0,11000.0,25,2022.0,64,66,77,55,73,63,78,69,83,68,65,63,61,184
13255,D. Giménez,"CDM, CM",63,71,1000000.0,500.0,24,2021.0,61,61,63,55,61,54,60,61,60,67,58,62,58,175
16494,O. Ülgün,"CDM, CM",59,68,475000.0,2000.0,23,2024.0,54,58,55,44,66,60,61,58,50,63,50,58,60,178
14712,G. Arib,"CDM, CM",61,68,625000.0,800.0,21,2022.0,57,56,56,38,59,75,51,70,45,62,58,59,57,168
13942,J. Vargas,CDM,62,68,550000.0,500.0,25,2021.0,59,53,58,29,66,69,53,60,44,60,57,62,63,173
3458,J. Fulton,"CDM, CM",72,74,2500000.0,19000.0,27,2024.0,72,62,75,45,68,69,67,59,76,82,71,75,75,182
13938,L. Carnot,"CM, CDM",62,71,875000.0,1000.0,20,2022.0,51,64,63,49,67,65,60,51,57,71,54,56,51,181
12133,L. Rodríguez,"CM, CDM",64,64,575000.0,500.0,28,2022.0,58,62,50,55,64,58,65,60,36,56,61,63,59,170
2897,T. Chalobah,"CB, CDM, CM",73,80,5500000.0,43000.0,21,2023.0,72,63,77,34,68,56,50,61,82,73,73,74,74,191
14171,C. Staring,"CB, CDM",62,74,900000.0,1000.0,20,2023.0,61,54,64,33,56,66,53,61,70,64,54,64,64,186
6055,J. Attamah,"CDM, CB",69,72,1600000.0,7000.0,27,2023.0,69,57,76,59,68,58,73,80,81,64,70,73,67,180
5707,R. Sanusi,"CM, CDM",69,69,1400000.0,7000.0,29,2022.0,64,69,74,52,69,77,72,78,72,71,72,63,61,181
13452,S. Murray,"CM, CDM, CAM",62,63,450000.0,850.0,27,2021.0,53,64,65,56,62,75,64,68,67,53,51,56,53,176
5094,Saberto Botelho,CDM,70,70,1700000.0,6000.0,21,2024.0,72,54,78,49,66,63,70,78,72,88,66,75,71,182
2335,S. Cáseres,"CDM, CM, CB",74,80,6000000.0,20000.0,24,2021.0,68,68,78,53,75,69,59,69,80,84,67,73,71,177
16643,L. Hetemi,"CM, CDM",58,67,450000.0,1000.0,21,2023.0,58,56,58,35,60,71,47,59,57,63,60,63,58,170
13481,L. O'Neil,"CM, CDM",62,62,425000.0,2000.0,27,2022.0,60,58,73,40,60,64,61,84,72,65,62,59,59,180
6015,S. Colombatto,"CM, CDM",69,74,2100000.0,10000.0,24,2022.0,60,69,71,43,71,70,58,70,69,70,64,61,58,179
12707,H. Özkan,"CDM, CB, CM",63,72,1000000.0,2000.0,23,2024.0,59,61,62,36,62,68,57,69,62,64,60,62,61,178
3162,S. Johansen,"CM, CDM",72,72,2200000.0,14000.0,30,2024.0,68,73,72,64,73,72,72,64,66,82,65,70,63,182
5716,B. O'Neill,"CDM, CM",69,70,1400000.0,3000.0,27,2024.0,65,68,78,55,66,76,65,87,74,68,66,67,65,179
4498,J. Bijol,"CDM, CB",71,79,4000000.0,20000.0,22,2023.0,71,63,77,55,67,53,71,76,84,68,70,72,70,190
14335,G. Miceli,CDM,62,69,750000.0,2000.0,23,2022.0,57,62,50,38,75,59,57,59,42,62,54,63,61,169
12226,Y. Hirano,CDM,64,67,700000.0,3000.0,25,2023.0,61,57,63,33,63,72,46,66,58,67,64,64,62,174
5970,Roldão Riso,"CDM, CB",69,69,1200000.0,13000.0,29,2024.0,70,69,68,54,71,72,53,62,71,52,66,72,66,177
3285,F. Gutiérrez,"CM, CDM",72,72,2200000.0,10000.0,30,2022.0,60,73,60,66,71,80,73,42,55,73,66,66,53,175
2138,J. Hendrix,"CDM, CM",74,76,4700000.0,39000.0,26,2024.0,72,67,76,54,77,69,71,75,73,80,74,72,73,181
4376,A. Bernede,"CDM, CM",71,78,3600000.0,13000.0,22,2023.0,67,67,66,52,69,72,66,36,64,72,66,72,66,177
2777,Walace,"CDM, CM",73,75,3400000.0,13000.0,26,2024.0,68,68,72,68,73,60,78,55,74,79,73,68,62,188
12096,I. Kébé,CDM,64,74,1200000.0,2000.0,20,2022.0,61,55,76,41,62,61,74,65,82,72,61,62,61,185
1895,Y. Neyou,"CDM, CM, CAM",75,80,8000000.0,23000.0,24,2024.0,73,67,67,47,70,68,64,70,63,69,75,75,69,180
17151,C. Bombo,CDM,57,68,350000.0,2000.0,22,2022.0,55,55,57,34,56,73,51,57,59,63,55,57,58,183
5867,Han Seok Jong,"CDM, CM",69,69,1200000.0,3000.0,28,2023.0,64,63,73,43,69,64,68,74,73,62,70,64,57,184
4847,R. Azeez,"CDM, CM, CAM",70,70,1400000.0,12000.0,28,2022.0,66,63,76,50,67,69,73,90,68,72,68,67,66,169
14967,J. Tugbenyo,"CB, CDM, RB",61,74,725000.0,1000.0,19,2024.0,61,53,60,29,52,56,38,57,69,48,57,64,57,187
6343,Samú Costa,"CDM, CM",69,82,3200000.0,4000.0,20,2026.0,67,63,69,48,69,67,77,67,65,71,68,66,65,183
13084,L. Le Roux,"CDM, CM",63,74,1000000.0,600.0,21,2023.0,58,58,69,45,64,67,55,70,69,61,62,57,55,180
13074,N. Kuveljić,"CDM, CM",63,69,700000.0,1000.0,24,2023.0,60,53,73,33,56,60,57,57,80,72,67,62,60,194
12084,J. Lepenant,"CDM, CM",64,76,1300000.0,500.0,18,2022.0,60,60,63,41,63,66,53,66,56,65,61,62,60,176
6352,M. Dárdai,"CB, CDM",69,83,3100000.0,9000.0,19,2025.0,71,63,69,35,73,64,52,72,75,60,75,72,71,188
12879,P. Plewka,"CDM, CM",63,73,1000000.0,1000.0,21,2024.0,61,57,60,40,60,65,53,75,56,52,65,62,60,174
11889,S. Lahssaini,"CM, CDM",64,70,925000.0,4000.0,22,2022.0,59,60,60,47,64,64,72,63,54,63,61,60,66,179
4857,J. Vanlerberghe,"CB, CDM, CM",70,76,2200000.0,8000.0,25,2024.0,69,67,74,57,69,60,75,65,77,69,69,71,68,189
2516,M. Henriksen,"CDM, CM",73,73,2700000.0,7000.0,28,2024.0,70,69,77,67,73,60,76,81,73,75,70,71,67,187
5435,S. Sithole,"CDM, CM",70,78,3400000.0,4000.0,22,2022.0,67,64,75,42,69,56,69,58,78,75,67,69,65,188
2589,K. McLean,"CM, CDM",73,73,3000000.0,29000.0,29,2023.0,65,70,74,56,74,74,78,77,71,70,66,67,62,183
17210,M. Peltola,"CDM, CB",57,74,400000.0,500.0,18,2022.0,55,53,56,35,56,56,40,58,59,43,54,59,54,187
2526,T. Rincón,"CM, CDM",73,73,1900000.0,32000.0,33,2022.0,73,70,75,60,71,75,77,91,69,82,76,78,74,177
15928,Joselu Guerra,"CDM, CM",60,69,525000.0,1000.0,21,2022.0,60,59,50,34,63,60,45,60,42,61,57,63,62,173
2520,T. Arslan,"CDM, CM",73,73,2500000.0,13000.0,30,2022.0,69,73,67,65,75,71,82,55,65,79,74,74,67,180
1857,Joaquín,"CB, CDM",75,82,10000000.0,10000.0,25,2023.0,75,61,78,39,61,47,59,79,81,80,77,76,72,190
17191,A. Greaves,CDM,57,68,350000.0,1000.0,20,2022.0,53,51,58,33,58,62,47,69,54,63,52,54,52,177
13771,M. Karwot,CDM,62,63,375000.0,950.0,28,2022.0,57,58,74,29,57,57,59,57,75,71,58,58,58,187
5044,João Gamboa,"CDM, CM",70,74,2100000.0,4000.0,24,2022.0,67,66,73,44,71,61,68,66,75,66,67,68,66,185
3586,Pimentiscinho,"CDM, CM, CAM",72,72,2500000.0,11000.0,21,2024.0,73,69,68,44,77,73,51,63,68,67,71,73,72,178
14855,I. Elmkies,"CM, CDM",61,70,725000.0,4000.0,21,2022.0,56,61,52,48,70,74,61,63,45,55,60,55,54,172
13700,M. Jansen,"CDM, CM",62,63,375000.0,650.0,28,2022.0,60,57,66,35,61,72,53,74,64,63,59,61,59,176
15346,K. Taylor,"CM, CDM",60,69,550000.0,2000.0,22,2024.0,50,60,59,52,61,73,59,66,58,47,48,53,50,178
14867,S. Perry,"CDM, CM",61,77,800000.0,1000.0,19,2023.0,57,58,67,51,60,66,58,54,66,65,57,58,54,184
4044,D. Đoković,"CDM, CM",71,71,1300000.0,9000.0,31,2022.0,65,69,82,55,72,67,74,70,90,75,64,70,63,190
12046,F. Contreras,"CM, CDM",64,72,1300000.0,2000.0,22,2025.0,55,66,55,40,60,53,59,57,46,60,58,60,55,172
3533,G. Prömel,"CM, CDM",72,74,2900000.0,21000.0,26,2022.0,71,66,77,54,72,66,71,67,73,78,72,77,74,184
17078,A. Lesiotis,"CDM, CM, RB",57,64,300000.0,1000.0,21,2022.0,53,50,58,32,56,66,42,66,48,72,50,59,57,170
16320,Damián,"CM, CDM",59,67,475000.0,500.0,18,2022.0,52,58,60,45,67,56,70,62,57,67,50,53,63,181
4729,G. Castellani,"CAM, CM, CDM",70,70,1000000.0,2000.0,33,2021.0,60,73,76,57,73,69,80,58,80,80,66,51,36,183
5580,N. Uysal,"CDM, CB, RB",69,69,1200000.0,17000.0,30,2023.0,69,62,75,33,67,63,65,81,73,86,66,73,68,180
3609,J. Mišić,"CM, CDM, CAM",72,73,2700000.0,700.0,27,2024.0,63,73,70,66,75,67,74,74,74,63,66,65,51,184
16469,S. Fofana,CDM,59,75,550000.0,2000.0,18,2022.0,59,53,63,41,55,55,57,60,69,64,59,59,57,192
16304,J. Laws,"CB, CDM, LB",59,67,475000.0,700.0,23,2022.0,57,51,65,30,55,56,49,70,70,58,59,59,58,183
3942,A. Forshaw,"CM, CDM",71,71,1800000.0,44000.0,29,2022.0,64,72,64,57,76,76,66,43,59,69,64,73,62,174
13236,M. Horvat,CDM,63,69,700000.0,2000.0,22,2022.0,64,50,68,32,58,52,43,57,73,66,65,65,63,180
