,Name ,player_positions,overall,potential,value_eur,wage_eur,age,club_contract_valid_until,weak_foot,skill_moves,pace,shooting,passing,dribbling,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_ball_control,movement_acceleration,movement_sprint_speed,power_stamina,mentality_aggression,mentality_positioning,skill_fk_accuracy,movement_agility,mentality_penalties,height_cm
1863,R. Kristensen,"RB, RWB, RM",75,82,10500000.0,20000.0,23,2025.0,3,3,77,59,68,68,74,55,68,71,49,67,66,74,80,92,81,70,36,71,45,187
7913,M. Saito,"LM, RM",67,67,850000.0,3000.0,31,2022.0,4,3,77,65,65,68,63,64,39,66,62,68,66,80,75,55,34,65,63,77,60,169
17289,Mamadi Camará,"CAM, RM",57,73,400000.0,600.0,17,2022.0,2,3,77,49,52,63,45,52,34,56,41,63,59,80,75,52,57,49,41,80,45,174
7843,C. Lombardi,RM,67,67,1100000.0,16000.0,25,2022.0,3,3,77,63,59,72,68,62,54,65,52,73,74,77,77,34,38,64,34,79,52,180
2844,M. Svanberg,"CM, CDM, RM",73,80,6000000.0,22000.0,22,2023.0,3,3,77,66,74,76,68,64,32,78,53,76,78,74,79,72,65,58,63,76,57,185
17380,B. Kukułowicz,"RWB, RM",57,65,350000.0,1000.0,20,2023.0,2,2,77,41,42,55,52,42,53,39,22,54,52,78,76,72,54,37,32,71,39,181
8264,E. Amenyido,"ST, LM, RM",67,73,1600000.0,6000.0,23,2024.0,3,3,77,62,57,67,57,66,61,62,54,67,67,83,72,76,57,67,57,70,46,180
17351,Ș. Pănoiu,"CM, LM, RM",57,72,375000.0,550.0,18,2022.0,2,2,77,55,56,61,45,56,60,65,45,60,60,72,81,58,57,53,50,72,57,177
1736,H. Wilson,"CAM, RM",75,81,9000000.0,42000.0,24,2026.0,3,3,77,78,75,75,76,75,46,74,71,73,75,79,75,72,42,75,85,79,78,173
1737,F. Honorat,"RM, LM",75,77,7500000.0,16000.0,24,2025.0,2,4,77,73,71,75,77,73,59,72,69,78,76,78,76,67,46,72,55,71,68,180
8111,S. Al Najai,"CM, CAM, RM",67,74,2000000.0,11000.0,24,2024.0,4,3,77,64,64,70,59,70,59,70,55,68,73,81,73,75,52,73,45,76,50,176
2450,I. Sosa,"RM, RW, LM",73,73,1400000.0,15000.0,34,2022.0,3,3,77,70,69,73,69,73,67,72,56,72,75,74,79,70,67,72,54,78,60,177
8041,A. Da Cruz,"ST, CF, RM",67,73,1600000.0,10000.0,24,2022.0,3,3,77,67,58,69,61,67,56,61,58,71,67,78,77,60,60,65,51,76,52,184
2383,A. Gholizadeh,"LM, RM, CM",74,76,5500000.0,13000.0,25,2022.0,3,4,77,67,68,77,65,68,34,68,58,78,78,79,75,80,62,70,65,77,55,176
16873,J. Troya,"RM, RW",58,69,450000.0,500.0,20,2025.0,3,2,77,46,52,58,53,50,31,55,36,60,52,77,77,63,39,60,40,71,40,183
2572,Wilson Eduardo,"RM, LM, ST",73,73,2900000.0,13000.0,30,2023.0,3,4,77,75,70,74,72,72,66,69,83,75,73,76,77,70,59,74,71,73,69,179
2705,F. Pardo,"RM, RW, CF",73,73,2900000.0,18000.0,30,2022.0,4,3,77,73,69,73,71,70,67,69,71,73,72,80,75,71,72,70,66,80,65,179
8202,S. Hanca,"RM, LM",67,67,1000000.0,4000.0,29,2025.0,3,3,77,61,63,68,61,63,61,64,61,64,66,78,76,70,66,62,53,86,64,182
17089,P. Patterson,"CAM, LM, RM",57,71,400000.0,500.0,20,2021.0,3,3,77,51,56,59,53,48,47,60,50,59,56,78,76,36,49,48,50,64,56,178
9625,W. Singo,"RWB, RB, RM",66,81,2000000.0,8000.0,20,2023.0,2,2,77,40,57,67,67,38,63,60,44,72,67,72,81,51,54,50,40,67,46,190
9920,M. Murzaev,"LM, RM, ST",65,65,600000.0,800.0,31,2022.0,4,3,77,62,56,66,65,63,61,57,57,65,62,76,78,75,49,59,46,79,56,183
9637,E. Pérez,"RM, RW",66,66,850000.0,500.0,28,2021.0,2,2,77,54,60,67,60,60,48,60,41,70,60,77,77,71,43,62,40,75,49,174
17013,W. Randall,"LM, RM",57,62,250000.0,2000.0,24,2022.0,3,2,77,44,50,59,44,44,43,55,39,58,59,76,77,65,36,44,44,74,46,180
17012,Zhang Yuan,"CB, RWB, RM",57,57,110000.0,2000.0,31,2022.0,3,2,77,39,50,60,51,31,59,52,32,65,50,75,78,65,56,52,36,68,37,187
2098,J. Wallace,"RW, ST, RM",74,74,4500000.0,16000.0,27,2022.0,4,4,77,70,71,75,74,72,49,70,55,76,75,78,76,86,58,73,73,80,70,178
911,A. Townsend,"RM, RW",77,77,10500000.0,74000.0,29,2023.0,4,4,77,74,75,79,78,69,48,75,72,81,79,78,77,74,76,74,78,79,76,178
8488,Ernesto,"RM, LM",67,67,1100000.0,3000.0,26,2022.0,4,3,77,64,62,67,62,64,61,61,63,66,65,78,76,70,42,66,70,73,62,173
941,D. Foulquier,"RB, RM, LB",77,77,9500000.0,32000.0,28,2025.0,3,3,77,63,70,73,74,63,68,75,45,76,74,76,78,81,70,72,40,67,49,183
3254,Á. Sepúlveda,"ST, RM, LM",72,72,2300000.0,12000.0,30,2025.0,3,3,77,69,67,71,67,69,73,68,65,71,71,76,78,73,57,74,65,80,66,180
974,A. Iwobi,"RM, LW",77,79,13000000.0,68000.0,25,2024.0,3,4,77,64,72,80,72,63,44,77,51,83,80,75,79,74,54,75,40,77,59,185
1012,Fábio Martins,"LM, CF, RM",77,77,11000000.0,16000.0,27,2022.0,3,4,77,74,72,82,73,70,69,73,65,84,80,78,76,74,71,75,58,85,70,180
15697,I. Omar,"CAM, RM",60,60,240000.0,3000.0,29,2023.0,4,3,77,53,57,64,54,49,47,59,48,64,58,81,73,58,50,56,44,78,42,167
1052,N. Nández,"CM, CDM, RM",77,82,15500000.0,31000.0,25,2024.0,3,3,77,67,72,77,65,68,57,80,50,75,78,76,77,93,87,75,52,82,55,172
1122,G. Reyna,"CAM, LM, RM",77,87,22000000.0,18000.0,18,2025.0,2,4,77,71,74,82,69,68,45,79,75,85,79,78,76,74,57,72,64,84,50,185
3287,S. Kitsiou,"RB, RM, RWB",72,73,2500000.0,10000.0,27,2023.0,3,3,77,61,66,72,63,54,58,71,47,73,70,78,77,72,70,64,57,74,41,173
9166,J. Lewis,"LM, LW, RM",66,71,1300000.0,2000.0,24,2026.0,3,3,77,65,59,72,58,67,52,67,52,74,68,77,77,57,52,62,41,80,53,170
15462,M. Perez,"ST, RM",60,69,550000.0,1000.0,22,2021.0,3,3,77,57,53,58,55,60,54,60,35,57,59,78,77,57,55,60,40,70,43,184
15502,O. Crankshaw,"LM, RM",60,69,550000.0,3000.0,22,2023.0,3,2,77,51,51,64,55,49,42,52,48,65,62,77,77,70,55,46,52,72,53,182
769,Ayoze Pérez,"RW, RM",78,78,15000000.0,95000.0,27,2023.0,4,4,77,73,72,80,70,73,77,76,77,81,80,79,76,79,74,82,60,81,73,178
8518,B. Carabalí,"RM, LB, RB",67,71,1500000.0,500.0,23,2024.0,4,2,77,30,62,66,66,32,50,67,21,67,66,80,75,73,50,68,32,72,30,168
10289,M. Listkowski,"CM, RM, RW",65,72,1400000.0,1000.0,23,2025.0,3,3,77,58,62,71,49,60,49,70,52,72,70,79,76,76,64,61,30,76,63,178
3325,Cristiano,"RM, LM, ST",72,72,1100000.0,9000.0,34,2022.0,4,3,77,71,69,69,70,70,66,68,68,69,71,78,77,73,74,73,72,73,65,183
1404,Pol Lirola,"RWB, RM, RB",76,79,9500000.0,27000.0,23,2026.0,3,3,77,57,70,75,78,60,62,72,58,77,75,78,76,78,70,66,30,70,30,183
7800,S. Lundholm,"RW, RM",67,67,1100000.0,2000.0,27,2021.0,3,3,77,60,61,70,65,59,45,63,59,68,69,81,74,71,42,63,58,86,63,176
17615,L. Brooks,RM,56,68,350000.0,1000.0,20,2022.0,3,2,77,47,47,59,55,49,31,48,35,58,56,79,76,54,42,44,40,68,47,179
17608,Z. Al-Hussaini,"CAM, LM, RM",56,68,350000.0,2000.0,21,2023.0,2,3,77,49,51,59,48,50,37,54,40,59,56,78,76,51,33,49,40,75,50,173
17592,R. Ishida,"RM, RB",56,70,350000.0,650.0,19,2023.0,3,2,77,42,50,58,51,43,45,56,28,57,56,76,77,59,60,43,34,73,35,175
16013,R. Pyke,"ST, RM",59,65,350000.0,2000.0,23,2023.0,3,2,77,55,42,62,36,59,52,50,40,58,62,76,78,63,33,61,30,78,54,175
1224,J. Schmid,"RB, RM, RWB",76,76,5500000.0,25000.0,31,2025.0,3,3,77,63,76,76,83,57,58,75,63,77,76,75,78,79,77,67,87,76,62,179
8407,L. Miranda,"RM, ST",67,72,1500000.0,800.0,23,2024.0,3,3,77,57,57,68,64,64,65,63,41,68,66,75,78,73,30,69,39,76,55,168
1257,N. López,"RM, CAM, ST",76,76,8000000.0,43000.0,27,2023.0,3,3,77,78,70,79,72,79,69,73,72,81,77,77,77,63,42,78,54,82,66,178
9315,T. Vlietinck,"RB, RM",66,71,1200000.0,6000.0,23,2022.0,4,3,77,57,64,68,71,58,59,66,66,67,68,75,79,62,32,64,58,76,54,179
9326,Han Seung Gyu,"CAM, CM, RM",66,70,1200000.0,3000.0,24,2021.0,4,4,77,57,64,68,62,54,45,66,42,68,67,73,80,68,63,63,55,78,47,174
1290,Rony Lopes,"RW, LW, RM",76,78,9500000.0,2000.0,25,2024.0,3,4,77,72,75,78,78,71,38,74,56,77,78,82,73,68,39,75,73,83,65,174
3022,A. Laurienté,"RM, RW",73,80,6000000.0,14000.0,22,2024.0,3,3,77,72,70,76,72,67,43,70,75,78,75,77,77,63,47,70,83,72,54,171
17802,S. Singh,"RM, LM",55,55,120000.0,550.0,29,2022.0,4,2,77,52,48,56,53,52,41,49,47,56,54,76,78,45,46,50,39,64,47,178
2987,E. Kılınç,"RM, CM, LM",73,73,3300000.0,40000.0,26,2024.0,2,3,77,69,67,74,64,68,38,72,49,74,72,80,74,83,52,68,50,84,67,174
12149,E. Zeballos,RM,64,78,1400000.0,2000.0,19,2025.0,2,3,77,53,56,69,65,50,34,55,52,71,67,78,77,66,40,55,56,78,58,170
5463,L. Abada,"RM, ST",70,79,3400000.0,15000.0,19,2026.0,3,3,77,66,63,75,65,67,39,66,58,74,72,78,77,70,34,64,42,90,52,168
7362,M. Luna Diale,"RW, RM, ST",68,77,2700000.0,6000.0,22,2025.0,3,3,77,64,62,71,63,65,63,63,51,68,70,82,73,53,56,70,49,82,57,173
12943,H. López Muñoz,"CAM, LM, RM",63,75,1200000.0,2000.0,20,2022.0,2,3,77,58,58,69,54,59,38,62,57,70,66,78,76,55,49,59,44,77,48,168
7367,A. Muñoz,"LM, RM, CF",68,74,1900000.0,500.0,23,2023.0,4,2,77,64,64,67,64,65,55,66,62,66,66,78,76,71,56,69,54,70,58,166
12215,A. Martínez,"LM, RM",64,68,850000.0,3000.0,23,2022.0,3,2,77,51,55,70,58,51,49,62,46,72,67,79,75,65,54,54,42,75,40,170
12870,K. Velasco,"LM, RM",63,68,725000.0,500.0,24,2024.0,2,3,77,44,55,67,55,42,39,60,40,66,65,80,75,71,35,58,50,79,55,172
6769,G. Graciani,"RM, RB",68,68,1200000.0,6000.0,28,2021.0,2,3,77,64,62,69,61,62,62,66,50,70,67,76,78,75,68,63,40,74,37,179
10889,K. Nakayama,"RM, RW",65,68,975000.0,1000.0,24,2022.0,3,3,77,62,61,65,64,59,37,61,53,65,63,70,82,70,34,64,55,73,55,177
12885,M. Młyński,"LM, RM",63,76,1200000.0,1000.0,20,2025.0,3,3,77,54,57,63,54,59,60,61,35,62,61,75,79,77,63,63,51,74,57,178
10984,T. Akimoto,"LB, LM, RM",65,71,1100000.0,3000.0,23,2022.0,2,2,77,64,62,65,62,65,62,67,61,64,60,82,73,81,69,62,61,76,64,170
13057,D. Kocyła,"LM, RM",63,76,1100000.0,500.0,18,2022.0,3,3,77,58,55,62,57,62,52,58,42,60,63,76,77,74,61,60,32,73,60,180
3888,Go Yo Han,"RM, CM, ST",71,71,1200000.0,5000.0,33,2022.0,3,3,77,61,68,70,64,63,58,74,50,65,67,81,74,90,67,68,62,91,52,170
13101,E. Roldán,"RW, RM",63,72,1100000.0,2000.0,20,2023.0,3,2,77,61,56,67,57,64,43,58,63,69,67,78,77,65,33,58,39,72,49,176
3869,J. Lens,"RM, LM",71,71,1200000.0,25000.0,33,2022.0,4,4,77,70,68,73,71,68,63,68,77,73,72,78,77,62,51,68,68,72,63,178
13827,M. Hausjell,RM,62,69,800000.0,2000.0,22,2022.0,3,2,77,61,56,63,62,59,28,56,59,62,61,81,73,62,30,57,42,75,46,176
10951,C. Olivera,"RM, LM",65,81,1800000.0,500.0,19,2025.0,3,3,77,59,62,69,64,57,39,64,50,69,68,79,76,50,50,60,47,77,58,170
13031,N. Gioacchini,"ST, RM",63,77,1200000.0,1000.0,20,2022.0,3,2,77,64,47,58,31,72,54,62,44,55,64,76,77,56,33,64,30,58,66,183
5416,R. Caicedo,"RB, RM, RW",70,70,1200000.0,600.0,31,2025.0,3,3,77,48,64,64,70,57,39,69,31,62,65,76,78,77,50,58,34,70,49,184
10627,Juan Cruz,"LM, CAM, RM",65,78,1800000.0,4000.0,21,2023.0,3,3,77,62,61,69,64,63,42,63,52,71,67,76,77,40,43,64,61,77,63,177
11647,P. Sohm,"ST, RM, LM",64,64,575000.0,5000.0,29,2022.0,4,2,77,63,58,64,62,63,48,60,57,62,64,76,77,85,48,65,37,72,54,186
12555,Bae Jae Woo,"RB, RM",63,63,425000.0,2000.0,28,2021.0,3,2,77,28,49,59,61,31,42,53,26,59,55,78,76,61,54,59,31,63,23,174
11673,A. Yamga,"RM, RB",64,67,800000.0,3000.0,24,2022.0,3,3,77,57,58,64,61,56,59,60,52,65,64,71,81,68,66,60,46,68,59,188
6615,M. Tosetti,RM,68,68,1200000.0,11000.0,29,2023.0,4,3,77,57,67,66,69,57,44,68,56,65,68,75,79,66,48,67,58,71,57,177
11575,R. Edwards,"LM, RM",64,65,700000.0,2000.0,25,2021.0,2,3,77,54,59,67,58,54,60,63,49,69,63,78,76,64,72,58,39,78,49,175
4430,J. Álvarez,"RM, RW",71,74,2500000.0,10000.0,25,2021.0,3,3,77,61,65,72,63,62,38,67,48,74,72,78,77,74,46,63,42,72,59,176
6116,V. van Crooij,"RM, LM, CAM",69,72,1800000.0,5000.0,25,2024.0,4,3,77,69,64,69,67,68,55,63,62,68,69,75,79,81,75,64,69,77,62,177
6084,R. Sandoval,"LM, RM, RW",69,70,1600000.0,500.0,26,2021.0,4,3,77,66,62,70,65,66,57,65,58,73,67,79,75,78,31,64,63,75,67,171
10830,D. Sarmiento,"LM, RM",65,83,1800000.0,1000.0,18,2026.0,3,3,77,61,58,71,65,63,41,56,59,72,67,79,76,53,38,59,47,82,62,167
6019,L. Gómez,"RB, CM, RM",69,74,1900000.0,7000.0,25,2022.0,3,3,77,60,63,71,68,60,50,64,48,70,67,78,77,80,58,67,45,85,48,163
6704,R. Leipertz,"RM, ST",68,68,1200000.0,10000.0,28,2022.0,4,3,77,67,62,66,62,68,56,66,59,63,69,83,72,90,50,68,63,72,58,183
6573,T. Ince,"RM, RW, ST",68,68,1200000.0,12000.0,29,2022.0,3,4,77,65,65,72,66,63,40,66,52,70,71,78,77,60,38,64,71,82,68,178
13756,F. Sucsuz,"LM, LB, RM",62,65,525000.0,850.0,25,2022.0,4,3,77,44,60,63,63,44,45,64,31,61,58,82,73,68,48,54,65,85,38,172
13296,L. McCowan,RM,63,70,975000.0,2000.0,23,2023.0,3,3,77,60,56,65,59,61,49,56,48,64,62,77,77,72,45,61,52,83,55,177
14997,C. Edoojon Kawakami,"RM, LM, RB",61,68,650000.0,800.0,23,2022.0,3,2,77,53,54,64,51,51,43,59,45,65,60,79,76,64,58,49,50,72,55,167
13663,M. Sanoh,"RM, LM",62,62,450000.0,1000.0,25,2022.0,3,3,77,54,51,62,62,53,47,49,58,59,67,77,77,64,58,63,37,74,33,174
4845,Pablo Valcarce,"LM, RM, CAM",70,70,1600000.0,5000.0,28,2022.0,3,4,77,67,66,71,68,66,47,67,50,69,69,77,77,75,58,65,56,82,57,173
5086,Natinho Mestres,RM,70,70,1600000.0,20000.0,29,2024.0,3,2,77,64,65,72,69,68,36,71,40,73,73,78,77,72,37,55,50,78,52,170
11263,F. Darwish,"RB, RM",64,64,525000.0,6000.0,29,2023.0,4,3,77,56,59,65,61,54,51,60,43,63,65,78,76,71,55,58,61,73,45,176
12009,R. Sosa,"RM, LM",64,74,1300000.0,500.0,21,2021.0,3,2,77,52,57,66,60,63,41,63,33,69,64,76,77,66,58,60,30,75,42,178
5259,Y. Bárcenas,"LM, RM, ST",70,70,1700000.0,12000.0,27,2022.0,4,4,77,67,64,71,67,70,40,64,55,72,68,78,77,79,36,67,71,83,56,175
13264,M. Aydin,"RWB, RM",63,77,1100000.0,1000.0,19,2022.0,3,2,77,55,59,66,58,52,50,62,48,65,66,79,75,64,62,58,52,80,53,179
5104,José Arnáiz,"LM, ST, RM",70,71,1900000.0,7000.0,26,2023.0,4,4,77,73,65,72,68,71,67,66,62,73,69,80,75,73,42,67,61,80,67,174
4902,G. Lezcano,"RM, RW",70,70,750000.0,8000.0,34,2021.0,4,3,77,66,64,72,71,65,65,62,59,71,70,74,79,72,61,72,57,81,65,170
11880,J. Grzesik,"RB, RM",64,67,700000.0,1000.0,26,2022.0,2,2,77,52,57,63,62,48,57,63,39,61,61,80,75,75,66,57,33,68,35,178
13684,B. Tabla,"LM, RM, CAM",62,70,900000.0,1000.0,22,2021.0,4,4,77,58,59,71,59,53,43,62,55,73,66,82,73,30,60,54,54,90,45,174
4962,Tang Miao,"RB, RM, RWB",70,70,1400000.0,8000.0,30,2021.0,3,3,77,29,64,69,67,21,44,70,30,65,70,81,73,90,67,53,33,84,43,177
13594,Zheng Dalun,"RM, LM, RB",62,62,425000.0,2000.0,27,2022.0,4,3,77,56,55,65,54,54,60,58,46,65,61,76,77,74,51,51,38,81,45,170
13151,J. Naschberger,"CM, CDM, RM",63,72,1100000.0,2000.0,21,2024.0,3,3,77,57,60,66,54,57,40,66,50,66,63,75,79,80,58,58,44,74,44,173
6863,J. Strauß,"RM, RB, LB",68,69,1400000.0,4000.0,25,2022.0,3,2,77,52,63,68,67,53,46,67,37,65,67,76,77,76,67,63,40,80,47,177
13634,A. Casquete,RM,62,68,625000.0,500.0,23,2026.0,2,2,77,49,58,64,51,45,40,63,44,63,64,76,78,72,44,52,47,80,48,175
7029,D. Sinik,"LM, RM, CM",68,76,2700000.0,7000.0,22,2024.0,4,3,77,51,63,72,63,49,47,65,46,73,70,76,78,72,43,66,45,77,59,175
6989,B. Garnica,RM,68,71,1600000.0,6000.0,25,2022.0,3,3,77,61,64,70,70,59,40,67,52,72,65,77,77,67,75,65,40,82,50,167
6358,Rubén Díez,"RM, ST, CM",69,69,1500000.0,5000.0,27,2025.0,3,4,77,68,64,69,57,71,50,65,60,67,69,78,77,72,60,68,72,79,62,166
2962,A. Barkok,"CAM, RM, CM",73,79,4800000.0,19000.0,23,2022.0,3,4,78,66,69,78,64,69,60,74,57,81,81,71,84,65,60,67,60,75,53,189
11212,J. Meza,"CM, RM, CAM",64,64,230000.0,500.0,35,2025.0,3,3,78,64,60,68,45,60,39,70,57,67,66,80,77,78,35,60,70,78,65,165
6696,Nono,"RM, LM",68,68,1200000.0,4000.0,30,2023.0,3,3,78,69,66,67,66,64,64,68,65,64,65,80,77,70,46,68,70,84,65,170
1134,L. Provod,"CM, LM, RM",77,82,16000000.0,1000.0,24,2024.0,4,3,78,74,77,77,78,70,70,76,72,77,77,77,79,90,80,75,72,75,69,189
9614,B. Rollheiser,"RW, RM",66,76,1900000.0,4000.0,21,2022.0,2,3,78,62,60,71,62,60,47,61,60,72,68,80,77,65,55,63,50,77,59,175
7243,E. Castillo,"RM, LM, ST",68,69,1400000.0,9000.0,26,2024.0,3,3,78,66,58,70,68,68,58,62,54,70,70,80,77,71,44,68,40,81,62,180
12718,A. Al Najjar,"RM, LM",63,69,750000.0,6000.0,24,2022.0,3,3,78,55,60,64,60,54,42,61,48,63,64,77,78,64,54,54,60,72,53,175
10805,R. Postema,"ST, RM",65,79,1700000.0,2000.0,19,2024.0,4,2,78,67,51,62,53,69,62,61,57,60,62,77,79,66,33,65,42,66,65,175
11497,Nacho Gil,"LM, RM, CM",64,65,700000.0,2000.0,25,2022.0,4,3,78,60,61,64,58,58,30,59,51,61,60,80,77,62,55,64,67,77,59,168
2913,N. Molina,"RWB, RM",73,81,6500000.0,11000.0,23,2026.0,3,2,78,64,67,72,72,68,60,71,58,74,71,79,77,79,70,70,32,74,38,175
12526,J. Sellars,"LM, RM, CM",63,65,600000.0,1000.0,25,2021.0,3,3,78,59,58,64,56,58,44,62,52,64,60,83,74,70,39,56,54,85,62,173
2116,Rubén Sobrino,"ST, RM",74,74,4200000.0,28000.0,29,2024.0,4,3,78,76,62,72,58,76,70,69,74,71,77,79,78,60,68,74,57,72,66,185
2132,Gilberto,"RB, RM",74,74,3800000.0,12000.0,28,2025.0,2,3,78,55,68,70,73,52,64,71,38,69,70,80,76,77,78,71,65,71,51,181
6995,A. Muyl,"RM, LM",68,71,1600000.0,4000.0,25,2022.0,2,3,78,59,59,67,63,60,70,65,43,67,68,80,76,91,85,67,30,75,53,180
10719,J. Larsson,"RM, LM",65,72,1500000.0,1000.0,22,2023.0,3,3,78,58,55,66,60,60,48,61,48,66,65,79,78,71,44,64,27,71,60,179
811,Everticinho,"RB, RM, CM",78,78,15000000.0,13000.0,21,2024.0,3,4,78,71,71,76,76,69,60,76,71,76,75,84,73,88,73,76,68,77,64,176
6974,Kaio Aldair,"RB, RM",68,68,1100000.0,6000.0,29,2024.0,3,2,78,56,62,66,68,52,58,67,55,62,71,74,81,63,62,60,49,67,64,175
11605,J. Cortizo,"LM, RM",64,67,775000.0,5000.0,25,2024.0,3,3,78,62,61,67,63,62,53,65,60,65,65,77,78,53,70,53,54,84,63,172
10169,B. Sørmo,"RB, RM",65,71,1100000.0,3000.0,24,2026.0,3,3,78,44,56,62,56,41,52,62,42,64,62,74,81,74,59,57,35,66,47,187
8503,Bruno Pascua,"RW, RM",67,67,850000.0,500.0,31,2021.0,4,4,78,62,58,64,57,70,33,59,45,58,65,80,77,78,39,76,56,75,42,175
1982,M. Layún,"RB, CM, RM",74,74,2200000.0,34000.0,33,2024.0,5,3,78,71,69,75,64,66,61,70,66,76,77,77,78,84,69,71,74,66,74,183
3056,M. Olise,"CAM, RM, LM",73,85,7000000.0,22000.0,19,2026.0,2,4,78,64,74,77,70,61,36,75,53,74,77,80,77,69,66,65,65,91,67,184
5859,E. Hansson,"LM, RM",69,76,2800000.0,6000.0,23,2024.0,3,3,78,59,65,73,65,63,30,68,45,73,71,79,77,65,32,63,65,86,60,172
18198,M. Dilmurat,"RB, RM",54,62,230000.0,2000.0,23,2021.0,3,2,78,49,51,55,58,51,41,53,47,50,58,76,80,66,43,51,34,61,53,169
11537,S. Kobayashi,"RM, CF, ST",64,64,625000.0,1000.0,27,2022.0,3,2,78,64,58,63,61,63,43,62,41,65,63,74,81,67,59,62,35,63,40,176
10755,Berto Cayarga,"LM, RM",65,71,1100000.0,2000.0,24,2022.0,4,4,78,63,61,65,60,60,31,58,70,63,62,80,76,64,42,61,72,80,64,170
10762,F. Achim,"RB, RM",65,65,625000.0,2000.0,29,2023.0,2,2,78,53,61,63,65,55,57,63,39,61,65,76,79,72,61,54,50,73,52,178
2172,I. Pussetto,"ST, RM",74,78,6000000.0,45000.0,25,2022.0,4,3,78,73,63,77,65,76,67,70,64,80,76,79,77,67,33,78,42,76,69,180
5113,S. Mosquera,"LM, LW, RM",70,71,1900000.0,10000.0,26,2021.0,3,3,78,63,65,71,66,60,55,70,57,73,69,80,76,70,59,64,46,78,59,168
12647,William de Amorim,"LM, RM",63,63,475000.0,2000.0,29,2024.0,4,3,78,61,61,64,59,58,51,62,63,63,64,77,79,48,45,58,58,79,60,180
2146,F. Pizzini,RM,74,74,4500000.0,14000.0,27,2023.0,3,4,78,69,72,78,71,69,60,75,59,79,75,81,75,67,54,69,51,82,63,178
953,B. Traoré,"RM, RW",77,78,12500000.0,57000.0,25,2024.0,1,4,78,73,73,82,73,75,66,74,72,82,86,77,79,69,60,73,73,88,69,181
10738,R. Grădinaru,"RM, LM, RB",65,66,850000.0,3000.0,25,2025.0,2,3,78,62,61,64,63,59,41,63,60,63,65,75,80,71,59,60,53,71,52,180
961,V. Lazaro,"RM, RB",77,80,14000000.0,76000.0,25,2022.0,3,4,78,69,75,78,78,68,49,76,72,80,76,82,74,68,65,75,69,80,67,180
5005,T. Mauricio,"CAM, RM, LM",70,71,1800000.0,5000.0,27,2024.0,3,4,78,67,65,74,65,69,43,67,61,72,73,82,75,69,42,68,62,87,68,169
7763,J. Salinas,"CAM, LM, RM",67,67,1000000.0,500.0,29,2021.0,4,2,78,55,67,69,62,55,50,71,38,71,63,75,80,47,47,62,52,82,51,169
11529,Kim Byeom Yong,"RM, CDM, RB",64,64,575000.0,1000.0,30,2022.0,5,2,78,55,61,64,71,44,65,61,62,66,63,79,78,71,51,54,47,72,53,181
4848,C. Jean,"ST, RM",70,72,2000000.0,16000.0,25,2023.0,3,3,78,70,69,74,73,69,63,70,69,71,73,80,77,62,52,73,59,88,64,170
11053,C. Yanis,"RM, LM",65,68,950000.0,3000.0,25,2023.0,4,4,78,51,58,68,64,59,31,60,43,71,64,79,77,60,32,58,37,78,46,170
7947,C. Chaplin,"CAM, LM, RM",67,73,1600000.0,4000.0,24,2024.0,3,3,78,68,60,71,52,70,55,64,67,69,68,80,77,72,45,67,68,82,59,168
6876,S. Ojo,"RM, RW, LM",68,74,1900000.0,28000.0,24,2022.0,3,3,78,61,62,69,64,64,44,65,44,71,68,79,77,60,48,66,50,70,65,179
8073,T. Sekine,"RM, LM",67,68,1200000.0,5000.0,26,2022.0,4,3,78,59,61,68,66,60,38,64,44,66,62,83,74,78,59,67,39,91,45,167
13003,K. Ofori,"LM, RM",63,75,1100000.0,2000.0,19,2023.0,3,3,78,60,56,72,48,53,47,62,57,71,69,78,78,53,51,52,52,87,57,172
1452,Bryan Gil,"LM, RM, CAM",76,86,16500000.0,52000.0,20,2026.0,3,3,78,67,72,81,77,73,34,74,62,82,78,79,77,46,32,79,72,89,47,175
5457,Francisco Conceição,RM,70,86,4000000.0,3000.0,18,2023.0,2,4,78,61,63,76,60,62,36,66,60,77,76,81,75,64,38,61,48,75,59,170
1450,A. Hložek,"ST, LM, RM",76,87,16000000.0,500.0,18,2022.0,4,3,78,75,71,76,69,75,71,72,73,77,77,79,77,76,70,75,64,69,66,188
2348,D. Lainez,"RM, CM, CAM",74,83,9500000.0,15000.0,21,2024.0,3,4,78,64,70,80,72,64,48,75,64,81,77,85,73,61,61,71,50,89,66,168
2698,F. Mora,"ST, RM",73,73,3300000.0,8000.0,27,2022.0,3,3,78,73,55,71,32,75,71,66,66,71,71,82,74,69,40,74,40,74,68,175
9517,A. Lomovitskiy,"RM, LM",66,74,1900000.0,12000.0,23,2023.0,3,3,78,55,61,70,63,48,39,66,60,75,68,79,78,52,41,60,42,71,67,181
2502,M. Phillips,"RW, RM",73,73,2900000.0,37000.0,30,2024.0,4,4,78,70,70,73,78,67,54,67,58,74,73,79,78,67,54,70,48,74,61,183
13801,B. Galván,"LM, LWB, RM",62,77,950000.0,1000.0,20,2021.0,3,2,78,55,58,62,54,60,58,62,43,63,58,82,74,63,55,59,60,73,42,166
8010,H. Tijanovich,"LM, ST, RM",67,70,1300000.0,5000.0,25,2022.0,3,3,78,66,59,68,55,71,52,64,52,67,68,77,78,63,56,67,47,75,58,173
