,Name ,player_positions,overall,potential,value_eur,wage_eur,age,club_contract_valid_until,weak_foot,skill_moves,pace,shooting,passing,dribbling,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_ball_control,movement_acceleration,movement_sprint_speed,power_stamina,mentality_aggression,mentality_positioning,skill_fk_accuracy,movement_agility,mentality_penalties,height_cm
9146,H. Chapman,"LW, RW",66,73,1700000.0,12000.0,23,2021.0,3,3,76,59,61,70,62,57,45,62,60,72,65,83,70,64,55,59,52,83,54,172
7371,Anderson Oliveira,"RW, LW",68,77,2700000.0,4000.0,22,2023.0,4,3,76,60,60,73,60,61,38,66,60,74,73,78,74,61,48,63,39,83,60,171
12589,A. Al Zain,"LW, RW",63,63,475000.0,5000.0,29,2022.0,4,3,76,58,56,66,59,57,55,58,60,67,64,74,78,72,57,60,44,75,46,182
5836,C. Mahoney,"RW, LW",69,74,2100000.0,7000.0,24,2022.0,4,3,76,63,63,72,73,65,35,59,48,75,70,77,76,63,35,56,59,77,49,175
15629,Hong Si Hoo,"ST, LW",60,75,600000.0,850.0,20,2022.0,3,4,76,59,56,63,55,60,44,60,58,64,60,71,80,63,40,60,50,75,52,173
1952,Marcos André,"ST, LW, CAM",75,81,9000000.0,29000.0,24,2026.0,4,3,76,78,59,72,51,80,74,69,69,73,74,78,74,68,62,77,45,73,61,184
14004,J. Burroughs,"RWB, CM, LWB",62,76,925000.0,3000.0,20,2022.0,4,2,76,48,58,59,61,43,48,65,47,60,58,73,79,57,80,55,35,62,49,188
11965,E. Just,"LW, RW",64,75,2850451.813201148,9017.989362811555,21,2031.0,4,3,76,60,61,66,62,60,43,62,54,65,64,77,75,59,44,60,56,74,55,174
3736,A. Cruz,"LB, LWB",72,78,3500000.0,24000.0,23,2024.0,2,3,76,37,65,68,67,34,65,68,35,67,67,74,78,79,63,58,60,74,42,173
6978,Vagnão Junior,"ST, CF, LW",68,68,1200000.0,7000.0,29,2024.0,4,3,76,68,62,75,64,74,71,62,71,75,71,84,69,63,31,72,65,91,64,172
13962,A. Mihaiu,"RW, LW",62,68,650000.0,1000.0,22,2022.0,2,3,76,55,56,62,60,57,35,61,50,60,63,80,72,63,26,61,32,72,54,179
7973,M. Johnson,"LM, LWB, LW",67,67,975000.0,3000.0,30,2023.0,2,3,76,60,62,68,67,59,45,64,54,68,67,78,75,71,41,60,56,76,53,178
11974,J. Núñez,"LW, RW",64,65,725000.0,500.0,24,2021.0,3,4,76,56,58,66,61,60,42,61,35,72,60,77,75,55,40,58,57,70,44,167
9622,M. Taabouni,"CAM, LW",66,83,2200000.0,2000.0,19,2022.0,3,4,76,55,62,72,50,54,43,66,53,71,70,78,74,58,50,55,55,81,55,170
3645,T. Tissoudali,"ST, RW, LW",72,72,2400000.0,18000.0,28,2023.0,4,4,76,71,67,76,65,75,58,73,73,76,75,77,75,77,38,74,66,81,55,182
9944,J. Keohane,"RB, LB, LWB",65,65,625000.0,3000.0,30,2023.0,4,3,76,53,55,61,61,55,50,56,45,61,61,76,76,88,56,58,53,68,46,180
13687,C. O'Toole,"LB, LWB",62,66,525000.0,2000.0,23,2023.0,2,2,76,32,50,62,57,34,49,52,31,61,57,73,79,73,42,63,31,79,30,175
13721,M. Wasielewski,"RWB, RB, LWB",62,62,375000.0,2000.0,27,2022.0,3,2,76,34,54,58,60,33,44,55,32,53,60,78,74,65,57,49,41,69,34,172
13779,D. Lloyd,"LW, LM, ST",62,62,400000.0,2000.0,29,2023.0,2,3,76,61,57,63,56,61,40,58,55,62,58,72,79,71,44,61,41,82,54,171
11044,O. Dasa,"LW, LM",65,72,1500000.0,2000.0,22,2024.0,2,3,76,64,58,68,64,68,47,65,63,72,65,75,77,73,28,54,47,64,59,171
16461,D. De Neve,"LM, LW, LWB",59,73,550000.0,2000.0,20,2022.0,3,2,76,55,55,58,60,56,37,56,48,59,58,81,72,55,34,50,36,57,57,175
16852,P. Weah,"RW, LW",58,76,500000.0,500.0,17,2024.0,4,4,76,48,50,63,51,53,39,55,37,64,65,77,76,53,27,49,32,71,48,185
2150,M. Bíttolo,"LB, LWB",74,74,3100000.0,13000.0,31,2023.0,2,3,76,46,72,70,82,44,59,74,35,70,69,72,80,74,67,59,38,67,47,170
2145,J. Ramírez,"CM, LM, LW",74,74,4200000.0,16000.0,28,2024.0,3,3,76,70,71,78,64,73,47,76,49,79,78,78,75,81,70,72,56,78,68,174
16453,J. Sarmiento,"RW, LW",59,71,525000.0,5000.0,19,2023.0,3,2,76,58,53,61,59,60,43,53,52,64,61,75,77,45,30,51,46,63,60,182
11009,R. Oratmangoen,"CAM, LW, RW",65,73,1600000.0,2000.0,23,2023.0,3,3,76,60,63,66,66,62,31,67,46,68,64,77,76,65,30,58,33,68,51,180
9436,Y. Armougom,"LB, LWB, LM",66,71,1200000.0,2000.0,23,2023.0,3,2,76,42,56,65,64,32,49,63,27,64,64,78,75,69,61,55,45,70,40,173
8667,M. Mohebi,"LW, RW",67,73,1600000.0,2000.0,23,2024.0,3,2,76,67,58,70,63,67,58,59,68,72,74,73,78,64,35,57,46,63,60,186
12065,N. Fernández Mercau,"LM, LWB, LB",64,74,1300000.0,3000.0,21,2023.0,3,3,76,53,58,65,62,51,50,60,51,65,65,77,75,65,58,58,51,72,35,172
4407,Yuri Ribeiro,"LWB, LB",71,76,2600000.0,6000.0,24,2024.0,3,3,76,51,67,72,68,46,63,70,53,70,72,76,76,70,65,70,50,79,41,180
1655,S. Larsson,"LW, ST",75,75,5500000.0,18000.0,28,2023.0,2,4,76,72,73,80,66,69,40,75,66,82,78,75,76,71,47,70,78,84,55,180
10851,N. Ogbeta,"LWB, LB",65,76,1500000.0,2000.0,20,2022.0,3,3,76,46,51,63,60,43,48,53,38,63,62,77,76,79,52,55,39,68,36,191
12939,G. Ganea,"ST, LW, RW",63,74,1100000.0,2000.0,22,2022.0,3,3,76,59,57,64,58,62,60,59,53,62,64,75,76,70,48,64,46,74,56,179
1412,Davidson,"LM, LW",76,76,7000000.0,16000.0,30,2023.0,3,4,76,75,71,78,72,73,60,72,64,76,79,77,76,90,72,77,69,83,71,177
10096,R. Haynes,"LWB, LB",65,68,875000.0,3000.0,25,2022.0,3,2,76,55,58,61,62,58,55,54,42,61,59,75,76,86,61,59,61,72,57,184
5492,J. Meredith,"LB, LWB",69,69,725000.0,2000.0,33,2022.0,2,3,76,44,61,63,63,40,64,62,25,63,64,74,77,83,55,56,24,63,45,179
5303,M. Bülter,"CF, LW",70,70,1600000.0,9000.0,28,2024.0,3,3,76,72,65,72,70,72,57,68,67,73,71,77,75,74,64,69,44,72,54,188
264,B. Chilwell,"LWB, LB",82,86,40500000.0,100000.0,24,2025.0,3,3,76,53,77,78,82,49,68,79,42,78,81,77,75,88,73,74,67,70,52,178
9997,M. Koné,"ST, LW, RW",65,65,725000.0,4000.0,29,2022.0,3,3,76,64,58,69,60,64,56,62,55,69,68,77,76,65,66,65,56,76,57,176
9575,D. Kother,LW,66,75,1900000.0,4000.0,21,2024.0,3,2,76,60,54,70,64,64,46,59,54,72,69,78,74,58,33,60,37,77,49,180
1811,M. Pjaca,"LW, RW, CAM",75,76,6500000.0,63000.0,26,2022.0,4,3,76,67,74,81,76,61,68,77,72,86,84,74,78,54,50,62,72,77,72,186
1809,Gil Dias,"LM, LWB",75,80,8500000.0,11000.0,24,2026.0,4,4,76,66,70,77,75,63,57,70,60,79,77,77,75,86,63,66,63,76,49,183
1780,Rúben Lameiras,"RW, LW",75,76,6500000.0,12000.0,26,2024.0,3,4,76,71,72,79,68,68,40,74,59,79,76,78,74,74,66,68,74,89,70,175
9501,S. van Hooijdonk,"ST, LW",66,75,1900000.0,7000.0,21,2025.0,4,2,76,68,55,62,50,65,61,59,62,62,65,75,76,64,57,63,73,64,67,190
10359,M. Jevtović,"LW, RW",65,65,725000.0,2000.0,28,2024.0,4,3,77,62,58,67,62,61,48,59,56,66,65,77,77,67,63,62,54,75,57,184
8658,Chapela,"RW, RM, LW",67,76,2300000.0,9000.0,22,2022.0,3,2,77,61,60,68,67,62,65,63,53,68,71,78,76,42,40,67,51,74,63,181
8633,M. Čabraja,"LB, LWB",67,71,1400000.0,500.0,24,2026.0,3,2,77,47,59,64,78,38,53,60,46,64,66,78,77,79,74,54,29,67,39,182
8848,R. Riski,"RW, LW",66,66,700000.0,500.0,31,2021.0,3,3,77,63,61,68,60,64,58,63,59,66,65,80,75,68,51,65,56,83,66,175
3442,G. Tutino,"ST, LW",72,77,3600000.0,21000.0,24,2024.0,3,3,77,72,71,75,70,70,65,72,72,76,75,77,77,68,52,72,71,76,75,177
17198,A. Bernhardsson,LW,57,65,375000.0,950.0,22,2024.0,3,2,77,51,53,57,53,49,42,57,45,61,52,76,78,55,31,56,36,65,56,185
1849,Javi Galán,"LB, LWB",75,77,6500000.0,20000.0,26,2026.0,2,3,77,54,72,74,77,50,76,78,49,76,70,77,77,77,61,64,70,76,48,172
9468,C. Baird,"ST, LM, LW",66,71,1300000.0,3000.0,25,2022.0,4,2,77,64,55,65,53,67,66,60,56,65,64,76,78,68,67,66,55,69,61,178
7858,Clésio,"RW, LW",67,68,1200000.0,4000.0,26,2023.0,3,3,77,56,62,71,67,53,68,63,50,73,68,76,78,69,57,64,42,82,54,183
7873,E. Gyasi,"RW, LW, ST",67,67,1100000.0,7000.0,27,2023.0,3,3,77,60,61,72,64,60,49,67,50,73,73,80,75,66,51,57,39,75,61,181
9537,L. Dajaku,"RW, LW, CAM",66,78,2100000.0,7000.0,20,2022.0,4,3,77,64,54,69,49,66,61,61,53,70,68,78,77,68,39,64,60,78,58,180
8253,G. Gentile,"LW, RW, LM",67,68,1200000.0,500.0,26,2021.0,4,4,77,62,64,67,64,59,62,65,63,68,67,77,77,67,35,61,60,75,67,184
8316,Li Shuai,"LB, LWB",67,70,1200000.0,5000.0,26,2023.0,4,3,77,41,58,65,57,37,49,63,36,63,63,77,77,78,66,67,48,82,39,180
8123,S. Seddon,"LB, LWB",67,73,1500000.0,3000.0,23,2024.0,2,3,77,50,65,66,72,44,49,64,57,65,66,78,76,78,56,59,68,77,53,179
2292,Ontiveros,"LM, LW",74,80,6500000.0,23000.0,23,2022.0,3,4,77,74,72,76,74,70,32,72,59,77,76,77,77,73,43,69,79,76,68,172
2707,A. Andrade,"LM, LW, CAM",73,73,2400000.0,2000.0,32,2022.0,2,3,77,71,68,75,65,70,45,71,66,76,77,76,78,71,35,70,59,79,76,177
1993,F. Bartels,"RW, LW, CF",74,74,2000000.0,24000.0,34,2022.0,3,4,77,70,72,78,72,73,43,73,66,78,77,79,76,48,50,69,54,84,60,176
2061,B. Linssen,"ST, LW",74,74,4100000.0,11000.0,30,2023.0,2,3,77,74,67,73,70,75,82,67,75,71,73,80,75,83,78,76,64,75,54,170
16935,J. Botué,"LW, ST",58,73,475000.0,500.0,18,2023.0,2,2,77,56,37,66,42,61,27,34,56,69,68,78,76,42,26,54,41,72,41,175
2593,M. Haïdara,"LWB, CB, LB",73,73,2800000.0,22000.0,28,2022.0,3,3,77,51,62,70,68,42,62,67,37,69,71,75,79,82,74,56,58,70,55,179
2118,B. Rahman,"LB, LWB",74,75,4500000.0,66000.0,26,2022.0,3,3,77,53,66,73,74,52,67,70,41,73,74,75,78,68,74,63,23,74,42,180
9443,K. Kabran,"LM, ST, LW",66,66,900000.0,2000.0,27,2023.0,3,3,77,64,59,66,59,66,54,61,58,66,67,80,75,72,63,65,42,71,55,185
974,A. Iwobi,"RM, LW",77,79,13000000.0,68000.0,25,2024.0,3,4,77,64,72,80,72,63,44,77,51,83,80,75,79,74,54,75,40,77,59,185
8493,Robert Navarro,"CAM, LW",67,83,2600000.0,6000.0,19,2022.0,3,4,77,62,58,69,42,70,49,63,59,69,66,79,75,68,57,70,61,74,75,178
999,S. Benrahma,"CAM, LM, LW",77,80,14000000.0,59000.0,25,2026.0,4,4,77,72,73,81,74,72,47,75,64,83,79,79,76,69,52,75,69,85,69,172
888,Alan Kardec,"ST, RW, LW",77,77,8500000.0,15000.0,32,2022.0,3,3,77,77,64,71,68,79,83,67,67,71,73,75,78,82,54,79,69,71,72,190
9166,J. Lewis,"LM, LW, RM",66,71,1300000.0,2000.0,24,2026.0,3,3,77,65,59,72,58,67,52,67,52,74,68,77,77,57,52,62,41,80,53,170
8558,K. Rabihic,"LW, RW, CAM",67,67,1000000.0,1000.0,28,2022.0,5,3,77,61,66,69,63,62,43,70,50,70,64,80,74,76,45,63,58,83,58,179
674,C. Ansaldi,"LWB, LB, LM",78,78,5000000.0,41000.0,34,2022.0,5,4,77,64,76,77,78,57,63,79,68,75,81,77,77,76,78,71,47,76,52,181
18533,L. Twamley,"LW, LWB, RW",53,69,240000.0,900.0,18,2022.0,3,2,77,49,44,54,51,51,42,49,38,53,50,80,75,55,31,39,33,73,46,178
781,L. Olaza,"LB, LWB, CB",78,79,15000000.0,13000.0,26,2025.0,3,3,77,71,74,74,78,65,65,77,55,72,78,78,77,78,70,77,80,69,65,175
9411,T. Gjertsen,"LW, RW",66,66,850000.0,2000.0,29,2023.0,3,3,77,62,60,69,62,61,49,63,66,65,66,78,76,73,60,62,56,91,55,175
1507,Alexandre Pato,"ST, LW, CAM",75,75,4800000.0,10000.0,31,2021.0,4,4,77,74,69,76,68,74,69,75,70,74,78,75,78,61,63,77,70,81,74,175
2901,J. Lewis,"LB, LWB",73,80,6000000.0,24000.0,23,2025.0,3,3,77,53,64,74,67,53,56,71,51,75,72,76,77,79,65,70,40,73,38,178
1290,Rony Lopes,"RW, LW, RM",76,78,9500000.0,2000.0,25,2024.0,3,4,77,72,75,78,78,71,38,74,56,77,78,82,73,68,39,75,73,83,65,174
7770,M. Lorenz,"LW, LM",67,67,800000.0,6000.0,32,2022.0,2,3,77,56,71,66,77,48,57,69,51,65,67,79,76,70,69,60,71,70,52,182
2995,Paulinho,"CAM, LW, RW",73,83,6500000.0,26000.0,20,2023.0,3,4,77,67,69,80,65,68,47,74,58,82,80,77,77,56,45,67,55,79,58,177
5461,Kiko Bondoso,"RW, LW, LM",70,73,2100000.0,4000.0,25,2024.0,4,3,77,67,64,73,67,65,61,64,73,76,72,78,76,70,45,64,50,67,65,171
10915,N. Iyobosa Edokpolor,"LWB, CB, LB",65,70,1000000.0,3000.0,24,2023.0,3,2,77,44,57,62,63,44,56,63,32,62,63,78,76,65,66,47,33,67,44,178
14847,T. Burey,"ST, LW",61,77,875000.0,2000.0,20,2022.0,3,2,77,59,55,64,54,60,49,56,55,61,62,78,76,67,66,60,57,78,54,187
4565,L. Thomas,"LWB, LB",71,81,3900000.0,32000.0,20,2024.0,2,2,77,42,63,67,68,39,61,66,47,67,68,78,76,77,72,69,49,68,39,177
11776,J. Auer,"LB, LWB, LM",64,78,1300000.0,5000.0,20,2024.0,3,2,77,55,58,59,64,56,41,61,43,55,58,78,77,64,58,51,40,74,47,182
4572,S. Rodríguez,"CAM, RW, LW",71,82,4200000.0,4000.0,21,2023.0,3,4,77,62,65,74,58,68,36,69,51,74,72,81,73,58,41,68,53,87,56,172
12165,F. Gómez,"RW, LW",64,67,800000.0,500.0,24,2021.0,3,4,77,61,62,64,67,60,44,59,55,66,65,77,77,70,30,61,58,65,67,170
7193,D. Mantilla,"LM, LW, RW",68,73,1800000.0,800.0,24,2024.0,3,3,77,55,64,68,66,50,43,66,45,66,65,80,74,72,60,72,50,83,57,172
12866,T. Matthews,"LM, LW",63,74,1100000.0,700.0,20,2022.0,4,3,77,51,54,69,57,56,33,56,48,68,67,78,77,68,32,53,44,89,45,175
6503,Adaílton,"LW, ST, LM",68,68,1200000.0,5000.0,30,2022.0,4,3,77,67,61,71,63,66,61,64,61,71,69,68,85,80,62,67,66,86,67,176
12914,R. Gotts,"CAM, LW, RW",63,73,1100000.0,2000.0,21,2023.0,3,2,77,55,60,64,57,57,44,67,41,63,61,77,77,73,54,57,36,75,40,177
11362,A. Torralvo,"LB, LM, LW",64,65,625000.0,500.0,27,2026.0,3,2,77,38,57,62,65,45,48,63,29,59,60,78,76,73,46,61,27,86,37,170
4773,Álvaro Rey,"RW, LW",70,70,1300000.0,800.0,31,2021.0,4,3,77,66,66,72,71,69,44,68,57,76,71,78,77,64,58,64,65,72,69,183
13128,J. Cooper,LW,63,66,625000.0,3000.0,25,2023.0,3,3,77,59,58,63,60,58,43,59,54,62,61,78,77,68,42,60,52,75,57,180
5445,J. Muleka,"ST, RW, LW",70,79,3600000.0,8000.0,21,2024.0,2,4,77,69,57,71,53,71,74,62,71,72,68,78,77,71,63,71,53,81,66,180
12971,T. Sabitzer,"RW, ST, LW",63,71,1100000.0,5000.0,20,2022.0,3,3,77,57,53,66,55,62,53,57,53,66,64,79,75,70,34,62,42,75,56,176
6231,O. Boussaid,"LW, CAM",69,78,3100000.0,7000.0,21,2024.0,4,3,77,62,67,75,66,60,23,69,59,75,75,80,75,71,54,55,53,84,52,168
13947,A. Burlacu,"LW, ST",62,68,625000.0,3000.0,24,2023.0,3,2,77,60,57,60,61,60,59,60,56,60,61,71,81,53,37,59,41,71,54,186
4024,V. Fischer,"LM, LW",71,71,2000000.0,14000.0,27,2025.0,5,4,77,67,69,73,69,66,44,70,67,74,72,77,77,64,64,68,70,77,62,181
11566,N. Barona,"LW, LM",64,69,875000.0,500.0,23,2024.0,2,3,77,58,55,67,58,60,44,57,44,70,63,74,79,67,28,65,39,72,62,175
14654,P. Soiri,"LW, RW",61,62,2850451.813201148,9017.989362811555,26,2031.0,3,3,77,60,54,62,54,61,43,57,52,62,62,78,76,62,56,65,40,66,54,183
6603,Go Moo Yol,"ST, LW",68,68,1200000.0,4000.0,30,2022.0,4,3,77,68,59,68,57,70,62,60,65,66,72,75,78,74,57,70,64,83,68,185
6636,C. Insaurralde,"LW, ST",68,68,1200000.0,7000.0,29,2021.0,3,3,77,68,56,71,59,70,66,58,57,72,68,76,78,80,47,68,57,73,66,180
14613,S. Härtel,"LB, LWB, LM",61,70,700000.0,1000.0,22,2022.0,3,2,77,38,54,61,61,37,38,58,30,60,55,82,73,58,62,49,25,81,37,177
4128,N. Pasquini,"LB, LWB",71,71,1600000.0,10000.0,30,2021.0,2,3,77,59,72,63,74,47,57,70,57,59,67,78,76,88,59,57,72,74,57,172
7284,Diogo Calila,"RWB, LWB",68,77,2600000.0,3000.0,22,2024.0,3,3,77,47,57,70,68,46,45,61,39,71,70,76,77,65,68,60,38,73,46,180
5971,Hedson Porfírio,"LW, LM, CAM",69,69,1500000.0,9000.0,25,2024.0,2,3,77,57,72,68,73,58,51,72,44,70,65,79,75,49,44,70,77,68,60,178
4304,Pedrildo Rocha,"LW, LM",71,71,1800000.0,20000.0,29,2024.0,3,2,77,71,66,75,64,67,43,64,75,77,75,76,78,71,34,65,75,76,69,174
6104,C. Ndiaye,"ST, LW",69,74,2100000.0,8000.0,25,2024.0,3,2,77,66,53,67,55,69,70,61,59,69,67,74,79,75,72,70,29,70,66,190
14739,M. Römling,"LB, LWB",61,71,675000.0,3000.0,20,2022.0,2,3,77,35,49,62,57,32,55,54,35,63,58,80,74,70,62,55,28,73,42,186
14741,S. Hostikka,"LW, RW",61,65,475000.0,500.0,23,2022.0,3,3,77,53,58,63,58,53,36,60,45,62,62,75,78,65,40,56,60,76,53,183
10777,L. Daneels,"LW, RW",65,72,1400000.0,2000.0,23,2023.0,3,3,77,58,58,69,61,58,45,58,53,70,67,75,78,62,58,61,54,75,55,172
14368,Jája Silva,"LW, RW, ST",62,66,575000.0,2000.0,22,2022.0,3,3,77,55,55,68,54,57,30,58,41,68,66,80,75,58,54,55,45,80,53,175
12708,C. Oduor,"LWB, LB",63,74,1000000.0,7000.0,22,2023.0,3,3,77,41,56,64,58,37,51,62,35,65,63,79,76,59,59,49,34,66,48,176
12730,N. Granatowski,"LW, RW",63,63,475000.0,1000.0,30,2022.0,3,3,77,59,54,65,58,58,52,58,47,61,60,74,80,83,76,55,40,88,47,172
4181,S. Vecchia,"LW, RW",71,71,2000000.0,6000.0,26,2024.0,3,4,77,67,66,72,64,69,35,70,57,72,71,81,74,73,49,68,61,77,54,183
14965,Asier Córdoba,LW,61,75,800000.0,2000.0,21,2023.0,3,3,77,57,58,61,69,57,43,58,52,61,62,74,79,52,44,52,42,70,56,184
3797,G. Rodríguez,"LW, ST, LM",72,72,2300000.0,2000.0,29,2025.0,3,2,77,65,64,75,74,70,49,69,46,79,76,79,75,58,58,67,47,69,50,187
11910,M. Ștefănescu,"LB, LM, LW",64,71,1100000.0,3000.0,22,2023.0,2,3,77,59,58,63,63,59,53,63,45,62,61,76,78,78,52,62,47,73,59,173
7012,M. Köhlert,"LW, RW",68,74,1900000.0,4000.0,23,2022.0,3,3,77,62,68,70,74,60,46,66,54,68,68,78,76,71,53,61,65,83,64,168
4878,H. Ongenda,"CAM, CM, LW",70,73,2100000.0,7000.0,26,2022.0,4,4,77,64,70,73,67,63,41,70,58,71,72,82,73,77,46,67,68,83,58,171
4931,G. Mhango,"ST, LW",70,70,1600000.0,650.0,28,2022.0,2,3,77,73,50,70,42,78,56,56,68,71,68,79,75,66,35,75,55,75,64,162
6855,B. Şimşek,"LW, CF",68,69,1400000.0,7000.0,26,2023.0,4,3,77,66,64,72,57,67,67,66,70,74,71,79,75,59,72,67,66,79,71,175
7021,Matos,"LB, LWB, LM",68,71,1500000.0,3000.0,26,2022.0,3,2,77,47,57,65,68,39,49,58,22,59,66,75,79,89,73,49,51,80,39,166
6959,C. Gutiérrez,"LB, LM, LWB",68,72,1600000.0,3000.0,24,2021.0,2,2,77,43,63,64,66,34,59,65,36,64,64,73,81,74,50,58,55,66,46,181
13150,M. Kizza,"LWB, LB, LM",63,70,925000.0,1000.0,21,2021.0,1,2,77,41,60,58,64,36,58,61,31,59,55,74,79,70,60,56,60,68,39,185
1168,M. Gradel,"LM, LW",76,76,4700000.0,19000.0,33,2022.0,4,4,78,77,71,79,68,79,65,70,67,78,79,80,76,74,59,77,72,83,75,175
7228,P. Mako,"LB, LM, LW",68,69,1300000.0,500.0,27,2022.0,3,2,78,38,51,68,55,34,56,49,34,66,65,82,75,72,65,58,44,82,18,163
4331,R. Matarrita,"LB, LM, LWB",71,72,2000000.0,5000.0,26,2021.0,2,3,78,49,65,69,65,38,59,67,32,70,69,78,78,76,71,64,54,74,59,175
6724,R. Healey,"ST, LW",68,71,1600000.0,4000.0,26,2023.0,3,2,78,69,53,69,48,71,59,61,63,67,68,80,76,69,33,70,41,80,63,180
14334,M. Wallner,"LW, RW",62,67,600000.0,2000.0,24,2023.0,3,3,78,62,54,63,58,65,41,55,48,66,63,76,79,65,38,56,36,64,52,184
6709,Lee Ki Je,"LM, LWB",68,68,1200000.0,3000.0,29,2022.0,2,3,78,55,65,67,71,46,52,65,46,64,67,76,79,84,63,68,75,80,44,175
4957,Y. Moreno,"LB, LM, LW",70,73,1900000.0,9000.0,26,2022.0,3,3,78,58,64,71,71,61,50,70,35,72,70,77,78,70,61,60,49,77,64,182
7819,N. Orellana,"LW, LM, ST",67,68,1200000.0,2000.0,25,2021.0,2,3,78,65,62,68,65,65,64,65,59,68,68,78,78,72,53,73,39,76,59,180
9169,O. Duarte,"ST, LM, LW",66,67,1000000.0,700.0,25,2026.0,2,3,78,64,56,67,57,65,60,65,59,68,66,77,78,74,47,69,40,74,71,173
7749,B. Smith,"LWB, LB, LM",67,68,1100000.0,3000.0,27,2021.0,3,2,78,49,60,65,63,50,50,63,23,63,64,76,79,71,68,63,27,76,40,177
5023,Xavier,"LW, RW",70,70,1600000.0,600.0,28,2022.0,3,3,78,66,67,70,73,66,48,68,54,70,68,79,78,71,42,64,57,74,65,176
9184,J. Grot,"ST, LW, RW",66,73,1700000.0,4000.0,23,2023.0,2,3,78,65,59,61,61,59,61,61,57,66,61,68,86,75,75,59,43,52,42,193
10153,Rafael Ratão,"LW, ST",65,68,950000.0,2000.0,25,2024.0,3,3,78,62,51,70,52,67,60,56,41,71,66,82,75,54,35,59,40,84,71,183
3080,K. Mitoma,"LW, LM",73,78,4600000.0,40000.0,24,2022.0,3,4,78,69,67,77,57,73,42,76,65,78,76,80,76,68,58,70,58,84,58,178
817,Prazeracinho,LW,78,78,16500000.0,33000.0,21,2024.0,4,4,78,69,77,79,82,74,49,79,65,82,77,81,75,58,58,77,64,79,46,172
3145,B. Angulo,"LB, LWB",72,72,1700000.0,14000.0,31,2021.0,3,3,78,54,62,68,71,50,60,63,25,67,67,80,77,76,64,56,46,75,34,174
820,Brahim,"CAM, LW, LM",78,86,31500000.0,30000.0,21,2023.0,5,4,78,69,76,82,66,69,30,83,55,82,83,82,74,67,41,73,61,89,58,171
2079,J. Bryan,"LB, LWB",74,75,4400000.0,41000.0,27,2023.0,4,3,78,64,69,69,75,61,67,68,45,66,68,79,77,83,69,66,62,79,61,173
1029,Pedraza,"LB, LM, LWB",77,82,14500000.0,27000.0,25,2025.0,2,3,78,72,70,75,75,72,66,72,63,76,75,78,78,83,72,75,57,77,64,184
5113,S. Mosquera,"LM, LW, RM",70,71,1900000.0,10000.0,26,2021.0,3,3,78,63,65,71,66,60,55,70,57,73,69,80,76,70,59,64,46,78,59,168
10111,K. Mensah,"RWB, LWB",65,65,625000.0,4000.0,30,2023.0,4,3,78,59,56,68,60,58,48,59,53,66,66,75,81,82,64,62,56,85,63,171
5805,M. Dal Hende,"LWB, LM, LB",69,69,1200000.0,7000.0,30,2023.0,3,3,78,60,61,64,63,63,70,64,64,61,64,73,82,81,80,62,42,68,52,181
8472,P. Petkovski,"LW, RW",67,68,1300000.0,4000.0,24,2024.0,3,3,78,69,53,70,51,66,56,56,72,70,73,80,77,69,37,66,50,60,70,170
10740,M. Briceag,"LB, LWB",65,65,625000.0,2000.0,29,2022.0,2,2,78,51,53,55,62,46,57,59,50,51,53,82,75,66,65,41,42,65,37,174
9605,N. Dyhr,"LB, LWB",66,73,1600000.0,5000.0,20,2024.0,3,2,78,52,60,65,64,52,52,65,45,63,65,76,80,74,58,60,45,75,42,177
8350,L. Menalo,"LW, RW",67,70,1400000.0,500.0,24,2026.0,3,3,78,61,59,71,67,61,39,58,53,72,73,79,78,66,36,57,59,76,54,181
16568,M. Al Zubaidi,"LB, LWB",58,65,400000.0,5000.0,23,2022.0,3,2,78,29,49,57,57,28,42,49,23,54,55,76,79,61,44,49,34,73,52,171
4564,A. Ocanto,"ST, RW, LW",71,71,1500000.0,550.0,32,2021.0,4,4,78,69,65,71,54,71,68,75,59,74,71,75,80,69,30,71,32,73,58,182
1425,Miranda,"LB, LWB",76,84,16000000.0,15000.0,21,2024.0,3,2,78,57,68,74,77,49,71,75,35,76,76,78,78,71,67,68,59,74,44,185
2699,K. Sema,"LW, LM, LWB",73,73,3200000.0,43000.0,27,2023.0,3,3,78,66,71,74,74,63,37,73,61,76,74,76,79,72,64,70,72,72,44,180
16610,L. Gordon,"LB, LM, LWB",58,68,425000.0,5000.0,20,2022.0,2,2,78,41,48,56,58,40,46,49,38,54,53,77,79,66,57,48,39,70,47,170
12958,D. Bakwa,LW,63,75,1100000.0,2000.0,18,2022.0,3,3,78,52,57,68,56,53,44,61,49,69,68,78,78,61,30,57,47,73,59,179
8252,S. Reyes,"LM, LWB, LB",67,74,2000000.0,13000.0,23,2024.0,3,2,78,56,63,69,71,55,59,65,49,65,72,79,77,74,61,59,48,80,58,174
8284,A. Pereira,"LB, LWB",67,76,2200000.0,2000.0,21,2025.0,3,3,78,57,57,66,65,54,48,59,54,65,65,79,78,75,61,58,54,66,38,181
13801,B. Galván,"LM, LWB, RM",62,77,950000.0,1000.0,20,2021.0,3,2,78,55,58,62,54,60,58,62,43,63,58,82,74,63,55,59,60,73,42,166
