,Name ,player_positions,overall,potential,value_eur,wage_eur,age,height_cm,club_contract_valid_until,weak_foot,pace,shooting,physic,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_fk_accuracy,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_strength,mentality_positioning,mentality_penalties,height_cm
23,L. Suárez,ST,88,88,44500000.0,135000.0,34,182,2022.0,4,72,90,83,93,84,83,90,82,86,76,69,75,92,78,89,69,85,91,83,182
11914,A. Lozano,"ST, CAM",64,74,1300000.0,5000.0,22,175,2022.0,3,72,64,47,64,58,70,52,64,70,74,71,72,51,69,73,38,50,62,62,175
5792,J. Garro,"LM, ST, RM",69,69,1400000.0,7000.0,28,179,2022.0,3,72,64,62,68,75,59,58,36,71,71,73,67,66,69,72,67,68,74,66,179
16012,M. Abu Shararah,"ST, RM",59,59,220000.0,4000.0,30,176,2026.0,3,72,59,64,60,58,57,53,35,54,71,73,69,53,67,62,79,70,57,64,176
16022,O. Olomola,ST,59,64,350000.0,2000.0,23,180,2023.0,3,72,57,72,60,58,46,50,48,62,64,78,61,52,82,59,76,75,57,60,180
2978,P. Cutrone,ST,73,78,4700000.0,51000.0,23,183,2022.0,3,72,71,69,76,73,64,70,42,73,69,74,68,72,74,72,74,72,78,68,183
16868,T. Bloxham,ST,58,72,475000.0,500.0,17,195,2023.0,3,72,55,66,57,54,52,56,34,57,70,73,52,55,42,55,51,74,55,51,195
16323,M. Haygarth,"RW, CAM, ST",59,75,575000.0,5000.0,19,176,2022.0,4,72,53,46,56,37,54,47,52,61,73,71,78,52,80,51,45,49,53,52,176
12274,J. Akinde,ST,63,63,400000.0,2000.0,31,188,2022.0,2,72,59,83,59,61,48,51,34,58,65,77,62,64,58,64,72,92,66,70,188
6203,Hugo Duro,"ST, LM",69,81,3500000.0,10000.0,21,180,2022.0,3,72,69,58,74,62,56,64,27,74,72,72,65,66,68,67,71,67,69,56,180
12286,C. Sheridan,ST,63,63,400000.0,2000.0,32,196,2023.0,3,72,60,72,57,65,63,57,44,58,64,78,45,62,55,66,68,83,60,64,196
2385,Kangin Lee,"ST, CAM, RM",74,82,9500000.0,18000.0,20,173,2025.0,3,72,75,54,75,65,76,74,81,78,71,73,81,73,87,76,36,60,77,70,173
19111,R. Borges Rodrigues,"CAM, ST",49,67,120000.0,500.0,17,173,2022.0,3,72,44,46,46,32,45,40,35,50,70,74,70,44,73,47,58,47,44,42,173
12301,Kim Hyun Sung,ST,63,63,400000.0,2000.0,31,187,2022.0,4,72,62,68,62,67,57,55,43,59,72,72,60,55,57,63,76,78,62,63,187
16489,B. Barcia,"CAM, ST",59,73,550000.0,500.0,20,182,2025.0,3,72,52,49,53,52,65,39,50,61,70,73,54,45,60,49,51,48,56,38,182
2595,S. Zoller,"ST, RM, LM",73,73,3000000.0,22000.0,30,179,2024.0,3,72,74,65,77,67,68,72,55,76,75,69,75,72,69,73,64,62,76,66,179
16547,I. Lidberg,ST,58,67,450000.0,2000.0,22,186,2023.0,3,72,55,72,58,62,50,53,33,55,71,73,53,50,64,59,70,75,58,51,186
2455,A. Büyük,"ST, LW, CAM",73,73,1900000.0,14000.0,33,177,2022.0,3,72,73,70,74,73,73,65,68,75,73,71,78,72,86,73,92,63,74,71,177
12148,Rodrigo Angelotti,"ST, CF, RW",64,70,925000.0,3000.0,23,185,2022.0,3,72,64,70,62,63,61,57,60,69,69,74,62,48,50,71,67,80,58,62,185
168,R. Jiménez,ST,83,83,35500000.0,120000.0,30,188,2024.0,4,72,82,82,84,85,81,82,51,82,63,80,75,82,65,84,74,84,84,92,188
5974,Adão Salvadaldo,"ST, LW",69,72,1900000.0,8000.0,25,174,2024.0,5,72,73,51,77,61,55,65,52,71,73,72,87,65,80,66,70,52,69,77,174
5972,Diogildo Peixe,"CAM, ST",69,69,1600000.0,5000.0,21,181,2024.0,4,72,65,58,61,61,67,72,55,71,71,72,83,66,81,71,54,61,61,66,181
1948,C. De Ketelaere,"LW, CAM, ST",75,85,12500000.0,19000.0,20,192,2023.0,4,72,72,71,74,71,77,72,68,81,69,75,76,71,55,72,61,72,73,58,192
12431,A. Al Ghamdi,"RW, ST, CAM",63,64,575000.0,5000.0,26,175,2022.0,3,72,66,63,65,61,59,63,63,64,71,72,75,57,70,67,71,67,62,64,175
17268,VP Suhair,"RM, ST",57,57,170000.0,500.0,28,174,2022.0,3,72,54,66,58,55,53,51,35,55,70,73,67,48,74,54,73,69,56,48,174
16081,H. Camara,ST,59,68,500000.0,6000.0,23,184,2024.0,3,72,57,64,59,53,51,52,45,53,71,73,70,58,67,58,82,72,61,58,184
6239,Stoichkov,"ST, CAM",69,70,1600000.0,6000.0,27,178,2024.0,3,72,71,63,73,61,71,52,56,71,73,71,75,69,68,69,53,67,70,79,178
2326,Mario González,"ST, RM",74,79,6500000.0,14000.0,25,184,2025.0,3,72,73,64,78,73,64,71,38,74,69,74,73,70,68,75,73,68,82,39,184
16187,P. Zdybowicz,ST,59,68,500000.0,1000.0,21,185,2023.0,3,72,58,53,63,61,54,35,31,58,74,70,59,54,62,58,60,59,56,61,185
17246,L. Hakim,"ST, CF",57,71,400000.0,2000.0,19,170,2025.0,3,72,58,46,59,51,58,57,60,63,75,69,80,42,85,56,67,47,49,59,170
2811,D. Solanke,ST,73,78,4700000.0,27000.0,23,187,2022.0,3,72,71,74,73,69,69,70,42,74,69,75,67,72,68,73,72,79,74,70,187
16639,K. Etete,ST,58,78,575000.0,7000.0,19,194,2022.0,2,72,62,42,64,58,44,48,33,58,71,72,67,54,63,63,58,43,57,63,194
16192,D. Martínez,ST,59,66,450000.0,1000.0,24,183,2021.0,2,72,58,56,60,50,62,53,29,58,69,74,60,60,61,58,60,63,59,56,183
17930,Z. Emmerson,"CF, ST",55,74,325000.0,2000.0,16,183,2022.0,3,72,52,45,56,34,57,42,27,55,70,73,72,52,62,52,47,43,48,51,183
4080,P. De Blasis,"LM, RM, ST",71,71,1200000.0,6000.0,33,166,2022.0,4,72,71,50,71,67,69,60,67,73,74,70,90,71,91,75,91,33,73,76,166
4953,L. Villagra,ST,70,70,1600000.0,550.0,30,181,2021.0,4,72,72,67,73,69,60,62,71,65,71,72,69,69,65,74,68,78,71,77,181
14701,J. Mitchell-Lawson,"LW, ST",61,69,725000.0,2000.0,21,168,2023.0,3,72,54,42,55,35,57,43,43,62,73,72,83,54,90,56,60,32,60,49,168
14709,B. Anderson,"ST, LW",61,69,750000.0,1000.0,22,177,2024.0,3,72,62,46,67,57,51,52,41,62,76,69,68,51,62,64,67,44,60,50,177
4965,I. Success,"ST, RM, LM",70,75,2400000.0,10000.0,25,182,2024.0,3,72,68,62,67,64,67,57,54,75,69,74,67,65,64,80,78,75,70,68,182
14747,A. Buksa,ST,61,80,825000.0,1000.0,18,188,2026.0,3,72,60,55,61,56,52,54,29,61,73,71,58,64,56,64,71,60,58,51,188
13618,Lee Tae Hee,"RWB, RB, ST",62,62,350000.0,1000.0,29,183,2022.0,3,72,40,65,38,59,61,24,28,54,74,71,66,52,75,48,66,66,65,35,183
4974,Serginho,"LW, LM, ST",70,70,525000.0,600.0,36,169,2021.0,2,72,65,54,73,62,70,55,27,70,75,70,75,67,83,63,65,64,63,63,169
13652,J. Hopcutt,"LW, ST",62,62,400000.0,3000.0,29,180,2022.0,3,72,61,61,61,46,57,56,41,61,74,71,80,58,78,62,65,62,61,52,180
13728,J. Kay,"LWB, ST",62,67,550000.0,2000.0,24,183,2023.0,3,72,54,66,56,49,55,35,36,55,70,73,71,57,68,58,62,64,55,45,183
13724,You Ju An,"ST, RW",62,68,650000.0,1000.0,22,177,2021.0,3,72,59,64,59,63,61,63,37,61,73,71,74,61,75,63,58,65,63,55,177
13710,Amorrortu,"ST, RW",62,67,600000.0,2000.0,25,170,2022.0,3,72,62,52,66,58,61,51,26,65,74,71,66,60,65,61,61,56,59,54,170
18333,D. Iancu,"LM, ST",54,72,275000.0,550.0,18,180,2022.0,2,72,52,46,55,44,44,42,37,57,73,71,62,46,56,54,57,46,52,54,180
4033,M. Seuntjens,"LM, ST",71,71,1800000.0,9000.0,29,187,2022.0,4,72,70,75,68,67,72,58,62,71,67,76,66,69,71,76,48,80,70,64,187
17813,R. German,ST,55,64,275000.0,2000.0,22,183,2022.0,2,72,54,63,55,50,41,47,36,52,70,73,56,45,58,62,51,76,54,52,183
18452,J. Smylie,ST,53,65,230000.0,500.0,21,180,2022.0,3,72,49,59,55,54,50,39,24,50,74,71,62,48,54,41,59,60,59,51,180
5124,S. Doi,"CF, ST, LM",70,70,1600000.0,7000.0,29,172,2023.0,4,72,68,59,68,54,72,70,50,70,75,70,80,68,78,68,71,53,73,65,172
17779,J. Clarke,"ST, LM",56,73,350000.0,950.0,17,191,2022.0,3,72,55,63,55,57,44,42,29,47,73,71,68,57,48,60,65,74,54,65,191
13388,T. Robinson,ST,62,62,325000.0,4000.0,32,181,2022.0,2,72,63,66,66,52,54,56,35,58,74,70,72,56,82,64,64,69,66,59,181
3914,Quique,"ST, LM, RM",71,71,1600000.0,9000.0,31,175,2024.0,3,72,70,67,70,70,64,68,59,67,76,69,92,77,75,69,82,74,79,71,175
13534,J. Wilson,ST,62,65,525000.0,3000.0,25,183,2023.0,4,72,63,58,62,61,56,58,42,59,70,73,69,59,71,68,59,66,61,65,183
18240,M. Bækken,"ST, RW",54,67,250000.0,500.0,19,177,2022.0,3,72,56,48,59,46,47,46,32,56,72,72,70,52,73,55,55,49,46,60,177
13967,A. Buziuc,"RW, ST, CAM",62,62,425000.0,1000.0,27,175,2022.0,3,72,57,64,62,57,58,51,47,55,75,70,69,60,67,60,56,68,62,26,175
14288,J. Braut-Brunes,"ST, CAM",62,71,875000.0,950.0,20,188,2023.0,3,72,59,67,61,58,63,46,44,66,71,72,73,55,52,61,66,78,58,55,188
18068,M. Huskovic,"ST, CAM",55,72,325000.0,1000.0,18,180,2025.0,3,72,55,40,59,55,49,43,28,55,70,74,58,48,70,55,62,37,53,42,180
4365,Rômulo Calsede,ST,71,71,2200000.0,18000.0,21,181,2024.0,3,72,72,69,74,69,66,69,55,69,71,73,69,68,62,72,79,73,73,75,181
4354,Felipe Vizeu,"ST, CF",71,75,2700000.0,11000.0,24,184,2022.0,3,72,71,69,70,72,60,72,45,71,70,73,67,67,65,78,66,79,73,68,184
4583,A. Álvarez Martínez,ST,71,83,4500000.0,700.0,20,180,2024.0,3,72,71,68,71,74,71,72,54,67,74,70,69,72,74,71,78,74,73,68,180
4512,P. Musa,ST,71,78,3800000.0,650.0,23,190,2022.0,3,72,72,72,74,70,60,72,62,71,75,70,59,70,51,73,65,76,69,64,190
4505,A. Besedin,ST,71,75,2600000.0,700.0,25,185,2024.0,3,72,67,63,69,75,67,62,27,65,75,69,55,75,57,66,63,75,80,57,185
1058,Rafa Mir,ST,77,84,21500000.0,26000.0,24,191,2027.0,3,72,79,76,81,78,72,77,61,74,72,72,62,75,66,82,78,82,74,75,191
18141,K. Simon,"LM, ST",54,57,150000.0,500.0,24,175,2021.0,2,72,50,56,53,44,49,44,32,52,70,73,71,45,70,49,52,57,52,49,175
1124,Arthur Cabral,ST,77,85,23500000.0,16000.0,23,186,2023.0,4,72,77,78,79,78,74,76,30,76,72,72,72,74,68,78,83,87,77,75,186
13796,M. Olivieri,"ST, LW",62,73,900000.0,900.0,22,177,2024.0,2,72,59,60,68,52,58,44,34,64,70,73,57,50,77,62,42,74,65,60,177
4205,M. Manotas,ST,71,74,2500000.0,15000.0,25,178,2021.0,2,72,71,67,74,65,70,62,39,69,72,72,70,69,72,75,71,61,75,69,178
13774,D. Kurminowski,ST,62,72,900000.0,3000.0,22,182,2026.0,3,72,60,63,65,65,51,46,30,60,73,71,57,63,62,63,70,60,66,60,182
18022,S. Jatta,"ST, LW",55,76,400000.0,500.0,18,180,2023.0,3,72,53,45,55,58,50,34,30,57,71,72,76,50,79,55,64,51,53,56,180
4335,Guilherme Parede,"RM, LM, ST",71,74,2500000.0,10000.0,25,176,2021.0,3,72,70,63,71,63,71,59,55,69,70,74,74,69,70,71,63,59,71,67,176
13889,T. Prica,"ST, RM",62,76,950000.0,2000.0,19,183,2024.0,3,72,64,70,66,48,56,53,34,65,70,74,72,52,64,66,73,70,63,56,183
14388,A. Taiwo,ST,62,70,900000.0,3000.0,22,185,2025.0,3,72,60,64,63,56,54,54,32,63,71,73,61,60,62,62,63,68,60,60,185
13864,D. Mellor,"ST, RM",62,76,975000.0,13000.0,20,180,2022.0,3,72,59,64,60,59,61,47,40,57,73,71,72,62,58,64,60,64,63,51,180
4291,Walter Silvieiro,ST,71,71,1900000.0,11000.0,29,179,2024.0,3,72,76,62,77,70,65,74,61,67,73,71,64,63,61,76,75,59,75,76,179
12664,B. Simakala,"CF, ST",63,68,725000.0,1000.0,24,180,2023.0,4,72,62,58,62,59,58,63,65,63,71,73,76,61,79,66,74,56,58,53,180
18497,K. Toporkiewicz,ST,53,71,240000.0,1000.0,19,176,2024.0,2,72,54,47,56,47,40,48,29,46,69,74,64,51,73,55,59,47,52,53,176
3324,J. Świerczok,ST,72,72,2400000.0,6000.0,28,179,2022.0,3,72,72,71,74,68,65,66,38,73,74,71,75,74,74,70,77,74,76,69,179
15577,Kang Hyun Muk,"CAM, ST",60,76,650000.0,850.0,20,173,2022.0,3,72,47,59,43,36,63,35,53,63,73,72,80,54,79,56,53,58,62,40,173
12850,M. Radecki,"CAM, ST, CDM",63,63,475000.0,1000.0,28,187,2022.0,2,72,60,74,61,55,64,48,42,64,71,72,64,62,75,65,69,74,62,51,187
15640,Marcos Celorrio,"ST, LM",60,66,400000.0,800.0,24,183,2021.0,3,72,58,61,61,54,54,46,28,59,70,73,58,59,64,58,64,68,60,61,183
5490,A. Bonnet,"LM, CAM, ST",69,69,650000.0,5000.0,34,173,2022.0,4,72,68,60,67,46,68,54,67,71,73,71,84,60,80,69,32,62,64,74,173
17511,Tian Xin,"RM, ST",56,65,325000.0,3000.0,23,176,2023.0,3,72,42,51,42,38,51,30,52,54,73,71,74,55,53,38,60,46,55,44,176
12974,A. Szőke,ST,63,72,1100000.0,2000.0,23,186,2022.0,3,72,61,61,67,67,65,67,62,65,79,67,71,54,66,55,65,65,62,64,186
4541,D. Joveljić,ST,71,79,4200000.0,5000.0,21,181,2022.0,3,72,70,69,73,65,67,68,39,72,73,72,77,71,70,70,71,70,73,74,181
3353,G. Lapadula,ST,72,72,2000000.0,14000.0,31,178,2023.0,3,72,71,63,74,72,67,75,69,74,72,72,78,74,78,70,77,54,76,71,178
423,João Pedro,"CF, ST, CAM",80,80,21000000.0,46000.0,29,184,2023.0,4,72,78,74,82,73,81,72,76,83,74,71,72,85,74,77,82,74,81,69,184
12704,N. Kabamba,ST,63,63,500000.0,5000.0,28,191,2023.0,4,72,61,79,62,63,57,53,40,63,70,73,68,58,54,64,77,82,64,67,191
1673,F. Niederlechner,ST,75,75,5500000.0,25000.0,30,187,2022.0,4,72,76,79,76,69,72,78,44,74,74,71,67,77,66,83,65,79,76,69,187
3081,Evanilson,ST,73,83,7000000.0,9000.0,21,183,2025.0,4,72,75,63,78,75,72,69,40,71,73,71,63,60,62,75,64,73,79,69,183
15831,D. Jebbison,ST,60,76,625000.0,950.0,17,190,2022.0,2,72,59,62,62,60,56,53,40,62,70,74,50,47,46,60,70,67,60,58,190
3099,M. Demir,"ST, CF",72,72,2300000.0,13000.0,29,180,2024.0,4,72,74,67,71,71,72,75,73,73,74,71,76,69,78,79,78,67,73,71,180
17465,Mésaque Djú,"RM, ST",56,65,325000.0,8000.0,22,178,2022.0,2,72,51,59,50,54,48,44,30,56,72,72,63,56,75,60,44,62,58,47,178
5612,J. Hochscheidt,"LM, ST, CAM",69,69,875000.0,5000.0,33,180,2023.0,4,72,68,72,67,53,70,66,68,66,62,80,74,71,77,71,68,75,67,61,180
17439,R. Murray,"ST, CAM",56,56,140000.0,550.0,29,170,2021.0,3,72,54,61,51,49,53,52,60,57,70,74,72,56,79,58,75,57,57,63,170
1672,A. Hahn,"ST, RM",75,75,5500000.0,25000.0,30,185,2022.0,4,72,75,83,76,75,64,73,52,73,70,73,61,77,61,81,84,80,76,47,185
3403,E. Zelaya,ST,72,72,1500000.0,17000.0,33,186,2023.0,3,72,75,76,77,83,61,69,32,62,72,72,59,68,61,75,88,72,75,86,186
13245,D. Scarlett,ST,63,86,1500000.0,3000.0,17,179,2023.0,3,72,62,56,67,63,50,58,41,65,74,70,62,57,69,62,76,56,65,66,179
18523,K. Sadłocha,ST,53,70,240000.0,500.0,18,172,2022.0,3,72,52,54,56,46,42,44,25,49,70,73,73,52,76,48,64,55,53,52,172
15117,G. Amanda,"ST, RW, LW",61,67,525000.0,2000.0,22,178,2023.0,3,72,60,59,62,54,55,49,31,61,69,74,63,57,67,64,66,66,59,59,178
1398,Toni Martínez,ST,76,83,15000000.0,13000.0,24,187,2025.0,3,72,77,75,78,73,69,75,31,75,70,73,67,76,56,80,73,78,77,64,187
15003,R. Wada,ST,61,64,450000.0,1000.0,25,168,2022.0,3,72,61,51,61,57,61,62,51,61,75,70,72,58,78,60,73,56,61,60,168
710,H. Seferović,ST,78,78,14000000.0,18000.0,29,189,2024.0,2,72,78,84,79,81,69,76,64,73,68,75,66,75,60,83,80,87,85,68,189
13289,C. Bălan,ST,63,64,550000.0,2000.0,27,176,2022.0,2,72,62,61,63,58,54,52,32,61,74,70,66,64,71,64,74,64,64,68,176
15197,K. Thomas,"ST, LW",60,65,375000.0,500.0,25,190,2022.0,3,72,58,68,61,64,53,53,41,58,69,75,58,56,61,59,85,72,58,55,190
17551,K. Adedoyin,"RW, ST",56,70,350000.0,1000.0,20,180,2022.0,3,72,53,61,56,44,53,49,44,57,68,75,61,49,65,54,56,68,53,49,180
13014,R. Champang,"LM, RM, ST",63,63,500000.0,500.0,27,178,2021.0,2,72,62,66,61,59,63,55,63,59,75,70,73,62,70,66,65,70,61,64,178
13009,João Pedro,ST,63,70,975000.0,2000.0,24,185,2023.0,3,72,62,61,63,68,53,59,39,60,73,71,57,52,55,60,61,73,64,73,185
5414,J. Acevedo,ST,70,72,2100000.0,500.0,23,179,2021.0,3,72,70,73,75,70,62,63,56,72,68,75,62,67,61,65,66,78,69,62,179
3513,Sabin Merino,"ST, LM, RM",72,72,2300000.0,11000.0,29,187,2022.0,3,72,71,65,74,81,63,72,66,71,66,76,65,71,37,68,62,68,74,72,187
17571,T. Omotoye,ST,56,70,325000.0,2000.0,18,178,2022.0,2,72,55,53,59,45,40,46,34,60,69,74,66,54,46,57,60,62,51,62,178
18555,D. Watson,ST,53,74,300000.0,500.0,17,177,2023.0,3,72,53,54,54,47,43,51,38,51,73,72,66,50,70,55,54,52,52,54,177
5332,Iván Jaime,"CAM, ST, LW",70,82,3800000.0,5000.0,20,180,2025.0,3,72,70,60,72,58,69,65,55,74,74,71,69,64,66,70,53,66,73,59,180
13169,G. Koutsias,ST,63,81,1200000.0,500.0,17,178,2023.0,3,72,63,64,66,62,49,55,28,60,70,74,61,55,73,61,71,61,70,65,178
13160,Miullen,ST,63,72,1100000.0,2000.0,23,180,2022.0,2,72,62,68,63,61,56,61,35,62,71,73,64,63,67,61,60,71,59,70,180
13148,D. Duarte,ST,63,79,1300000.0,500.0,19,176,2024.0,4,72,67,58,72,57,58,55,48,60,73,72,67,52,68,65,68,59,61,70,176
18582,R. Al Bloushi,ST,53,67,230000.0,4000.0,20,177,2022.0,3,72,52,54,56,50,46,41,36,53,71,73,57,48,74,47,62,56,52,57,177
13106,L. Appéré,ST,63,70,975000.0,2000.0,22,185,2022.0,3,72,61,65,64,62,63,48,30,64,74,70,64,56,71,62,67,71,60,64,185
8169,Claudio Silbeiro,ST,67,67,1100000.0,6000.0,25,182,2024.0,3,72,68,70,72,66,53,72,48,63,70,73,70,62,63,64,79,69,68,55,182
8581,S. Mara,ST,67,79,2400000.0,4000.0,18,183,2023.0,3,72,64,65,67,74,57,56,41,66,70,73,66,64,57,64,79,71,68,62,183
9995,K. Hemmings,ST,65,65,725000.0,3000.0,29,186,2022.0,3,72,65,64,66,62,57,61,37,63,73,71,68,60,64,67,69,73,65,65,186
8254,M. Suleymanov,"RW, ST",67,71,1500000.0,5000.0,21,171,2024.0,3,72,68,46,67,43,64,65,40,69,73,71,80,54,82,73,48,41,66,60,171
7198,G. Robail,"LM, LW, ST",68,68,1300000.0,11000.0,27,182,2022.0,4,72,63,59,67,53,79,57,64,71,70,74,73,60,71,66,56,65,56,57,182
11740,N. Fröling,"CF, ST",64,74,1300000.0,950.0,21,180,2021.0,4,72,69,79,65,46,61,62,46,62,71,73,70,62,82,77,81,78,63,73,180
7847,L. Shankland,ST,67,69,1300000.0,5000.0,25,185,2026.0,3,72,68,72,70,67,63,68,47,66,74,70,70,65,72,67,69,70,67,67,185
7354,A. Quiñonez,"ST, RM",68,73,1800000.0,500.0,24,180,2025.0,3,72,66,69,69,67,60,69,49,65,71,72,59,70,52,64,53,81,66,47,180
10912,M. Peralta Bauer,"ST, RW",65,73,1600000.0,4000.0,23,176,2022.0,3,72,62,68,67,64,63,52,35,65,71,73,63,61,62,67,65,68,66,58,176
7923,G. Stewart,"CF, ST, CAM",67,67,850000.0,900.0,31,178,2026.0,3,72,65,59,69,58,67,49,61,67,69,74,76,60,76,65,67,62,67,62,178
8974,M. Bonne,ST,66,70,1200000.0,6000.0,25,180,2022.0,5,72,65,66,68,68,55,57,40,64,75,70,68,67,69,67,71,70,67,64,180
6403,Luvannor,"RM, ST, LM",69,69,1200000.0,12000.0,31,182,2022.0,5,72,73,64,75,69,67,76,65,68,71,73,76,67,66,78,72,70,71,62,182
7940,J. Álvez,ST,67,67,650000.0,1000.0,33,183,2022.0,4,72,66,76,67,67,60,61,39,63,73,72,68,67,52,70,72,80,68,66,183
6485,B. Ideye,ST,68,68,975000.0,7000.0,32,181,2022.0,4,72,68,70,66,70,62,72,49,62,72,72,72,67,69,74,81,79,66,69,181
10260,R. Vargas,"ST, LW",65,66,850000.0,500.0,26,169,2021.0,4,72,66,45,70,54,57,63,41,72,71,73,79,63,91,62,75,33,70,67,169
10671,Sergio Moreno,ST,65,76,1600000.0,5000.0,22,178,2023.0,3,72,62,52,65,62,65,53,29,67,69,74,64,67,64,59,65,58,67,59,178
9165,P. Ochs,"LB, CM, ST",66,73,1600000.0,6000.0,24,175,2022.0,3,72,63,61,62,54,68,53,64,69,80,66,76,61,83,75,69,58,59,65,175
7659,K. Holmberg,"ST, CAM",67,67,1000000.0,4000.0,28,185,2022.0,3,72,65,73,68,64,60,56,47,64,71,72,74,70,73,66,58,71,76,62,185
9147,O. Berg,"CF, CM, ST",66,66,925000.0,2000.0,27,178,2022.0,3,72,65,74,63,55,65,55,40,65,69,75,67,67,70,70,57,69,68,62,178
6736,K. Wriedt,ST,68,69,1400000.0,5000.0,26,188,2023.0,4,72,69,75,73,60,65,60,64,62,70,73,62,66,64,72,60,86,69,70,188
7738,Ł. Zwoliński,"ST, RM",67,67,1000000.0,4000.0,28,184,2023.0,4,72,64,73,63,69,60,65,55,66,70,74,72,66,71,68,86,74,69,65,184
7652,Álvaro Vázquez,"ST, LM",67,67,1000000.0,1000.0,30,182,2022.0,3,72,69,68,70,63,61,65,54,67,71,72,70,64,70,69,70,72,67,69,182
10213,S. Jacob,"ST, CAM",65,65,725000.0,2000.0,28,183,2023.0,3,72,62,66,64,66,63,60,37,68,70,74,70,60,71,63,71,71,68,62,183
8351,A. Idah,ST,67,82,2500000.0,10000.0,20,190,2024.0,3,72,68,66,69,65,49,62,30,66,69,75,65,63,54,73,66,74,68,63,190
6594,B. Afobe,ST,68,68,1200000.0,13000.0,28,183,2022.0,3,72,68,72,70,64,65,67,57,67,70,73,71,66,65,68,77,82,68,72,183
8532,Y. Badji,ST,67,81,2400000.0,6000.0,19,192,2022.0,3,72,64,71,66,70,61,58,38,67,68,76,62,63,53,74,67,76,62,63,192
9391,W. Kanga,ST,66,73,1700000.0,5000.0,23,189,2024.0,4,72,63,62,66,66,61,55,37,72,73,72,69,57,51,65,62,80,65,58,189
9085,H. Reina,ST,66,66,850000.0,500.0,30,177,2021.0,3,72,65,56,71,58,66,57,34,72,73,72,70,61,71,59,65,62,71,56,177
8550,W. Azaro,ST,67,69,1300000.0,11000.0,26,183,2022.0,3,72,65,73,67,72,55,68,35,64,71,73,62,68,61,69,86,79,69,67,183
9321,Arribas,"LM, ST, RM",66,76,1900000.0,3000.0,22,183,2022.0,3,72,62,60,64,58,62,59,52,66,73,72,72,63,62,58,66,62,65,71,183
6624,Cristian Herrera,"RM, ST, CAM",68,68,1200000.0,4000.0,30,181,2023.0,3,72,69,80,69,64,62,65,64,60,69,75,61,64,35,70,75,87,75,74,181
10748,D. Hanslik,"RM, LM, ST",65,67,925000.0,1000.0,24,186,2023.0,2,72,64,69,66,58,63,59,48,64,70,73,64,67,62,65,80,72,65,61,186
6607,Yun Il Lok,"LM, ST",68,68,1200000.0,5000.0,29,178,2023.0,3,72,62,67,64,56,67,58,56,68,73,72,78,65,72,61,69,69,71,51,178
8767,N. Bahoui,"LW, LM, ST",66,66,825000.0,3000.0,30,188,2022.0,4,72,68,72,66,68,66,67,68,72,70,73,61,63,59,73,64,81,62,64,188
7103,R. Meshino,"LW, ST",68,76,2700000.0,35000.0,23,171,2022.0,3,72,67,55,71,51,63,61,65,69,75,69,77,65,83,59,73,63,65,64,171
8681,C. Maguire,"RW, ST",66,66,675000.0,5000.0,32,170,2023.0,4,72,67,66,64,57,62,65,72,66,70,73,81,65,80,73,81,66,65,75,170
7996,Z. Machach,"CAM, CM, ST",67,71,1400000.0,17000.0,25,185,2022.0,3,72,62,71,60,59,69,63,58,71,74,70,68,61,69,67,64,70,61,57,185
8884,Guillermo,ST,66,66,875000.0,3000.0,28,181,2022.0,3,72,66,71,66,61,63,63,56,65,71,73,74,66,65,67,75,70,66,74,181
10992,A. Schjelderup,"CAM, LW, ST",65,84,1800000.0,500.0,17,172,2023.0,3,72,58,47,60,39,64,54,59,66,74,71,82,63,87,58,51,40,63,61,172
8783,M. Beister,"RM, ST, LM",66,66,825000.0,6000.0,30,180,2022.0,3,72,66,62,65,50,64,66,62,66,73,72,75,65,78,73,74,62,62,67,180
9846,K. Özer,"ST, RM",65,65,450000.0,4000.0,33,170,2022.0,4,72,63,60,65,49,68,62,64,72,70,74,69,69,89,64,77,61,67,41,170
8729,N. McGinn,"LM, CAM, ST",66,66,525000.0,3000.0,33,178,2022.0,5,72,65,61,64,62,63,64,66,67,69,74,78,62,86,71,59,64,64,64,178
9882,C. McManaman,"RM, ST",65,65,700000.0,3000.0,30,175,2022.0,4,72,61,61,62,37,63,55,49,66,73,72,81,62,77,64,34,61,64,64,175
7971,F. Platte,ST,67,72,1500000.0,6000.0,25,190,2023.0,3,72,65,74,66,70,59,64,33,65,63,80,56,64,58,68,69,86,69,55,190
8184,K. Denkey,ST,67,76,2300000.0,4000.0,20,181,2024.0,2,72,68,63,69,57,55,61,38,70,72,72,59,65,62,72,63,74,70,68,181
6357,P. Ba,"ST, RM",69,69,1400000.0,6000.0,28,174,2024.0,3,72,72,68,72,68,54,62,46,70,70,73,67,57,80,72,70,77,74,68,174
8816,R. Bocalon,ST,66,66,700000.0,7000.0,32,186,2022.0,3,72,65,64,73,63,50,60,44,63,72,72,76,61,68,67,72,66,75,52,186
14415,P. Wojciechowski,ST,61,61,275000.0,1000.0,31,181,2022.0,4,73,60,56,61,57,57,63,58,61,77,70,70,61,61,63,75,52,58,59,181
10772,L. Kambole,"ST, RW, LW",65,66,825000.0,500.0,27,186,2022.0,4,73,66,64,66,60,56,62,41,62,74,73,66,61,75,70,68,78,66,70,186
